State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Q9: Allow med marjna?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Senate issues,Clinton as person
29.0,1.0,38.0,Third call,40-44,White,Male,Ensign,Jones,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,,Independent,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Independent/Other,40 to 49,0.631,Taxes,Unfavorable
29.0,1.0,39.0,Third call,30-39,White,Female,Reid,Other,Disapprove,,Yes,Neither,Yes,Yes,,Worse,Perot,Independent,HS grad,,Liberal,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Independent/Other,30 to 39,1.732,Nuclear waste,Unfavorable
29.0,1.0,40.0,Third call,25-29,Hispanic,Male,Reid,Jones,,Approve,No,,,,,,,,,,,18 to 64,State,Not complete,Rural counties,18 to 29,25 to 29,,25 to 29,0.888,,Favorable
29.0,1.0,41.0,Third call,65 and over,White,Male,Ensign,Guinn,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,College grad,Under 15K,Moderate,65 and over,State,Complete,Rural counties,60 and over,60 and over,Republican,65 and over,0.9189999999999999,,Unfavorable
29.0,1.0,42.0,Third call,60-64,White,Female,,,Approve,Disapprove,No,Neither,Yes,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Rural counties,60 and over,60 and over,Democrat,50 to 64,0.886,,Favorable
29.0,1.0,43.0,Third call,45-49,White,Female,Ensign,None of the above,,Disapprove,,,,,,,,,,,,18 to 64,State,Not complete,Rural counties,45 to 59,40 to 49,,40 to 49,0.887,Crime/drugs,Unfavorable
29.0,1.0,44.0,Third call,30-39,White,Female,Ensign,Jones,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Republican,30 to 39,0.728,Taxes,Unfavorable
29.0,3.0,1.0,First call,60-64,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Neither,Yes,No,,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Rural counties,60 and over,60 and over,Republican,50 to 64,0.563,Taxes,Unfavorable
29.0,3.0,2.0,First call,30-39,White,Male,Reid,Guinn,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Democrat,30 to 39,0.593,Economy/jobs,Favorable
29.0,3.0,3.0,First call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,State,Complete,Rural counties,60 and over,60 and over,Democrat,65 and over,0.59,Social Security,Unfavorable
29.0,3.0,4.0,First call,30-39,White,Female,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,No,Worse,Did not vote,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Republican,30 to 39,0.594,Education,Unfavorable
29.0,3.0,5.0,First call,18-24,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Neither,No,Yes,No,Same,Did not vote,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.75,Education,Unfavorable
29.0,3.0,6.0,First call,50-59,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Rural counties,45 to 59,50 to 59,Republican,50 to 64,0.63,Economy/jobs,Unfavorable
29.0,3.0,7.0,First call,65 and over,White,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Republican,Some college,15 to 30K,Moderate,65 and over,State,Complete,Rural counties,60 and over,60 and over,Republican,65 and over,0.5569999999999999,Social Security,
29.0,3.0,8.0,First call,50-59,White,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Rural counties,45 to 59,50 to 59,Democrat,50 to 64,0.511,Economy/jobs,Favorable
29.0,3.0,9.0,First call,65 and over,White,Female,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,Under 15K,Conservative,65 and over,State,Complete,Rural counties,60 and over,60 and over,Republican,65 and over,0.646,Social Security,Unfavorable
29.0,3.0,10.0,Second call,30-39,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Republican,30 to 39,0.63,Taxes,Unfavorable
29.0,3.0,11.0,Second call,45-49,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Rural counties,45 to 59,40 to 49,Republican,40 to 49,0.48800000000000004,Nuclear waste,Unfavorable
29.0,3.0,12.0,Second call,60-64,White,Female,Reid,Jones,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Rural counties,60 and over,60 and over,Democrat,50 to 64,0.6809999999999999,Social Security,Favorable
29.0,3.0,13.0,Second call,25-29,Black,Male,Reid,Jones,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Rural counties,18 to 29,25 to 29,Democrat,25 to 29,0.666,Economy/jobs,Favorable
29.0,3.0,14.0,Second call,50-59,White,Male,Reid,Jones,,Disapprove,No,,,,,,,,,,,18 to 64,State,Not complete,Rural counties,45 to 59,50 to 59,,50 to 64,0.664,Clin/Lwnsky,Favorable
29.0,3.0,15.0,Second call,30-39,White,Female,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Republican,30 to 39,0.594,Clin/Lwnsky,Unfavorable
29.0,3.0,16.0,Second call,45-49,White,Female,Ensign,Guinn,Disapprove,Approve,No,Support Clinton,Yes,No,,Better,Perot,Republican,HS grad,,Conservative,18 to 64,State,Complete,Rural counties,45 to 59,40 to 49,Republican,40 to 49,0.594,Education,Unfavorable
29.0,3.0,17.0,Second call,50-59,White,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Rural counties,45 to 59,50 to 59,Democrat,50 to 64,0.511,Clin/Lwnsky,Favorable
29.0,3.0,18.0,Second call,18-24,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.65,,Unfavorable
29.0,3.0,19.0,Second call,25-29,Black,Female,Reid,Jones,Approve,Disapprove,No,Support Clinton,No,No,No,,,,College grad,50 to 75K,,18 to 64,State,Complete,Rural counties,18 to 29,25 to 29,,25 to 29,0.625,Nuclear waste,Favorable
29.0,3.0,20.0,Second call,40-44,White,Female,Ensign,Guinn,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,No,Yes,Same,Perot,Republican,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Republican,40 to 49,0.48800000000000004,Education,Favorable
29.0,3.0,21.0,Second call,40-44,White,Male,Ensign,Guinn,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Independent/Other,40 to 49,0.515,Social Security,Unfavorable
29.0,3.0,22.0,Second call,30-39,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.63,Taxes,Unfavorable
29.0,3.0,23.0,Second call,30-39,White,Female,None of the above,None of the above,Disapprove,Disapprove,No,Neither,Yes,Yes,,Worse,Perot,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.39199999999999996,,Unfavorable
29.0,3.0,24.0,Second call,18-24,White,Male,Ensign,Guinn,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,No,Worse,Did not vote,Republican,HS grad,Under 15K,Liberal,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.65,Education,Unfavorable
29.0,3.0,25.0,Second call,18-24,Asian,Male,Reid,Jones,Disapprove,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Liberal,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Democrat,18 to 24,0.6829999999999999,Nuclear waste,
29.0,3.0,26.0,Second call,25-29,White,Female,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Better,Perot,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Rural counties,18 to 29,25 to 29,Republican,25 to 29,0.612,,Unfavorable
29.0,3.0,27.0,Second call,40-44,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Republican,40 to 49,0.515,Taxes,Unfavorable
29.0,3.0,28.0,Second call,25-29,White,Male,Ensign,Guinn,Approve,,,Oppose Clinton,Yes,No,Yes,Same,Dole,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,18 to 29,25 to 29,Democrat,25 to 29,0.703,Education,Favorable
29.0,3.0,29.0,Second call,25-29,Black,Female,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,No,No,No,Worse,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Rural counties,18 to 29,25 to 29,Independent/Other,25 to 29,0.489,Social Security,Favorable
29.0,3.0,30.0,Second call,30-39,Other,Female,Ensign,Guinn,,Approve,Yes,Support Clinton,Yes,Yes,No,Worse,Did not vote,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Democrat,30 to 39,0.48800000000000004,,Favorable
29.0,3.0,31.0,Third call,50-59,White,Male,Ensign,Guinn,Disapprove,Disapprove,No,,,,,,,,,,,18 to 64,State,Not complete,Rural counties,45 to 59,50 to 59,,50 to 64,0.63,Crime/drugs,Unfavorable
29.0,3.0,32.0,Third call,30-39,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Republican,30 to 39,0.515,Nuclear waste,Unfavorable
29.0,3.0,33.0,Third call,30-39,Other,Male,Ensign,Guinn,Approve,Disapprove,Yes,Neither,No,No,No,Worse,Did not vote,Something else,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.515,Social Security,Favorable
29.0,3.0,34.0,Third call,50-59,White,Male,Ensign,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,45 to 59,50 to 59,Democrat,50 to 64,0.473,,Favorable
29.0,3.0,35.0,Third call,18-24,White,Male,Ensign,Guinn,Approve,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Republican,No HS,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.794,Nuclear waste,Unfavorable
29.0,3.0,36.0,Third call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,No,No,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Rural counties,45 to 59,40 to 49,Republican,40 to 49,0.63,Clin/Lwnsky,Unfavorable
29.0,3.0,37.0,Third call,40-44,White,Female,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Better,Perot,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Independent/Other,40 to 49,0.48800000000000004,Education,Unfavorable
29.0,3.0,38.0,Third call,50-59,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Rural counties,45 to 59,50 to 59,Republican,50 to 64,0.48800000000000004,Education,Unfavorable
29.0,3.0,39.0,Third call,18-24,Other,Female,Ensign,Guinn,Approve,,Yes,,No,No,Yes,Same,,Republican,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.612,,Favorable
29.0,3.0,40.0,Third call,18-24,White,Male,Ensign,Guinn,Disapprove,Approve,,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.703,Nuclear waste,Unfavorable
29.0,3.0,41.0,Third call,30-39,White,Female,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Republican,30 to 39,0.594,Education,Unfavorable
29.0,3.0,42.0,Third call,40-44,White,Female,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,Same,Perot,Independent,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Independent/Other,40 to 49,0.48800000000000004,Social Security,Unfavorable
29.0,3.0,43.0,Third call,45-49,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Rural counties,45 to 59,40 to 49,Democrat,40 to 49,0.594,Social Security,Unfavorable
29.0,3.0,44.0,Third call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Rural counties,45 to 59,40 to 49,Republican,40 to 49,0.63,Clin/Lwnsky,Unfavorable
29.0,3.0,45.0,Third call,30-39,White,Female,Ensign,Guinn,Approve,Approve,No,Neither,No,Yes,Yes,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.594,Education,Unfavorable
29.0,3.0,46.0,Third call,18-24,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Rural counties,18 to 29,18 to 24,Republican,18 to 24,0.65,Taxes,Unfavorable
29.0,3.0,47.0,Third call,30-39,Black,Female,,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Rural counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.489,Social Security,Unfavorable
29.0,3.0,48.0,Third call,40-44,White,Female,Other,Other,Approve,,Yes,Neither,No,No,No,Same,Clinton,Something else,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Rural counties,30 to 44,40 to 49,Independent/Other,40 to 49,0.701,Economy/jobs,
29.0,5.0,1.0,First call,65 and over,White,Female,Reid,Guinn,,,,,,,,,,,,,,65 and over,State,Not complete,Clark County,60 and over,60 and over,,65 and over,1.287,,
29.0,5.0,2.0,First call,65 and over,White,,Reid,Jones,,Disapprove,Yes,,,,,,,,,,,65 and over,State,Not complete,Clark County,60 and over,60 and over,,65 and over,1.127,,Favorable
29.0,5.0,3.0,First call,30-39,White,Male,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.998,Taxes,Unfavorable
29.0,5.0,4.0,First call,45-49,White,Male,Ensign,Guinn,,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Independent,Some college,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.205,,Unfavorable
29.0,5.0,5.0,First call,50-59,White,Female,Ensign,Jones,,Approve,No,Neither,Yes,Yes,,Same,,Republican,Some college,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.065,Social Security,Unfavorable
29.0,5.0,6.0,First call,30-39,White,Female,Ensign,Guinn,Approve,Disapprove,No,Neither,,Yes,No,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,1.165,Economy/jobs,Unfavorable
29.0,5.0,7.0,First call,65 and over,White,,Reid,Jones,,Disapprove,Yes,,,,,,,,,,,65 and over,State,Not complete,Clark County,60 and over,60 and over,,65 and over,1.089,Social Security,Favorable
