State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
30.0,4.0,23.0,Second call,45-49,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Republican,Postgrad,15 to 30K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,0.626
30.0,4.0,24.0,Second call,65 and over,White,Male,,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,Some college,30 to 50K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.5569999999999999
30.0,4.0,25.0,Second call,65 and over,White,Male,Gregg,Other,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Republican,Some college,30 to 50K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.44600000000000006
30.0,4.0,26.0,Second call,65 and over,White,Male,Gregg,Lucas,Disapprove,,Oppose Clinton,Yes,Yes,No,Worse,Independent,Some college,30 to 50K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.766
30.0,4.0,27.0,Second call,50-59,White,Male,Gregg,Lucas,Disapprove,Disapprove,Neither,,,,Worse,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.626
30.0,4.0,28.0,Second call,45-49,White,Female,Gregg,Lucas,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,0.605
30.0,4.0,29.0,Second call,65 and over,White,Male,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Republican,Postgrad,100K or more,Moderate,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.5660000000000001
30.0,4.0,30.0,Second call,30-39,White,Male,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Better,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.40700000000000003
30.0,4.0,31.0,Second call,18-24,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Same,Democrat,HS grad,,Liberal,18 to 64,State,Rural North,18 to 29,18 to 24,Democrat,18 to 24,0.538
30.0,4.0,32.0,Third call,45-49,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Worse,Democrat,No HS,Under 15K,Liberal,18 to 64,State,Rural North,45 to 59,40 to 49,Democrat,40 to 49,0.39199999999999996
30.0,4.0,33.0,Third call,50-59,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Same,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.463
30.0,4.0,34.0,Third call,50-59,White,Female,Gregg,Shaheen,,,Neither,No,No,,Better,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.44600000000000006
30.0,4.0,35.0,Third call,65 and over,White,Male,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Independent,Postgrad,30 to 50K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.49600000000000005
30.0,4.0,36.0,Third call,30-39,,Male,Condodematraky,Shaheen,Approve,Disapprove,,No,No,No,Same,Something else,Postgrad,,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.40700000000000003
30.0,4.0,37.0,Third call,18-24,White,Female,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Independent,No HS,15 to 30K,,18 to 64,State,Rural North,18 to 29,18 to 24,Independent/Other,18 to 24,0.728
30.0,4.0,38.0,Third call,30-39,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,Yes,Same,Something else,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.44600000000000006
30.0,4.0,39.0,Third call,40-44,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Rural North,30 to 44,40 to 49,Republican,40 to 49,0.605
30.0,4.0,40.0,Third call,30-39,White,Female,Gregg,Shaheen,Approve,Approve,Neither,,,,Same,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.44600000000000006
30.0,4.0,41.0,Third call,60-64,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Democrat,HS grad,15 to 30K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Democrat,50 to 64,0.5469999999999999
30.0,4.0,42.0,Third call,50-59,White,Female,Gregg,Shaheen,Disapprove,,Neither,Yes,Yes,Yes,Better,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.44600000000000006
30.0,4.0,43.0,Third call,30-39,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.605
30.0,4.0,44.0,Third call,40-44,White,Female,Condodematraky,Shaheen,Disapprove,Approve,Neither,No,No,Yes,Better,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,0.39199999999999996
30.0,4.0,45.0,Third call,30-39,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,No,No,No,Worse,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.44600000000000006
30.0,4.0,46.0,Third call,50-59,,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.40700000000000003
30.0,7.0,1.0,Second call,65 and over,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,,Same,Democrat,Postgrad,50 to 75K,Liberal,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.516
30.0,7.0,2.0,Second call,45-49,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,Yes,Better,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Democrat,40 to 49,0.423
30.0,7.0,3.0,Second call,60-64,White,Male,,Lucas,Disapprove,Approve,Neither,Yes,Yes,No,Same,Republican,Postgrad,30 to 50K,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,0.812
30.0,7.0,4.0,Second call,45-49,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,Yes,Same,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.5
30.0,7.0,5.0,Second call,65 and over,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Same,Democrat,Postgrad,50 to 75K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.6089999999999999
30.0,7.0,6.0,Second call,30-39,White,Female,Gregg,Lucas,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.651
30.0,7.0,7.0,Second call,45-49,White,Male,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Better,Independent,Postgrad,75 to 100K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.438
30.0,7.0,8.0,Second call,25-29,White,Female,Condodematraky,Shaheen,Approve,,Neither,No,No,No,Better,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,18 to 29,25 to 29,Democrat,25 to 29,0.508
30.0,7.0,9.0,Second call,50-59,White,,Gregg,Shaheen,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Independent,Postgrad,15 to 30K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.5
30.0,7.0,10.0,Second call,65 and over,White,Male,Gregg,Shaheen,Approve,Approve,Neither,Yes,Yes,Yes,Same,Independent,HS grad,Under 15K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.6089999999999999
30.0,7.0,11.0,Second call,50-59,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.5
30.0,7.0,12.0,Second call,18-24,White,Female,Gregg,Lucas,Approve,,Neither,No,No,No,Same,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,18 to 29,18 to 24,Independent/Other,18 to 24,0.785
30.0,7.0,13.0,Second call,30-39,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,Yes,Same,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.5
30.0,7.0,14.0,Second call,45-49,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.423
30.0,7.0,15.0,Second call,30-39,White,Male,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Republican,Some college,100K or more,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.5
30.0,7.0,16.0,Second call,50-59,White,Male,Gregg,Lucas,Disapprove,Disapprove,,Yes,Yes,Yes,Same,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.6759999999999999
30.0,7.0,17.0,Second call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.423
30.0,7.0,18.0,Second call,65 and over,White,Female,Gregg,Lucas,Disapprove,,,,,,Same,Republican,Some college,,Conservative,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.797
30.0,7.0,19.0,Second call,30-39,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Independent,Postgrad,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.438
30.0,7.0,20.0,Second call,60-64,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,State,Rural North,60 and over,60 and over,Democrat,50 to 64,0.516
30.0,7.0,21.0,Second call,30-39,White,Male,Condodematraky,Shaheen,Approve,,Support Clinton,No,No,No,Better,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.438
30.0,7.0,22.0,Second call,50-59,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.651
30.0,7.0,23.0,Second call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,Yes,,Same,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.423
30.0,7.0,24.0,Second call,60-64,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Republican,50 to 64,0.587
30.0,7.0,25.0,Second call,45-49,White,Male,Gregg,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.5
30.0,7.0,26.0,Second call,65 and over,White,Female,Gregg,Lucas,,Approve,Neither,,,Yes,Better,Republican,College grad,,Moderate,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.797
30.0,7.0,27.0,Third call,30-39,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.482
30.0,7.0,28.0,Third call,45-49,White,Male,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,0.5
30.0,7.0,29.0,Third call,45-49,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,HS grad,,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Republican,40 to 49,0.651
30.0,7.0,30.0,Third call,40-44,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.438
30.0,7.0,31.0,Third call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Independent,Postgrad,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.423
30.0,7.0,32.0,Third call,30-39,White,Male,Condodematraky,Shaheen,Disapprove,Approve,Neither,No,No,Yes,Same,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.438
30.0,7.0,33.0,Third call,45-49,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Worse,Independent,Some college,30 to 50K,Liberal,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.423
30.0,7.0,34.0,Third call,30-39,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,No,No,Yes,Better,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.423
30.0,7.0,35.0,Third call,40-44,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Democrat,40 to 49,0.438
30.0,7.0,36.0,Third call,45-49,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Independent,Postgrad,15 to 30K,Liberal,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.438
30.0,7.0,37.0,Third call,30-39,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,No,Better,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Democrat,30 to 39,0.423
30.0,12.0,1.0,First call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Independent/Other,50 to 64,0.36399999999999993
30.0,12.0,2.0,First call,65 and over,White,Female,Gregg,Lucas,Disapprove,,,,Yes,,Same,Republican,HS grad,75 to 100K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.6869999999999999
30.0,12.0,3.0,First call,65 and over,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Independent,HS grad,15 to 30K,Liberal,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.526
30.0,12.0,4.0,First call,60-64,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,Some college,,Moderate,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,0.445
30.0,12.0,5.0,First call,45-49,White,Female,Gregg,Lucas,Approve,Approve,Neither,No,No,No,Better,Independent,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.562
30.0,12.0,6.0,First call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.36399999999999993
30.0,12.0,7.0,First call,65 and over,White,,Gregg,Lucas,Disapprove,Disapprove,Neither,,Yes,Yes,Same,Independent,College grad,50 to 75K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.6869999999999999
30.0,12.0,8.0,First call,65 and over,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Republican,HS grad,,Moderate,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.508
30.0,12.0,9.0,First call,50-59,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Better,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,45 to 59,50 to 59,Republican,50 to 64,0.415
30.0,12.0,10.0,First call,60-64,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,60 and over,60 and over,Independent/Other,50 to 64,0.526
30.0,12.0,11.0,First call,65 and over,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,Yes,Better,Independent,Postgrad,30 to 50K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.526
30.0,12.0,12.0,First call,65 and over,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Republican,College grad,50 to 75K,Conservative,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.712
30.0,12.0,13.0,First call,65 and over,White,Female,Gregg,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Independent,Postgrad,50 to 75K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.508
30.0,12.0,14.0,First call,65 and over,White,Male,Gregg,Shaheen,Disapprove,Approve,Neither,No,No,Yes,Same,Independent,Some college,15 to 30K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Independent/Other,65 and over,0.526
30.0,12.0,15.0,First call,30-39,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.377
30.0,12.0,16.0,First call,45-49,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Independent,College grad,15 to 30K,Conservative,18 to 64,State,Rural North,45 to 59,40 to 49,Independent/Other,40 to 49,0.5820000000000001
30.0,12.0,17.0,First call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,No,Same,Independent,College grad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Independent/Other,30 to 39,0.5820000000000001
30.0,12.0,18.0,First call,65 and over,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Republican,HS grad,,Moderate,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.508
30.0,12.0,19.0,Second call,30-39,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,No,No,Yes,Better,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.415
30.0,12.0,20.0,Second call,40-44,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,Yes,No,Same,Independent,Postgrad,,Moderate,18 to 64,State,Rural North,30 to 44,40 to 49,Independent/Other,40 to 49,0.415
30.0,12.0,21.0,Second call,50-59,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,Yes,Yes,Same,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Rural North,45 to 59,50 to 59,Democrat,50 to 64,0.36399999999999993
30.0,12.0,22.0,Second call,65 and over,White,Female,,Shaheen,Approve,,Support Clinton,No,,No,Same,Democrat,HS grad,,Moderate,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.5
30.0,12.0,23.0,Second call,65 and over,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,Yes,Yes,No,Same,Democrat,Postgrad,15 to 30K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.445
30.0,12.0,24.0,Second call,65 and over,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Same,Democrat,HS grad,Under 15K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Democrat,65 and over,0.508
30.0,12.0,25.0,Second call,65 and over,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Same,Republican,Some college,15 to 30K,Moderate,65 and over,State,Rural North,60 and over,60 and over,Republican,65 and over,0.526
30.0,12.0,26.0,Second call,30-39,White,Male,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.43000000000000005
30.0,12.0,27.0,Second call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,No,Same,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Rural North,30 to 44,30 to 39,Republican,30 to 39,0.5820000000000001
