ID,HOUNY18,SENNY18,GOVNY18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
45687.0,The Republican candidate,Chele Farley,Marc Molinaro,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,At least monthly,Protestant/Attend weekly,Complete,No children in home,,,,No,Call 2,27.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,5.0,The Republican candidate,Omit,No,,The Republican Party,The Republican candidate,,,,,,,,The economy,,No,,Yes,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,The Republican candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs,English, New York,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,,2.04210305213928,White Protestants,,All others,Somewhat important,Important,No,White Protestant non-evangelical
68328.0,The Republican candidate,Chele Farley,Marc Molinaro,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,No children in home,,,,No,Call 3,4.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,2.0,The Republican candidate,Omit,No,,Omit,The Republican candidate,,,,,,,,Immigration,,No,,Yes,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,67.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,East,Catholic,Catholic,Catholic,,The Republican candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs,English, New York,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,,0.876200616359711,White Catholics,,All others,Somewhat important,Important,No,All others
31126.0,The Republican candidate,Chele Farley,Marc Molinaro,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,All others,Complete,No children in home,,,,No,Call 1,2.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,2.0,The Republican candidate,Omit,No,,The Republican Party,The Republican candidate,,,,,,,,The economy,,No,,No,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,78.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,East,Something else,Other,Something else,,The Republican candidate,Male,White men,Omit,Omit,Non married men,Suburbs,Suburbs,English, New York,White suburban men,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,,1.25163209438324,White something else,,All others,Not too important,Not important,No,All others
28746.0,The Democratic candidate,,,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Never,A few times a year or less,,Complete,No children in home,,,,No,,9.0,No,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,1.0,,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Men without children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,,,,,,Male,Black men,Very serious,Serious,Married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Telephone survey,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.518901348114014,,,All others,Very important,Important,,
28744.0,The Democratic candidate,,,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,A few times a year,A few times a year or less,,Complete,"Yes, both boys and girls",,,,No,,8.0,Yes,Yes,Yes,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,,,,,,Male,Black men,Very serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Telephone survey,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.670795679092407,,,All others,Somewhat important,Important,,
28742.0,The Democratic candidate,,,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,,Complete,No children in home,,,,Yes,,9.0,No,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,1.0,,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,No,,No,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,,,,,,Male,White men,Very serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Telephone survey,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.419458419084549,,,White Born-again/Evangelical Christians,Somewhat important,Important,,
28739.0,The Democratic candidate,,,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,,Complete,No children in home,,,,No,,17.0,No,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,3.0,,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,Immigration,,No,,No,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,,,White,White,,East,,,,,,Female,White women,Very serious,Serious,Non married women,Suburbs,Suburbs,English, New York,White suburban women,,Telephone survey,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.107207253575325,,,All others,Very important,Important,,
28736.0,The Democratic candidate,,,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Once a week or more,At least monthly,,Complete,No children in home,,,,Yes,,15.0,No,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,1.0,,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,Health care,,No,,No,,,,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,,,,,,Female,Black women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Telephone survey,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.651461660861969,,,All others,Very important,Important,,
28733.0,The Democratic candidate,,,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a year,A few times a year or less,,Complete,No children in home,,,,Yes,,10.0,No,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,1.0,,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,,,,,,Male,Black men,Very serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Telephone survey,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,4.84117269515991,,,All others,Very important,Important,,
67058.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,,A few times a year,A few times a year or less,Catholic/Do not attend weekly,Complete,"Yes, only boys",,,,No,Call 3,11.0,Yes,Yes,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,Omit,,Yes,,No,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,122.0,Liberal Democrats,Liberal Democrats,Other,,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Catholic,Catholic,,,The Democratic candidate,Female,Latino women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.465173870325089,Non-white,,All others,Very important,Important,No,
64535.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,A few times a month,At least monthly,Catholic/Do not attend weekly,Complete,No children in home,,,,Yes,Call 3,13.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,Yes,,No,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,83.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,East,Catholic,Catholic,,,The Democratic candidate,Female,Latino women,Somewhat serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",Spanish, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.750733375549316,Non-white,,All others,Somewhat important,Important,No,
69884.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week or more,At least monthly,All others,Complete,"Yes, only girls",,,,Yes,Call 3,15.0,Yes,No,Yes,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,13.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,Protestant/Other Non-Catholic Christian,Other Christian,,,The Democratic candidate,Male,Black men,Very serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.560041546821594,Non-white,,All others,Somewhat important,Important,No,
67617.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Once a week or more,At least monthly,All others,Complete,"Yes, only boys",,,,No,Call 3,15.0,Yes,Yes,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,Something else,Muslim,,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.290409564971924,Non-white,,All others,Very important,Important,No,
31928.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,A few times a year or less,All others,Complete,No children in home,,,,No,Call 1,26.0,No,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,4.0,The Democratic candidate,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,East,Something else,Other,Something else,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.538786351680756,White something else,,All others,Somewhat important,Important,No,All others
67295.0,The Democratic candidate,Kirsten Gillibrand,Andrew Cuomo,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week or more,At least monthly,All others,Complete,"Yes, only girls",,,,Yes,Call 3,15.0,Yes,No,Yes,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,1.0,The Democratic candidate,Oppose,No,,The Democratic Party,The Democratic candidate,,,,,,,,The economy,,No,,No,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,13.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,,,Non-white,Black,,East,Protestant/Other Non-Catholic Christian,Other Christian,,,The Democratic candidate,Male,Black men,Very serious,Serious,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.560041546821594,Non-white,,All others,Somewhat important,Important,No,
