ID,HOUCA18,GOVCA18,SENCA18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
27485.0,A Republican candidate,Refused,Other,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,,10.0,,,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,No,2.0,Refused,,,,,The Republican candidate,,,,,,,,,Support,No,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,,,White,White,,West,,,,,Other,Female,White women,,,,Suburbs,Suburbs,English,California,White suburban women,,Telephone survey,,,,,,Strongly or somewhat approve,Somewhat approve,The U.S. less safe,,,Version 1,No,Other,Omit,0.0,,,,,,,
27497.0,A Republican candidate,Refused,Other,Keep it as is,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,,52.0,,,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,,,,,Yes,5.0,Refused,,,,,The Republican candidate,,,,,,,,,Support,No,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,West,,,,,Other,Male,White men,,,,"Cities over 500,000","Cities over 50,000",English,California,Other,,Telephone survey,,,,,,Strongly or somewhat approve,Strongly approve,The U.S. more safe,,,Version 1,No,Didn't vote,Shouldn't be able to vote will cast ballots,0.0,,,,,,,
25640.0,Other,John Cox,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,28.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Neither party,,Unfavorable,Better,Donald Trump was not a factor,,4.0,The Republican candidate,,,,,Other,,,,,,,,,,No,No,,,Good,Excellent or good,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,West,,,,,Other,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,Hurt,Telephone survey,,,,Seriously off on the wrong track,Omit,,,,,Becoming more divided,Version 4,,,,0.0,,No,,,,,
26406.0,Refused,John Cox,Other,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a month,At least monthly,All others,Complete,No children in home,,,,Yes,,26.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,1.0,The Republican candidate,Oppose,Yes,,The Democratic Party,Refused,,,,,,,,The economy,,,,Yes,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,,,White,White,,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Other,Male,White men,Not too serious,Not serious,Married men,"Cities 10,000-50,000",Small Cities/Rural,,California,Other,,Telephone survey,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.0,White Protestants,,White Born-again/Evangelical Christians,Somewhat important,Important,Yes,White Protestant evangelical
26942.0,Refused,John Cox,Other,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,,,,Complete,,,,,,,6.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Major changes,,Refused,No,,,,,,,Immigration,,No,,,Disapprove,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,Independent Men,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Other,Other,National questionnaire,Other,Not at all important,Not important,Non-white,Other,Minorities are favored over whites,West,Something else,Other,,Politically motivated,Other,Male,All other races,,,,Suburbs,Suburbs,English,California,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,0.0,Non-white,,,,,,
25493.0,A Republican candidate,John Cox,Other,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,White 45-64,,,,Complete,,,,,,,1.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Major changes,,The Republican candidate,No,,,,,,,Immigration,,Yes,,,Disapprove,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,White,National questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,Omit,West,Protestant/Other Non-Catholic Christian,Other Christian,,Politically motivated,Other,Male,Latino men,,,,Rural,Small Cities/Rural,English,California,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,0.0,Non-white,,,,,,
25497.0,A Republican candidate,John Cox,Other,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,,,,22.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Major changes,,The Republican candidate,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,18-64,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Black,Black,National questionnaire,Black,Not too important,Not important,Non-white,Black,No group is favored,West,Protestant/Other Non-Catholic Christian,Other Christian,,Politically motivated,Other,Male,Black men,,,,Suburbs,Suburbs,English,California,Other,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.0,Non-white,,,,,,
25498.0,A Republican candidate,John Cox,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,22.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Major changes,,The Republican candidate,No,,,,,,,Gun policy,,No,,,Disapprove,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,Not at all important,Not important,White,White,No group is favored,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.0,White Protestants,,,,,,
25505.0,A Republican candidate,John Cox,Other,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,,1.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Major changes,,The Republican candidate,No,,,,,,,Health care,,No,,,Approve,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,Omit,Omit,White,White,Minorities are favored over whites,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,Not tough enough,,Version 2,,,,0.0,White Protestants,,,,,,
25519.0,A Republican candidate,John Cox,Other,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,1.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Major changes,,The Republican candidate,No,,,,,,,The economy,,No,,,Disapprove,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,Not too important,Not important,White,White,Minorities are favored over whites,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.0,White Protestants,,,,,,
25520.0,A Republican candidate,John Cox,Other,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,8.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Unfavorable,,,,,2.0,The Republican candidate,,,No changes at all,,The Republican candidate,No,,,,,,,Health care,,No,,,Omit,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,Very important,Important,White,White,No group is favored,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,,Telephone survey,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.0,White Protestants,,,,,,
25548.0,A Republican candidate,John Cox,Other,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,4.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,Unfavorable,,,,,2.0,The Republican candidate,,,Minor changes,,The Republican candidate,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,Not at all important,Not important,White,White,Minorities are favored over whites,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,,Telephone survey,In the last month,In the last month,Before that,,,,,,Not tough enough,,Version 2,,,,0.0,White Protestants,,,,,,
25559.0,A Republican candidate,John Cox,Other,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,,,,29.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,Unfavorable,,,,,4.0,The Republican candidate,,,Major changes,,The Republican candidate,No,,,,,,,Immigration,,No,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,Omit,Omit,White,White,Minorities are favored over whites,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Female,White women,,,,Suburbs,Suburbs,English,California,White suburban women,,Telephone survey,In the last month,In the last month,Before that,,,,,,Omit,,Version 2,,,,0.0,White Protestants,,,,,,
25571.0,A Republican candidate,John Cox,Other,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,9.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,Unfavorable,,,,,2.0,The Republican candidate,,,No changes at all,,The Republican candidate,No,,,,,,,The economy,,No,,,Omit,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,Not at all important,Not important,White,White,No group is favored,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Politically motivated,Other,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,,Telephone survey,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.0,White Protestants,,,,,,
25606.0,A Republican candidate,John Cox,Other,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,,1.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Only Republican Party,,Favorable,About the same,Donald Trump was not a factor,,2.0,The Republican candidate,,,,,The Republican candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,,,White,White,,West,,,,,Other,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,California,Other,No impact,Telephone survey,,,,Generally going in the right direction,No impact,,,,,Becoming more divided,Version 4,,,,0.0,,No,,,,,
25610.0,A Republican candidate,John Cox,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,,46.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Only Republican Party,,Favorable,Better,To express support for Donald Trump,,5.0,The Republican candidate,,,,,The Republican candidate,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,West,,,,,Other,Male,White men,,,,Suburbs,Suburbs,English,California,White suburban men,Hurt,Telephone survey,,,,Generally going in the right direction,No impact,,,,,Becoming more divided,Version 4,,,,0.0,,No,,,,,
