ID,SENVA18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,WEIGHT,WHNCLINC,WHTEVANG
57861.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,6.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,5.0,Major changes,No,,,,,,,Health care,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,94.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Justified,The Democratic candidate,Male,Black men,Suburbs,Suburbs, Virginia,Other,,Election day exit poll,,,,Too tough,Version 2,0.683732450008392,,
30821.0,Tim Kaine,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,3.0,,,,,,,,,,No,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Conservative,110.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,0.286587625741959,,
30820.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Not complete,,Call 1,4.0,,,,,,,No,3.0,,,,,,,,,,No,Not so good,Not so good or poor,45+,18-64,,,,,,,,,84.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Female,Black women,Suburbs,Suburbs, Virginia,Other,Omit,Election day exit poll,,,,Omit,Version 1,0.317346006631851,,
42396.0,Tim Kaine,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,5.0,Major changes,Yes,,,,,,,Health care,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,94.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Justified,The Democratic candidate,Female,Black women,Suburbs,Suburbs, Virginia,Other,,Election day exit poll,,,,Not tough enough,Version 2,0.930761098861694,,
42781.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",,No,Not so good,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Female,Black women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,Hurt,Election day exit poll,Hurt,,,,Version 4,0.286587625741959,No,
57082.0,Tim Kaine,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,4.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,No,Not so good,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,40.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Female,Black women,Suburbs,Suburbs, Virginia,Other,No impact,Election day exit poll,Hurt,,,,Version 4,2.68285155296326,No,
42370.0,Tim Kaine,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,,Call 2,2.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,3.0,,,,,,,,,,No,Good,Excellent or good,45+,18-64,,,,,,,,,113.0,,,White,White,State questionnaire,White,White,White,,South,,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,No impact,Election day exit poll,,,,Too tough,Version 1,0.899677455425262,,
30778.0,Tim Kaine,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,3.0,Minor changes,Yes,,,,,,,The economy,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Justified,The Democratic candidate,Female,Black women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,,,Too tough,Version 2,0.286587625741959,,
42354.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,5.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,No,Poor,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,94.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Male,Black men,Suburbs,Suburbs, Virginia,Other,Hurt,Election day exit poll,Hurt,,,,Version 4,0.683732450008392,No,
57253.0,Tim Kaine,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,110.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,,South,,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,Hurt,Election day exit poll,Hurt,,,,Version 4,0.319335281848907,No,
57487.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,5.0,Major changes,No,,,,,,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,31.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,Whites are favored over minorities,South,Politically motivated,The Democratic candidate,Female,White women,Suburbs,Suburbs, Virginia,White suburban women,,Election day exit poll,,,,Too tough,Version 2,0.322894781827927,,
30757.0,Tim Kaine,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,1.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,24.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,,South,,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,No impact,Election day exit poll,Hurt,,,,Version 4,1.52846741676331,No,
42231.0,Tim Kaine,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",,No,Good,Excellent or good,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,70.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Male,Black men,Suburbs,Suburbs, Virginia,Other,Hurt,Election day exit poll,Hurt,,,,Version 4,0.901879608631134,No,
30738.0,Tim Kaine,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,3.0,Minor changes,Yes,,,,,,,The economy,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Politically motivated,The Democratic candidate,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,,,Too tough,Version 2,0.286587625741959,,
42315.0,Tim Kaine,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 2,11.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,1.0,,,,,,,,,,No,Good,Excellent or good,45+,65+,,,,,,,,,19.0,,,White,White,State questionnaire,White,White,White,,South,,The Democratic candidate,Male,White men,Suburbs,Suburbs, Virginia,White suburban men,No impact,Election day exit poll,,,,Too tough,Version 1,1.38289904594421,,
42310.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,6.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,5.0,Major changes,Yes,,,,,,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,94.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,White,Whites are favored over minorities,South,Justified,The Democratic candidate,Male,White men,Suburbs,Suburbs, Virginia,White suburban men,,Election day exit poll,,,,Too tough,Version 2,0.569148719310761,,
41556.0,Tim Kaine,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,5.0,Minor changes,Yes,,,,,,,Omit,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,31.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Justified,The Democratic candidate,Male,Black men,Suburbs,Suburbs, Virginia,Other,,Election day exit poll,,,,Too tough,Version 2,0.289782136678696,,
59663.0,Tim Kaine,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,Call 3,8.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,1.0,,,,,,,,,,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Liberal,24.0,Moderate/Liberal Republicans,Liberal Independents,Other,Asian,National questionnaire,Asian,Non-white,Asian,,South,,The Democratic candidate,Male,All other races,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,1.52846741676331,,
42555.0,Tim Kaine,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,3.0,,,,,,,,,,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,,South,,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,0.887839555740356,,
42272.0,Tim Kaine,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 2,6.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,5.0,,,,,,,,,,No,Good,Excellent or good,45+,65+,,,,,,,,,73.0,,,White,White,State questionnaire,White,White,White,,South,,The Democratic candidate,Male,White men,Suburbs,Suburbs, Virginia,White suburban men,No impact,Election day exit poll,,,,Too tough,Version 1,1.04905188083649,,
42258.0,Tim Kaine,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,2.0,Major changes,Yes,,,,,,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,70.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,Whites are favored over minorities,South,Justified,The Democratic candidate,Female,White women,Suburbs,Suburbs, Virginia,White suburban women,,Election day exit poll,,,,Too tough,Version 2,1.02197480201721,,
59601.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 3,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,1.0,Major changes,Yes,,,,,,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,24.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Whites are favored over minorities,South,Politically motivated,The Democratic candidate,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,,,Too tough,Version 2,1.30969798564911,,
42238.0,Tim Kaine,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,5.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,No,Excellent,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,94.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,,South,,The Democratic candidate,Female,White women,Suburbs,Suburbs, Virginia,White suburban women,No impact,Election day exit poll,No impact,,,,Version 4,0.350571483373642,No,
42236.0,Tim Kaine,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,,110.0,,,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,No impact,Election day exit poll,No impact,,,,Version 4,0.286587625741959,No,
31069.0,Tim Kaine,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,1.0,,,,,,,,,,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,24.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Female,Black women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,,Election day exit poll,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,0.898308575153351,,
57678.0,Tim Kaine,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,5.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,5.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,No,Poor,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,31.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,,South,,The Democratic candidate,Female,White women,Suburbs,Suburbs, Virginia,White suburban women,Hurt,Election day exit poll,Hurt,,,,Version 4,0.483950614929199,Yes,
42364.0,Tim Kaine,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,3.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,110.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,,South,,The Democratic candidate,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Other,No impact,Election day exit poll,Helped,,,,Version 4,0.819644153118134,No,
57103.0,Tim Kaine,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 3,4.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",,No,Good,Excellent or good,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,71.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,The Democratic candidate,Female,Black women,Suburbs,Suburbs, Virginia,Other,Helped,Election day exit poll,No impact,,,,Version 4,1.12881064414978,No,
