ID,SENTX18,GOVTX18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BORNINTX14,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,CRUZLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVCRUZ,FAVDEM2,FAVMCONL,FAVOROURKE,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENTX18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMMWALL,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVTX18,KAVTX18A,KAVTX18B,KNEEL18,LATINO,MARRIED,MOVETOTX14,NEC,NEC2,OROURKELIB,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
10071.0,Beto O'Rourke,Lupe Valdez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in Texas,No,,28.0,The Democratic Party,,Too conservative,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Unfavorable,,,Favorable,,,,,,6.0,The Democratic candidate,Yes,,The Democratic Party,Oppose,,,,,,,,,Omit,Omit,Omit,Approve,,,I was born in Texas,,,About right,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,Omit,South,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.964828848838806,,All others,,
10072.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to Texas,Yes,,36.0,The Republican Party,,About right,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Omit,,,Omit,,,,,,1.0,The Republican candidate,Yes,,The Republican Party,Support,,,,,,,,,An important factor,Important,A factor,Disapprove,,,10+ years but not born here,,,Omit,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,Omit,South,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.674171268939972,,White Born-again/Evangelical Christians,,
10073.0,Beto O'Rourke,Lupe Valdez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in Texas,No,,15.0,The Democratic Party,,Too conservative,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Favorable,,,,,,4.0,The Democratic candidate,Yes,,The Democratic Party,Oppose,,,,,,,,,An important factor,Important,A factor,Approve,,,I was born in Texas,,,About right,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,Whites are favored over minorities,South,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,,Texas,White suburban men,,Telephone survey,,,,,,,,Version 3,,1.05614817142487,,All others,,
10074.0,Beto O'Rourke,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Moved to Texas,Yes,,25.0,The Democratic Party,,Too conservative,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,,Favorable,,,,,,4.0,,No,,The Democratic Party,Oppose,,,,,,,,,An important factor,Important,A factor,Approve,,,10+ years but not born here,,,About right,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,,Omit,South,,The Democratic candidate,Female,Black women,,,,"Cities 50,000-500,000","Cities over 50,000",,Texas,Other,,Telephone survey,,,,,,,,Version 3,,1.03729772567749,,All others,,
10075.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to Texas,Yes,,24.0,The Republican Party,,About right,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,Favorable,,,Unfavorable,,,,,,2.0,The Republican candidate,Yes,,The Republican Party,Support,,,,,,,,,An important factor,Important,A factor,Disapprove,,,10+ years but not born here,,,Too liberal,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,No group is favored,South,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs,,Texas,White suburban women,,Telephone survey,,,,,,,,Version 3,,0.912265837192535,,White Born-again/Evangelical Christians,,
10076.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to Texas,No,,1.0,The Republican Party,,About right,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Unfavorable,,,,,,1.0,The Republican candidate,Yes,,The Republican Party,Support,,,,,,,,,A minor factor,Not important,A factor,Disapprove,,,10+ years but not born here,,,Too liberal,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,Minorities are favored over whites,South,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs,,Texas,White suburban men,,Telephone survey,,,,,,,,Version 3,,1.14225554466248,,All others,,
10077.0,Ted Cruz,Greg Abbott,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Moved to Texas,Yes,,8.0,The Republican Party,,About right,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Favorable,,,Unfavorable,,,,,,3.0,The Republican candidate,No,,The Republican Party,Support,,,,,,,,,A minor factor,Not important,A factor,Disapprove,,,10+ years but not born here,,,Too liberal,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,No group is favored,South,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs,,Texas,White suburban men,,Telephone survey,,,,,,,,Version 3,,0.632908403873444,,White Born-again/Evangelical Christians,,
10078.0,Beto O'Rourke,Lupe Valdez,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Born in Texas,Yes,,8.0,The Democratic Party,,Omit,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Unfavorable,,,Omit,,,,,,1.0,The Democratic candidate,No,,Omit,Support,,,,,,,,,Omit,Omit,Omit,Approve,,,I was born in Texas,,,About right,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,,Whites are favored over minorities,South,,The Democratic candidate,Female,Black women,,,,Suburbs,Suburbs,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.675891518592834,,All others,,
10079.0,Beto O'Rourke,Lupe Valdez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Born in Texas,No,,35.0,The Democratic Party,,Too conservative,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,Unfavorable,,,Favorable,,,,,,4.0,The Democratic candidate,No,,The Democratic Party,Oppose,,,,,,,,,An important factor,Important,A factor,Approve,,,I was born in Texas,,,About right,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,Whites are favored over minorities,South,,The Democratic candidate,Male,White men,,,,"Cities over 500,000","Cities over 50,000",,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.985010385513306,,All others,,
10080.0,Other,Greg Abbott,30-44,30-59,40-44,18-44,18-49,30-44,40-49,,,,Complete,Born in Texas,Yes,,26.0,Omit,,About right,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,Unfavorable,,,Unfavorable,,,,,,2.0,The Republican candidate,Yes,,The Democratic Party,Oppose,,,,,,,,,Not a factor at all,Not important,Not a factor,Omit,,,I was born in Texas,,,Omit,18-44,18-64,Independent/Something else,,,Independent men,Something else,Independent Men,,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,State questionnaire,,,,No group is favored,South,,Other,Male,,,,,Suburbs,Suburbs,,Texas,,,Telephone survey,,,,,,,,Version 3,,3.3913676738739,,All others,,
10081.0,Beto O'Rourke,Lupe Valdez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Born in Texas,No,,25.0,The Democratic Party,,Too conservative,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,,Favorable,,,,,,4.0,The Democratic candidate,No,,The Democratic Party,Oppose,,,,,,,,,Not a factor at all,Not important,Not a factor,Omit,,,I was born in Texas,,,About right,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,Whites are favored over minorities,South,,The Democratic candidate,Male,Latino men,,,,Suburbs,Suburbs,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,1.13953924179077,,All others,,
10082.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to Texas,Yes,,5.0,The Republican Party,,About right,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,Favorable,,,Unfavorable,,,,,,1.0,The Republican candidate,No,,The Republican Party,Support,,,,,,,,,The most important factor,Important,A factor,Disapprove,,,10+ years but not born here,,,Too liberal,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,Minorities are favored over whites,South,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.674171268939972,,White Born-again/Evangelical Christians,,
10083.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in Texas,Yes,,11.0,The Republican Party,,About right,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,Unfavorable,,,Unfavorable,,,,,,5.0,The Republican candidate,Yes,,The Republican Party,Support,,,,,,,,,Omit,Omit,Omit,Disapprove,,,I was born in Texas,,,Omit,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,Omit,South,,The Republican candidate,Male,White men,,,,Rural,Small Cities/Rural,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,1.06399118900299,,White Born-again/Evangelical Christians,,
10084.0,Beto O'Rourke,Lupe Valdez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Born in Texas,No,,30.0,The Democratic Party,,Too conservative,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Unfavorable,,,Omit,,,,,,2.0,The Democratic candidate,No,,The Democratic Party,Oppose,,,,,,,,,A minor factor,Not important,A factor,Approve,,,I was born in Texas,,,About right,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,Whites are favored over minorities,South,,The Democratic candidate,Female,White women,,,,"Cities over 500,000","Cities over 50,000",,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.883258998394012,,All others,,
10085.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to Texas,,,19.0,The Republican Party,,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,Omit,,,Unfavorable,,,,,,5.0,The Republican candidate,No,,The Republican Party,Oppose,,,,,,,,,Omit,Omit,Omit,Disapprove,,,10+ years but not born here,,,Omit,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,Omit,South,,The Republican candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",,Texas,Other,,Telephone survey,,,,,,,,Version 3,,1.06399118900299,,All others,,
10086.0,Beto O'Rourke,Greg Abbott,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Born in Texas,,,18.0,Omit,,Too conservative,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,Unfavorable,,,Unfavorable,,,,,,3.0,The Republican candidate,Yes,,Omit,Oppose,,,,,,,,,An important factor,Important,A factor,Omit,,,I was born in Texas,,,About right,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,No group is favored,South,,The Democratic candidate,Female,Latino women,,,,"Cities over 500,000","Cities over 50,000",,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.83792906999588,,All others,,
10087.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in Texas,Yes,,4.0,The Republican Party,,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,Omit,,,Unfavorable,,,,,,1.0,The Republican candidate,Yes,,Omit,Support,,,,,,,,,An important factor,Important,A factor,Disapprove,,,I was born in Texas,,,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,,Minorities are favored over whites,South,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.905142545700073,,White Born-again/Evangelical Christians,,
10088.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,Latino 65+,Complete,Born in Texas,Yes,,13.0,The Republican Party,,About right,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,Favorable,,,Unfavorable,,,,,,5.0,The Republican candidate,,,The Republican Party,Support,,,,,,,,,An important factor,Important,A factor,Disapprove,,,I was born in Texas,,,Too liberal,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,American Indian,State questionnaire,Other,Non-white,,No group is favored,South,,The Republican candidate,Male,All other races,,,,Rural,Small Cities/Rural,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,2.12798237800598,,All others,,
10089.0,Ted Cruz,Greg Abbott,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in Texas,Yes,,8.0,The Republican Party,,About right,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,Favorable,,,Unfavorable,,,,,,1.0,The Republican candidate,Yes,,Omit,Support,,,,,,,,,A minor factor,Not important,A factor,Disapprove,,,I was born in Texas,,,Too liberal,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,Minorities are favored over whites,South,,The Republican candidate,Female,White women,,,,Rural,Small Cities/Rural,,Texas,Other,,Telephone survey,,,,,,,,Version 3,,0.674171268939972,,White Born-again/Evangelical Christians,,
