ID,SENMO18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ETHHAWLEY,ETHMCCAS,ETHMO18,FAVDEM2,FAVHAWLEY,FAVMCCASKILL,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENMO18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUN16,GUNOWNER12,HAWLEYLIB,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVMO18,KAVMO18A,KAVMO18B,LATINO,MARRIED,MCCASLIB,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
51381.0,Other,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,,Call 2,7.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,No,,,,,18-44,18-64,,,,,,,,,39.0,,,White,White,National questionnaire,,White,White,White,Midwest,,Other,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,,,,Version 1,,0.568219840526581,,,,,65807.0
63043.0,Other,Keep it as is,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,4.0,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Omit,,Unfavorable,,,,,,4.0,Oppose,Yes,Too conservative,,Omit,,,,,,,,The economy,Not a factor at all,Not important,Not a factor,No,Yes,Too liberal,,,18-44,18-64,,,,,,,,Moderate,7.0,,,White,White,State questionnaire,,White,White,White,Midwest,,Other,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,,0.57914662361145,,All others,,,65202.0
66930.0,Other,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,5.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Josh Hawley does not,Claire McCaskill does not,Neither does,,,,,,,,,,,,3.0,,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,No,,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,,22.0,,,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,Other,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Hurt,Election day exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Didn't vote,0.600394427776337,Yes,All others,,,64119.0
66929.0,Other,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,5.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Josh Hawley does not,Claire McCaskill does not,Neither does,,,,,,,,,,,,3.0,,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,No,,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,,22.0,,,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,Other,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Hurt,Election day exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Didn't vote,0.600394427776337,Yes,All others,,,64119.0
50020.0,Other,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,6.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Josh Hawley does not,Claire McCaskill does not,Neither does,,,,,,,,,,,,3.0,,,,Minor changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Gun policy,,,,No,No,,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,23.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,Other,Male,White men,,,Non married men,Suburbs,Suburbs,Missouri,White suburban men,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Didn't vote,1.06223630905151,Yes,All others,,,64068.0
34266.0,Other,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,7.0,The Republican Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Unfavorable,,Unfavorable,,,,,,5.0,Oppose,Yes,Too liberal,,The Democratic Party,,,,,,,,The economy,An important factor,Important,A factor,No,Yes,Too liberal,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,93.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,Other,Female,White women,,,Married women,Rural,Small Cities/Rural,Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,,0.647098243236542,,White Born-again/Evangelical Christians,,,65570.0
34253.0,Other,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,8.0,,Omit,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,Omit,Unfavorable,Unfavorable,,Omit,,Omit,Neither,Worse,Donald Trump was not a factor,No,5.0,,,,,,Yes,,,,,,,,,,,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,151.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,Other,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural,Missouri,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.436791300773621,,,Somewhat important,Important,65466.0
62537.0,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,Unfavorable,,,,Neither party,,Unfavorable,,About the same,,,3.0,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,56.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,,White,White,White,Midwest,,Other,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,No impact,Election day exit poll,,,,No impact,,,,Version 4,,0.545603632926941,No,,,,64136.0
62843.0,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,3.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Josh Hawley does not,Claire McCaskill does not,Neither does,,,,,,,,,,,,2.0,,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,,No,Yes,,Omit,Omit,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,32.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,Other,Female,White women,,,Married women,Suburbs,Suburbs,Missouri,White suburban women,Hurt,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,Donald Trump,1.8379430770874,No,White Born-again/Evangelical Christians,,,63068.0
61926.0,Other,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,5.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,Unfavorable,Unfavorable,,Neither party,,Unfavorable,Neither,About the same,Donald Trump was not a factor,Yes,3.0,,,,,,No,,,,,,,,,,,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,58.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,Other,Male,White men,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,0.462714523077011,,,Somewhat important,Important,64109.0
50068.0,Other,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,5.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Josh Hawley does not,Claire McCaskill does not,Neither does,,,,,,,,,,,,3.0,,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,No,,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Conservative,52.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,Other,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,No impact,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,Donald Trump,2.27334833145142,Yes,All others,,,64123.0
