ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENCT06,GOVCT06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,LATINO,BUSH4,IRAQTRP,IRAQWAR,DROPOUT,LAMONTEXP,LIEBAGREE,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,FORCANDCT,TERRWORR,TERWORR2,SENCNTL,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
7316.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31524896621704,Joe Lieberman (CFL),John DeStefano (Dem),Male,White,60-64,Democratic,Moderate,$200k or more,Catholic,Once a week,Postgraduate study,No,Strongly disapprove,Send more troops,Strongly disapprove,No,No,About the right amount,Not at all important,Not at all important,Somewhat important,Somewhat important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7319.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06237542629242,Joe Lieberman (CFL),M. Jodi Rell (Rep),Female,White,50-59,Republican,Moderate,$50k-$75k,Protestant,A few time a year,College graduate,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Yes,No,Noy often enough,Somewhat important,Somewhat important,Extremely important,Not at all important,Against his opponents,Somewhat worried,Very/Somewhat worried,Republicans,To express support for George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7322.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.799485921859741,Ned Lamont (Dem),John DeStefano (Dem),Male,White,45-49,Democratic,Moderate,$100k-$150k,Catholic,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Not at all important,Against his opponents,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7327.0,Connecticut,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05946063995361,Ned Lamont (Dem),John DeStefano (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Something else,A few times a month,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Not at all important,Against his opponents,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,Ocassionally, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
7329.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.973099648952484,Joe Lieberman (CFL),Did not vote,Male,White,40-44,,,,,,,No,Somewhat disapprove,,,No,No,No Answer,,,,,Against his opponents,Somewhat worried,Very/Somewhat worried,Demcorats,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,,,,,,,,,,Disapprove,,,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7335.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.717988550662994,Ned Lamont (Dem),John DeStefano (Dem),Female,White,50-59,Democratic,Liberal,$150k-$200k,None, Never,Postgraduate study,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Somewhat important,Extremely important,Somewhat important,Against his opponents,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Never, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7338.0,Connecticut,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05946063995361,Ned Lamont (Dem),John DeStefano (Dem),Female,White,45-49,Democratic,Moderate,$100k-$150k,Catholic,A few time a year,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,No,Yes,Too often,Extremely important,Somewhat important,Somewhat important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
7346.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18296349048615,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,Other,50-59,Republican,Moderate,$100k-$150k,Catholic,A few time a year,College graduate,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,No,No,About the right amount,Somewhat important,Extremely important,Somewhat important,Somewhat important,For your candidate,Somewhat worried,Very/Somewhat worried,Republicans,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,American Indian,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7351.0,Connecticut,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.801317751407623,Ned Lamont (Dem),John DeStefano (Dem),Male,White,45-49,Democratic,Moderate,$150k-$200k,Jewish,A few times a month,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Somewhat important,Somewhat important,Extremely important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,70s Suburbs,Urban Perimeter,Very upscale
7355.0,Connecticut,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47456383705139,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,50-59,Independent,Conservative,$100k-$150k,Protestant, Never,Some college or associate degree,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,No,No,About the right amount,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
7356.0,Connecticut,93.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1225041151046802,Ned Lamont (Dem),M. Jodi Rell (Rep),Male,White,65-74,Democratic,Liberal,$30k-$50k,Catholic,A few time a year,High school graduate,,Strongly disapprove,Withdraw some troops,Strongly disapprove,Yes,No,Too often,Extremely important,Somewhat important,Somewhat important,Somewhat important,For your candidate,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,3.0,Strong Democratic,Large Cities Except Stamford and Norwalk,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
7359.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.922542870044708,Ned Lamont (Dem),John DeStefano (Dem),Male,White,65-74,Democratic,Moderate,,,A few times a month,Postgraduate study,,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Somewhat important,Somewhat important,Somewhat important,For your candidate,Very worried,Very/Somewhat worried,Demcorats,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,,,Ocassionally, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7371.0,Connecticut,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.36686301231384,Ned Lamont (Dem),John DeStefano (Dem),Male,White,45-49,Democratic,Moderate,$200k or more,None, Never,College graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Yes,No,Too often,Somewhat important,Not at all important,Somewhat important,Somewhat important,Against his opponents,Not at all worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Never, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,5.0,Competitive,East/West Rural,Low Density Rural,Rural,Rural,Upscale
7373.0,Connecticut,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.47456383705139,Joe Lieberman (CFL),M. Jodi Rell (Rep),Male,White,30-39,Democratic,Moderate,$50k-$75k,Catholic,A few time a year,High school graduate,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Yes,No,About the right amount,Somewhat important,Somewhat important,Somewhat important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Does not matter to me,George W Bush was not a factor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
7376.0,Connecticut,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.948575079441071,Joe Lieberman (CFL),John DeStefano (Dem),Male,White,40-44,Republican,Conservative,$200k or more,Catholic,A few times a month,College graduate,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,No,No,Too often,Extremely important,Extremely important,Somewhat important,Not at all important,For your candidate,Somewhat worried,Very/Somewhat worried,Republicans,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,70s Suburbs,Urban Perimeter,Very upscale
7378.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.45536959171295,Other,Other,Male,White,40-44,Something else,,,None, Never,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,No,Yes,No Answer,Extremely important,Extremely important,Extremely important,Extremely important,For your candidate,Very worried,Very/Somewhat worried,Does not matter to me,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,,,None,White None,Never, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7384.0,Connecticut,93.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00807905197144,Ned Lamont (Dem),M. Jodi Rell (Rep),Female,White,65-74,Independent,Moderate,$15k-$30k,Catholic,A few time a year,Did not complete high school,,Strongly approve,Withdraw all troops,Strongly disapprove,Yes,No,Too often,Extremely important,Somewhat important,Somewhat important,Somewhat important,Against his opponents,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,3.0,Strong Democratic,Large Cities Except Stamford and Norwalk,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
7392.0,Connecticut,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.799485921859741,Ned Lamont (Dem),John DeStefano (Dem),Male,White,50-59,Democratic,Liberal,$75k-$100k,Catholic,A few times a month,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,Yes,Too often,Extremely important,Somewhat important,Extremely important,Somewhat important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,5.0,Competitive,East/West Rural,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
7393.0,Connecticut,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24565172195435,Ned Lamont (Dem),M. Jodi Rell (Rep),Male,Hispanic/Latino,30-39,Republican,Moderate,$200k or more,Catholic,A few time a year,College graduate,Yes,Strongly disapprove,Withdraw some troops,Somewhat disapprove,No,Yes,Too often,Extremely important,Somewhat important,Somewhat important,Extremely important,For your candidate,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Hispanic/Latino,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Connecticut Valley,Suburb,Rural,Rural,Downscale
7396.0,Connecticut,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2740039825439502,Ned Lamont (Dem),M. Jodi Rell (Rep),Female,White,40-44,Democratic,Moderate,$75k-$100k,None, Never,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Yes,No Answer,Too often,Extremely important,Not at all important,Somewhat important,Somewhat important,Against his opponents,Not too worried,Not too/Not at all worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never, All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,5.0,Competitive,East/West Rural,Low Density Rural,Rural,Rural,Upscale
7399.0,Connecticut,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.846103072166443,Ned Lamont (Dem),M. Jodi Rell (Rep),Male,White,30-39,Democratic,Moderate,$100k-$150k,Catholic,A few times a month,College graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Yes,Yes,Too often,Somewhat important,Not at all important,Somewhat important,Not at all important,Against his opponents,Somewhat worried,Very/Somewhat worried,Demcorats,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Connecticut Valley,Suburb,70s Suburbs,Urban Perimeter,Very upscale
