ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,GOVIL06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,UNION4,CHILD,LATINO,BUSH4,COUNTACC,IRAQWAR,IMPCORR,FAVHAST,OBAMAPRS,STECIL,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
12807.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02624309062958,Judy Baar Topinka (Rep),Male,White,50-59,Republican,Conservative,$100k-$150k,Protestant,High school graduate,"Yes, I do",No,No,Strongly approve,Somewhat confident,Somewhat approve,Extremely important,Favorable,No,Poor,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
12876.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16832160949707,Rod Blagojevich (Dem),Female,White,65-74,Democratic,Conservative,,Protestant,High school graduate,No one does,No,,Somewhat disapprove,Somewhat confident,Somewhat approve,Extremely important,Favorable,Yes,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
12914.0, Illinois,127.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01204776763916,Judy Baar Topinka (Rep),Female,White,45-49,Republican,Conservative,$150k-$200k,Catholic,,,Yes,No,Strongly approve,,Strongly approve,,,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,,,Approve,Approve,,,,,Women with children,Women with children,White,English,Suburbs,Suburbs,6.0,Competitive,Cook Suburbs,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
12991.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16591596603394,Rod Blagojevich (Dem),Male,White,50-59,Democratic,Liberal,$50k-$75k,None,High school graduate,"Yes, I do",No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,No Answer,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13046.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957354962825775,Rod Blagojevich (Dem),Female,White,60-64,Independent,Conservative,$30k-$50k,Catholic,High school graduate,"Yes, someone else does",No,No,Somewhat approve,Somewhat confident,Somewhat approve,Extremely important,Unfavorable,No,Not so good,Not so good/Poor,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13057.0, Illinois,127.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.909831404685974,Rod Blagojevich (Dem),Male,White,50-59,,Liberal,$200k or more,Something else,,,No,No,Strongly disapprove,,Strongly disapprove,,,,,,White male,White male,45-59,50-64,18-64,30-59,,$50k or more,$100k or more,Something else,White Something else,,,Disapprove,Disapprove,,,,,All others,Men without children,White,English,Suburbs,Suburbs,6.0,Competitive,Cook Suburbs,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
13118.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,White,40-44,Democratic,Moderate,,None,High school graduate,,No,No,Strongly disapprove,Not at all confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,White male,White male,30-44,40-49,18-64,30-59,Democratic,,,None,White None,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Not very/Not at all confident,,,,All others,Men without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13124.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.950236201286316,Judy Baar Topinka (Rep),Female,White,50-59,Republican,Moderate,$15k-$30k,Other Christian,High school graduate,No one does,No,No,Somewhat approve,Very confident,Somewhat approve,Extremely important,Favorable,Yes,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13167.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,White,50-59,Independent,Moderate,$50k-$75k,Catholic,College graduate,No one does,No,No,Somewhat disapprove,Very confident,Somewhat disapprove,Somewhat important,Unfavorable,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13174.0, Illinois,85.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,Asian,40-44,,,,,,,,No,Strongly disapprove,Somewhat confident,,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,40-49,18-64,30-59,,,,,,,,Disapprove,,Very/Somewhat confident,,,,,,Asian,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
13193.0, Illinois,127.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01204776763916,Judy Baar Topinka (Rep),Female,White,50-59,Independent,Moderate,,Catholic,,,No,No,Somewhat approve,,Somewhat disapprove,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Catholic,White Catholic,,,Approve,Disapprove,,,,,All others, Women without children,White,English,Suburbs,Suburbs,6.0,Competitive,Cook Suburbs,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
13232.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.02624309062958,Judy Baar Topinka (Rep),Male,White,50-59,,,,,,,,No,Strongly approve,Very confident,,Extremely important,Unfavorable,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,Approve,,Very/Somewhat confident,,,,,,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13241.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.884624898433685,Rod Blagojevich (Dem),Female,White,40-44,Democratic,Liberal,$100k-$150k,Jewish,High school graduate,"Yes, someone else does",No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13291.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11061632633209,Judy Baar Topinka (Rep),Male,White,65-74,Something else,Moderate,$30k-$50k,Protestant,Did not complete high school,"Yes, I do and someone else does",No,No,Somewhat approve,Very confident,Somewhat approve,Extremely important,Favorable,No,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13307.0, Illinois,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,White,50-59,Democratic,Moderate,$75k-$100k,Catholic,College graduate,"Yes, someone else does",No,No,Strongly disapprove,Very confident,Strongly disapprove,Somewhat important,Favorable,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
13327.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.884624898433685,Rod Blagojevich (Dem),Female,White,30-39,Democratic,Liberal,$50k-$75k,Catholic,Some college or associate degree,,Yes,No,Somewhat disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,,,,Women with children,Women with children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13335.0, Illinois,127.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09299874305725,Judy Baar Topinka (Rep),Male,White,50-59,Independent,Moderate,$200k or more,None,,,No,No,Somewhat approve,,Somewhat approve,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,,,Approve,Approve,,,,,All others,Men without children,White,English,Suburbs,Suburbs,6.0,Competitive,Cook Suburbs,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
13350.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.950236201286316,Judy Baar Topinka (Rep),Female,White,40-44,,,,,,,,No,Somewhat approve,Somewhat confident,,Extremely important,Favorable,No,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,,,,,,,,Approve,,Very/Somewhat confident,,,,,,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13378.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.884624898433685,Rod Blagojevich (Dem),Female,White,50-59,Independent,Moderate,$75k-$100k,Protestant,College graduate,"Yes, someone else does",No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13394.0, Illinois,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,Asian,40-44,Democratic,Moderate,$75k-$100k,Catholic,Postgraduate study,No one does,Yes,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,Asian,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
13401.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02836060523987,Judy Baar Topinka (Rep),Female,White,60-64,Republican,Moderate,$30k-$50k,Protestant,Some college or associate degree,No one does,No,No,Somewhat approve,Somewhat confident,Somewhat approve,Extremely important,No Answer,Yes,Not so good,Not so good/Poor,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13425.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03393125534058,Rod Blagojevich (Dem),Male,White,65-74,Republican,Conservative,Under $15k,Catholic,Did not complete high school,"Yes, I do",No,No,Strongly approve,Very confident,Somewhat approve,Extremely important,Favorable,No Answer,Excellent,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13441.0, Illinois,138.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.833724737167358,Rich Whitney (Green),Male,White,50-59,Independent,Liberal,$50k-$75k,Catholic,College graduate,No one does,No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Favorable,Yes,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,10.0,Competitive,Cook Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
13468.0, Illinois,127.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09299874305725,Judy Baar Topinka (Rep),Male,White,50-59,Independent,Moderate,$75k-$100k,Protestant,,,No,No,Somewhat approve,,Somewhat approve,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Approve,,,,,All others,Men without children,White,English,Suburbs,Suburbs,6.0,Competitive,Cook Suburbs,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
13470.0, Illinois,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.864006340503693,Rod Blagojevich (Dem),Female,Black,30-39,Democratic,Liberal,$100k-$150k,Other Christian,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,Black,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
13486.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,White,50-59,Republican,Moderate,$150k-$200k,Catholic,College graduate,No one does,Yes,No,Strongly approve,Very confident,Somewhat approve,Extremely important,Favorable,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13492.0, Illinois,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12007987499237,Rich Whitney (Green),Male,White,50-59,Independent,Conservative,$30k-$50k,Something else,Did not complete high school,"Yes, I do and someone else does",No,No,Strongly approve,Not very confident,Strongly approve,Extremely important,Unfavorable,No,Poor,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Did not graduate from college,High school graduate or less,Approve,Approve,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Rural,Small Cities/Rural,17.0,Competitive,North,Extremely Low Density Rural,Rural,Rural,Very downscale
13523.0, Illinois,15.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.884624898433685,Rod Blagojevich (Dem),Female,White,50-59,,,,,,,,No,Strongly disapprove,Very confident,,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,Disapprove,,Very/Somewhat confident,,,,,,White,English,Suburbs,Suburbs,14.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
13539.0, Illinois,106.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.831045746803284,Did not vote,Male,Black,40-44,Democratic,Conservative,$75k-$100k,None,Did not complete high school,"Yes, I do",Yes,No,Somewhat disapprove,Not very confident,Somewhat disapprove,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,Men with children,Black,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Downscale
13540.0, Illinois,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.955383658409119,Rod Blagojevich (Dem),Male,White,30-39,Democratic,Liberal,$200k or more,Catholic,Postgraduate study,No one does,Yes,No,Strongly disapprove,Very confident,Somewhat approve,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Disapprove,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
