ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENPA06,GOVPA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMPVALUES,ABORTION,ABORT2,STECPA,STEC2,FORCANDPA,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
11112.0,Pennsylvania,129.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19371378421783,Bob Casey (Dem),Ed Rendell (Dem),Female,White,45-49,Independent,Moderate,$75k-$100k,Other Christian,Once a week,No,College graduate,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Somewhat important,Not at all important,Legal in all cases,Legal in all/most cases,Good,Excellent/Good,No Answer,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,7.0,Competitive,Philadelphia Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
11119.0,Pennsylvania,118.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35025179386139,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,40-44,Republican,Moderate,$150k-$200k,Catholic,More than once a week,No,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in most cases,Illegal in most/all cases,Not so godd,Not so good/Poor,For your candidate,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,11.0,Strong Democratic,Northeast,Suburb,Rural,Rural,Upscale
11134.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30671679973602,Bob Casey (Dem),Lynn Swann (Rep),Female,White,30-39,Independent,Liberal,$100k-$150k,Protestant,A few time a year,Yes,College graduate,No one does,No,No,Somewhat approve,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Not at all important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Not so godd,Not so good/Poor,For your candidate,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,16.0,Strong Republican,Central and Northern Tier,Suburb,70s Suburbs,Urban Perimeter,Very upscale
11141.0,Pennsylvania,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00071310997009,Bob Casey (Dem),Ed Rendell (Dem),Female,White,75 or over,Democratic,Moderate,$50k-$75k,,A few times a month,Yes,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly approve,John Kerry (Dem),Extremely important,Somewhat important,Extremely important,Somewhat important,Somewhat important,Legal in all cases,Legal in all/most cases,Not so godd,Not so good/Poor,For your candidate,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,,,,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,11.0,Strong Democratic,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
11186.0,Pennsylvania,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06338334083557,Did not vote,Lynn Swann (Rep),Female,White,60-64,Democratic,Moderate,$15k-$30k,Protestant,A few time a year,Yes,High school graduate,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Not at all important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Not so godd,Not so good/Poor,For your candidate,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,11.0,Strong Democratic,Central and Northern Tier,Town,Rural,Rural,Downscale
11232.0,Pennsylvania,113.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.13696551322937,Rick Santorum (Rep),Lynn Swann (Rep),,White,75 or over,Republican,Conservative,$15k-$30k,,,,High school graduate,No one does,,No,,,Somewhat disapprove,George W. Bush (Rep),,,,,,,,,,,,,,,,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,No,No,No (no union member in household),,All others,,,,,White,Rural,Small Cities/Rural,5.0,Strong Republican,Central and Northern Tier,Extremely Low Density Rural,Rural,Rural,Downscale
11234.0,Pennsylvania,118.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.66700649261475,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,25-29,Republican,Conservative,$50k-$75k,Other Christian,More than once a week,Yes,College graduate,No one does,Yes,Yes,Strongly approve,No answer,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Illegal in all cases,Illegal in most/all cases,Good,Excellent/Good,For your candidate,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,College graduate,At least some college,Approve,No answer,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,11.0,Strong Democratic,Northeast,Suburb,Rural,Rural,Upscale
11239.0,Pennsylvania,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39804267883301,Rick Santorum (Rep),Lynn Swann (Rep),Male,White,75 or over,Republican,Conservative,Under $15k,Protestant,More than once a week,,Did not complete high school,No one does,,,Strongly approve,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Illegal in most cases,Illegal in most/all cases,Excellent,Excellent/Good,No Answer,To express support for George W Bush,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,All others,,,,,White,Suburbs,Suburbs,11.0,Strong Democratic,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
11246.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18081903457642,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,65-74,Republican,Conservative,$75k-$100k,Protestant,More than once a week,Yes,College graduate,No one does,Yes,No,Somewhat approve,Send more troops,Strongly approve,George W. Bush (Rep),Not at all important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Illegal in most cases,Illegal in most/all cases,No Answer,No Answer,For your candidate,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,16.0,Strong Republican,Central and Northern Tier,Suburb,70s Suburbs,Urban Perimeter,Very upscale
11248.0,Pennsylvania,129.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26084303855896,Bob Casey (Dem),Ed Rendell (Dem),Male,White,30-39,Democratic,Liberal,$200k or more,None,Never,No,College graduate,No one does,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Legal in all cases,Legal in all/most cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,7.0,Competitive,Philadelphia Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
11270.0,Pennsylvania,173.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.832615792751312,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,45-49,Republican,Conservative,$100k-$150k,Catholic,A few time a year,No,High school graduate,No one does,Yes,Yes,Strongly approve,Send more troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Not so godd,Not so good/Poor,For your candidate,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,19.0,Strong Republican,Central and Northern Tier,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
11316.0,Pennsylvania,121.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.581765174865723,Rick Santorum (Rep),Ed Rendell (Dem),Male,White,45-49,Republican,Moderate,$50k-$75k,None,Never,No,,,Yes,No,Strongly approve,Maintain the same number of troops,Strongly approve,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,,,Approve,Same number or more troops,Approve,,,,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,6.0,Competitive,Philadelphia Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
11325.0,Pennsylvania,108.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29929888248444,Rick Santorum (Rep),Lynn Swann (Rep),Female,White,30-39,Republican,Conservative,,Other Christian,Never,Yes,High school graduate,No one does,Yes,Yes,Somewhat approve,Send more troops,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Extremely important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Good,Excellent/Good,Against his opponent,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Never,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,11.0,Strong Democratic,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
11334.0,Pennsylvania,118.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.45286786556244,Rick Santorum (Rep),Lynn Swann (Rep),Male,White,65-74,Independent,Conservative,$75k-$100k,Protestant,More than once a week,Yes,Postgraduate study,"Yes, I do",Yes,No,Somewhat approve,Send more troops,Somewhat disapprove,George W. Bush (Rep),Not at all important,Extremely important,Somewhat important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Good,Excellent/Good,For your candidate,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,11.0,Strong Democratic,Northeast,Suburb,Rural,Rural,Upscale
11335.0,Pennsylvania,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09579122066498,Rick Santorum (Rep),Lynn Swann (Rep),,White,30-39,Independent,Conservative,$30k-$50k,Catholic,More than once a week,No,College graduate,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat disapprove,Someone else,Not at all important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Illegal in all cases,Illegal in most/all cases,Good,Excellent/Good,For your candidate,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,,,,White,"Cities 10,000-50,000",Small Cities/Rural,11.0,Strong Democratic,Central and Northern Tier,Town,Rural,Rural,Downscale
11362.0,Pennsylvania,96.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09065413475037,Bob Casey (Dem),Ed Rendell (Dem),Male,White,60-64,Democratic,Liberal,,None,Never,No,Postgraduate study,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Not at all important,Not at all important,Legal in most cases,Legal in all/most cases,Good,Excellent/Good,Against his opponent,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,,,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,16.0,Strong Republican,Central and Northern Tier,Suburb,70s Suburbs,Urban Perimeter,Very upscale
11381.0,Pennsylvania,121.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.531992137432098,Rick Santorum (Rep),Lynn Swann (Rep),Male,White,40-44,,,,,,,,,,Yes,Somewhat approve,,,,,,,,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,,,,,,,,,,,,Approve,,,,,,,All others,,,Men with children,,White,Suburbs,Suburbs,6.0,Competitive,Philadelphia Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
