ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUND06,SENND06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BUSH4,IRAQWAR,GUNOWNER,HOEVNJOB,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
18128.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.977643609046936,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Democratic,Moderate,Under $15k,Catholic,A few time a year,Strongly disapprove,Strongly disapprove,No,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
18163.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866704702377319,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,45-49,Independent,Moderate,$100k-$150k,Protestant,Once a week,Somewhat approve,Somewhat approve,No,Approve,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18169.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869773864746094,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,30-39,Independent,Conservative,$15k-$30k,Other Christian,Once a week,Somewhat approve,Somewhat disapprove,No,Disapprove,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Approve,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18171.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.979099094867706,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,18-24,Republican,Moderate,$15k-$30k,Other Christian,A few time a year,Strongly approve,Strongly approve,Yes,Approve,To express support for George W Bush,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
18174.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.977643609046936,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,30-39,Democratic,Liberal,Under $15k,Catholic,More than once a week,Strongly approve,Strongly approve,No,Approve,To express support for George W Bush,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
18199.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38968884944916,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,50-59,Republican,Conservative,$150k-$200k,Protestant,A few times a month,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18210.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03558552265167,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,18-24,Republican,Conservative,$15k-$30k,Other Christian,A few time a year,Strongly approve,Somewhat approve,Yes,Approve,To express support for George W Bush,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18230.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.810825765132904,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,Other,65-74,Republican,Moderate,$15k-$30k,Other Christian,A few time a year,Strongly approve,Somewhat approve,Yes,Approve,To express support for George W Bush,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Approve,Approve,American Indian,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
18235.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26351845264435,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,25-29,Republican,Moderate,$30k-$50k,Other Christian,A few times a month,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
18236.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.974193811416626,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Democratic,Liberal,$30k-$50k,Protestant,Never,Strongly disapprove,Strongly disapprove,Yes,Disapprove,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18255.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26351845264435,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,25-29,Independent,Liberal,$30k-$50k,Catholic,A few times a month,Somewhat disapprove,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18271.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866704702377319,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,45-49,Democratic,Liberal,$75k-$100k,Other Christian,A few time a year,Somewhat disapprove,Somewhat approve,No,Approve,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Disapprove,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18281.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.924317598342896,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Independent,Moderate,$30k-$50k,Protestant,Once a week,Somewhat disapprove,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
18301.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12410628795624,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,18-24,Democratic,Liberal,$15k-$30k,Catholic,A few time a year,Strongly disapprove,Strongly disapprove,No,Approve,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
18308.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38968884944916,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,50-59,Independent,Moderate,$100k-$150k,Protestant,Once a week,Somewhat approve,Somewhat approve,No,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18310.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.81719034910202,Did not vote,Did not vote,Female,White,25-29,,Moderate,Under $15k,Protestant,Once a week,Somewhat approve,Somewhat approve,No,Approve,No answer,White female,White female,18-29,25-29,18-64,18-29,,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18324.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.822331666946411,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,Other,50-59,Independent,Moderate,$50k-$75k,Catholic,More than once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Approve,Approve,American Indian,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
18342.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866704702377319,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,45-49,Republican,Moderate,$50k-$75k,Other Christian,A few time a year,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18343.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.869773864746094,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,50-59,Independent,Conservative,$30k-$50k,Other Christian,Once a week,Strongly disapprove,Strongly disapprove,Yes,Approve,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
18345.0,North Dakota,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.891908288002014,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,65-74,Something else,Conservative,$15k-$30k,Protestant,Once a week,Somewhat approve,Somewhat approve,Yes,Approve,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58318.0
18353.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.930911183357239,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,75 or over,Democratic,Moderate,$15k-$30k,Catholic,Once a week,Strongly disapprove,Strongly disapprove,No,Disapprove,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18379.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.776773393154144,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,,60-64,Democratic,Moderate,Under $15k,Catholic,Once a week,Somewhat disapprove,Strongly disapprove,No,Approve,George W Bush was not a factor,,,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
18381.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23635542392731,Matt Mechtel (Rep),Dwight Grotberg (Rep),Female,White,45-49,Republican,Conservative,$75k-$100k,Catholic,Once a week,Strongly approve,Strongly approve,Yes,Disapprove,To express support for George W Bush,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18395.0,North Dakota,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.9681476354599,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,65-74,Democratic,Moderate,Under $15k,Protestant,A few times a month,Somewhat disapprove,Somewhat disapprove,No,Approve,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58318.0
18399.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.977643609046936,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Independent,Conservative,$75k-$100k,Catholic,Once a week,Somewhat disapprove,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18412.0,North Dakota,70.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12410628795624,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,18-24,Democratic,Moderate,$50k-$75k,Protestant,A few time a year,Somewhat disapprove,Somewhat disapprove,Yes,Approve,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Low Density Rural,Rural,Rural,Upscale,58703.0
18415.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.974193811416626,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,40-44,Democratic,Moderate,$100k-$150k,Catholic,A few time a year,Strongly disapprove,Strongly disapprove,No,Disapprove,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18420.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0627913475036599,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,Other,25-29,Democratic,Moderate,$30k-$50k,Catholic,Once a week,Strongly disapprove,Strongly disapprove,Yes,Approve,To express opposition to George W Bush,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Disapprove,Disapprove,American Indian,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
18428.0,North Dakota,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08821773529053,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,75 or over,Democratic,Moderate,$75k-$100k,Protestant,Once a week,Strongly disapprove,Strongly disapprove,Yes,Disapprove,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58318.0
18441.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03558552265167,Matt Mechtel (Rep),Dwight Grotberg (Rep),Male,White,25-29,Republican,Moderate,$50k-$75k,Other Christian,More than once a week,Somewhat approve,Somewhat approve,No,No Answer,To express support for George W Bush,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
18448.0,North Dakota,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866704702377319,Earl Pomeroy (Dem),Kent Conrad (Dem),Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,Once a week,Strongly disapprove,Somewhat disapprove,Yes,Approve,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,East,Suburb,70s Suburbs,Urban Perimeter,Upscale,58078.0
18460.0,North Dakota,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01674938201904,Earl Pomeroy (Dem),Kent Conrad (Dem),Male,White,50-59,Republican,Conservative,$150k-$200k,Protestant,A few time a year,Strongly approve,Strongly approve,Yes,Approve,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,North,Extremely Low Density Rural,Rural,Rural,Downscale,58318.0
