ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENHI06,GOVHI06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,UNION4,LATINO,BUSH4,IRAQWAR,AKAKABIL,STECHI,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEHI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
33108.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.50044023990631,Daniel Akaka (Dem),Randy Iwase (Dem),,White,60-64,Democratic,Moderate,$75k-$100k,No one does,No,Strongly disapprove,Somewhat disapprove,Favor,Good,Excellent/Good,To express opposition to George W Bush,,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33127.0,Hawaii,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.48138439655304,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Asian,45-49,Republican,Moderate,$200k or more,No one does,No,Strongly approve,Strongly approve,Oppose,Good,Excellent/Good,To express support for George W Bush,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
33137.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39906299114227,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Hispanic/Latino,40-44,Independent,Liberal,$75k-$100k,"Yes, I do",Yes,Strongly disapprove,Strongly disapprove,Oppose,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33143.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.873351752758026,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Asian,50-59,Democratic,Conservative,$30k-$50k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Poor,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33156.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.91845828294754,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Other,45-49,Republican,Conservative,$100k-$150k,No one does,No,Somewhat approve,Strongly approve,Oppose,Excellent,Excellent/Good,To express support for George W Bush,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33173.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.86393260955811,Daniel Akaka (Dem),Linda Lingle (Rep),Female,Other,65-74,Something else,Conservative,$75k-$100k,No one does,No,Somewhat disapprove,Strongly disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Native Hawaiian,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33177.0,Hawaii,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.89646577835083,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Asian,50-59,Democratic,Liberal,$100k-$150k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Not so good,Not so good/Poor,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
33190.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.699256479740143,Cynthia Thielen (Rep),Randy Iwase (Dem),Female,Other,30-39,Democratic,Moderate,$50k-$75k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Not so good,Not so good/Poor,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Other,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33197.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14879786968231,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,65-74,Republican,Conservative,$100k-$150k,No one does,No,Strongly approve,Strongly approve,Oppose,Good,Excellent/Good,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33213.0,Hawaii,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.73056066036224,Daniel Akaka (Dem),Linda Lingle (Rep),Female,Asian,30-39,Democratic,Liberal,$150k-$200k,No one does,No,Somewhat disapprove,Somewhat disapprove,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
33231.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.911041021347046,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Asian,50-59,Democratic,Moderate,$75k-$100k,"Yes, I do",No,Somewhat disapprove,Somewhat disapprove,Favor,Excellent,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33232.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.52954542636871,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,60-64,,Moderate,,No one does,No,No answer,No answer,Oppose,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,,,,No answer,No answer,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33238.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00650894641876,Cynthia Thielen (Rep),Randy Iwase (Dem),Male,Hispanic/Latino,50-59,Republican,Liberal,$15k-$30k,"Yes, I do",Yes,Strongly approve,Strongly approve,Favor,Good,Excellent/Good,To express support for George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,Yes,Yes,I am (voter is member),Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33243.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29891395568848,,Randy Iwase (Dem),Female,,75 or over,Democratic,Moderate,$15k-$30k,No one does,,Somewhat approve,Somewhat approve,Oppose,Good,Excellent/Good,To express support for George W Bush,,,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Approve,Approve,No,No,No (no union member in household),,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33266.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.62361860275269,Daniel Akaka (Dem),Linda Lingle (Rep),Female,Asian,65-74,Republican,Conservative,Under $15k,No one does,No,Somewhat approve,Strongly disapprove,Favor,Not so good,Not so good/Poor,To express support for George W Bush,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Disapprove,No,No,No (no union member in household),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33273.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.48135423660278,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,60-64,Republican,Moderate,$30k-$50k,No one does,No,Strongly disapprove,Somewhat disapprove,Oppose,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Other,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Very downscale,96749.0
33283.0,Hawaii,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.933181583881378,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Other,50-59,Independent,Moderate,$150k-$200k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,No,No,No (no union member in household),Native Hawaiian,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
33288.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31744623184204,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Other,25-29,Independent,Moderate,$30k-$50k,No one does,No,Strongly disapprove,Somewhat disapprove,Favor,Excellent,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Other,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33292.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1012727022171,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Asian,60-64,Democratic,Moderate,$100k-$150k,"Yes, I do",No,Somewhat approve,Somewhat approve,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Approve,Approve,Yes,Yes,I am (voter is member),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33295.0,Hawaii,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.85289978981018,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,65-74,Independent,Moderate,$150k-$200k,No one does,No,Somewhat disapprove,Somewhat disapprove,Oppose,Excellent,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
33304.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.71147489547729,Daniel Akaka (Dem),Linda Lingle (Rep),,Asian,75 or over,Republican,Conservative,$30k-$50k,No one does,,Somewhat approve,Strongly approve,Favor,Good,Excellent/Good,George W Bush was not a factor,,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33322.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.579251408576965,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Hispanic/Latino,50-59,Democratic,Moderate,$50k-$75k,"Yes, someone else does",Yes,Somewhat approve,Strongly approve,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Other,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33325.0,Hawaii,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.69877952337265,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,White,50-59,Republican,Moderate,$100k-$150k,"Yes, someone else does",No,Somewhat disapprove,Somewhat disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
33333.0,Hawaii,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2354451417923,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,White,45-49,Republican,Liberal,$30k-$50k,No one does,No,Strongly disapprove,Strongly disapprove,Oppose,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Low Density Rural,Rural,Rural,Very downscale,96749.0
33345.0,Hawaii,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35409319400787,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Asian,50-59,Democratic,Moderate,$15k-$30k,"Yes, I do",No,Strongly approve,Strongly approve,Favor,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Approve,Approve,Yes,Yes,I am (voter is member),Asian,Rural,Small Cities/Rural,2.0,Strong Democratic,Neighboring Islands,Town,Rural,Rural,Downscale,96705.0
33348.0,Hawaii,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11925041675568,Daniel Akaka (Dem),Linda Lingle (Rep),Male,Asian,50-59,Something else,Moderate,$15k-$30k,No one does,No,Strongly approve,Somewhat approve,Favor,Good,Excellent/Good,To express support for George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33350.0,Hawaii,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.04262375831604,Daniel Akaka (Dem),Randy Iwase (Dem),Female,Other,75 or over,Democratic,Moderate,$50k-$75k,No one does,No,Strongly disapprove,Strongly disapprove,Favor,Excellent,Excellent/Good,To express opposition to George W Bush,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Native Hawaiian,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33355.0,Hawaii,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.91769540309906,Daniel Akaka (Dem),Randy Iwase (Dem),Male,Black,75 or over,Democratic,Moderate,Under $15k,No one does,No,Somewhat approve,Somewhat disapprove,Favor,Good,Excellent/Good,To express support for George W Bush,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Approve,Disapprove,No,No,No (no union member in household),Black,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,96813.0
33363.0,Hawaii,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.69877952337265,Cynthia Thielen (Rep),Linda Lingle (Rep),Female,Other,50-59,Republican,Moderate,$30k-$50k,No one does,No,Somewhat disapprove,Strongly disapprove,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Disapprove,Disapprove,No,No,No (no union member in household),Native Hawaiian,Suburbs,Suburbs,2.0,Strong Democratic,Honolulu Couty,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
33365.0,Hawaii,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.68556439876556,Cynthia Thielen (Rep),Did not vote,Male,Asian,60-64,Republican,Moderate,$200k or more,No one does,No,Somewhat approve,Strongly approve,Oppose,Good,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
33372.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.755788087844849,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Asian,60-64,Republican,Conservative,$150k-$200k,No one does,No,Somewhat approve,Strongly approve,Oppose,Excellent,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
33375.0,Hawaii,23.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.755788087844849,Cynthia Thielen (Rep),Linda Lingle (Rep),Male,Asian,60-64,Republican,Conservative,$150k-$200k,No one does,No,Somewhat approve,Strongly approve,Oppose,Excellent,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,No,No,No (no union member in household),Asian,Suburbs,Suburbs,1.0,Strong Democratic,Honolulu Couty,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
