ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENFL06,GOVFL06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,CUBAN3,BUSH4,COUNTACC,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPINSURG,DESCRIBS,JEBJOB4,JEBJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,COUNT2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
1116.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.345920920372009,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,65-74,Republican,Conservative,,None,,No,Strongly approve,Very confident,Strongly approve,Extremely important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,None,White None,,,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,7.0,Strong Republican,North,Low Density Rural,Rural,Rural,Upscale
1117.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.558486342430115,,Charlie Crist (Rep),Female,White,75 or over,Republican,Moderate,,Protestant,High school graduate,No,Somewhat approve,Very confident,Somewhat approve,Somewhat important,Extremely important,Extremely important,Very important,I strongly favor my candidate,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,6.0,Strong Republican,Central,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
1118.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.278887420892715,Bill Nelson (Dem),Other,Male,White,60-64,Republican,,,Catholic,Some college or associate degree,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,I dislike the other candidate,Somewhat approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,9.0,Competitive,Tampa Bay Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1119.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.456526696681976,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,65-74,Independent,Moderate,Under $15k,None,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Extremely important,Somewhat important,Somewhat important,Extremely important,I dislike the other candidate,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,None,White None,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,North,Suburb,Rural,Rural,Upscale
1120.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.455853343009949,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,50-59,Republican,Conservative,,Something else,College graduate,No,Strongly approve,Not very confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Something else,White Something else,College graduate,At least some college,Approve,Approve,Not very/Not at all confident,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
1121.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.0904027223587,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,75 or over,Republican,Moderate,$30k-$50k,Other Christian,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",15.0,Strong Republican,Central,Suburb,Urban,Urban Core,Upscale
1122.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.320113807916641,Katherine Harris (Rep),Jim Davis (Dem),Female,White,65-74,Republican,Conservative,,Protestant,High school graduate,No,Strongly approve,Very confident,Strongly approve,No answer,Extremely important,Extremely important,Somewhat important,I like my candidate but with reservations,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,North,Suburb,Urban,Urban Core,Very upscale
1123.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.22260892391205,Bill Nelson (Dem),Jim Davis (Dem),Male,White,65-74,Democratic,Liberal,$50k-$75k,Catholic,College graduate,No,Somewhat disapprove,Very confident,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1124.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.156571179628372,Bill Nelson (Dem),Jim Davis (Dem),Female,Hispanic/Latino,65-74,Democratic,Liberal,,Something else,Some college or associate degree,"Yes, other Hispanic",Strongly disapprove,Very confident,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Something else,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,North,Town,Rural,Rural,Upscale
1125.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.13246989250183,Bill Nelson (Dem),Jim Davis (Dem),Female,White,45-49,Independent,Conservative,Under $15k,Catholic,Did not complete high school,No,Strongly disapprove,Not very confident,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Strongly disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Not very/Not at all confident,White,English,Rural,Small Cities/Rural,16.0,Competitive,South,Low Density Rural,Rural,Rural,Very downscale
1126.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.766674041748047,Bill Nelson (Dem),Charlie Crist (Rep),Male,White,60-64,Republican,Conservative,$100k-$150k,Other Christian,College graduate,No,Strongly approve,Very confident,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I dislike the other candidate,Strongly Approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",10.0,Strong Republican,Tampa Bay Area,High Density Urban,Urban,Urban Core,Upscale
1127.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.966960906982422,,Charlie Crist (Rep),Female,White,40-44,Republican,Conservative,,Other Christian,College graduate,No,Strongly approve,Very confident,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,No Answer,Strongly Approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,10.0,Strong Republican,Tampa Bay Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
1128.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.04898917675018,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,Protestant,Postgraduate study,No,Strongly approve,Somewhat confident,Somewhat approve,Somewhat important,No answer,Somewhat important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,North,Town,Rural,Rural,Downscale
1129.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.08701574802399,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,60-64,Democratic,Conservative,,Protestant,College graduate,No,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Somewhat important,Not at all important,I strongly favor my candidate,Strongly Approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Rural,Small Cities/Rural,1.0,Strong Republican,North,Extremely Low Density Rural,Rural,Rural,Very downscale
1130.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.46319967508316,Bill Nelson (Dem),Jim Davis (Dem),Female,White,65-74,Democratic,Liberal,$30k-$50k,None,High school graduate,No,Strongly disapprove,No answer,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,I strongly favor my candidate,No Answer,No Answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,None,White None,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No answer,White,English,Rural,Small Cities/Rural,16.0,Competitive,South,Low Density Rural,Rural,Rural,Very downscale
1131.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.34124445915222,Bill Nelson (Dem),Jim Davis (Dem),Male,Black,45-49,Independent,Liberal,,Catholic,High school graduate,No,Somewhat approve,Not very confident,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,,,Catholic,Non-White,Did not graduate from college,High school graduate or less,Approve,Approve,Not very/Not at all confident,Black,English,"Cities 50,000-500,000","Cities over 50,000",10.0,Strong Republican,Tampa Bay Area,High Density Urban,Urban,Urban Core,Very downscale
1132.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.83591604232788,Bill Nelson (Dem),Jim Davis (Dem),Male,Hispanic/Latino,18-24,Democratic,Liberal,,None,High school graduate,"Yes, other Hispanic",Strongly disapprove,Very confident,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Very important,I dislike the other candidate,Strongly disapprove,Disapprove,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,,,None,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Hispanic/Latino,English,Suburbs,Suburbs,20.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
1133.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.45293664932251,Bill Nelson (Dem),Jim Davis (Dem),Male,White,18-24,Democratic,Liberal,,Other Christian,Did not complete high school,No,Somewhat disapprove,Not very confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I like my candidate but with reservations,Strongly disapprove,Disapprove,White male,White male,18-29,18-24,18-64,18-29,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,20.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
1134.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.638230443000793,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,40-44,Independent,Conservative,$75k-$100k,Catholic,Some college or associate degree,No,Somewhat approve,Very confident,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,1.0,Strong Republican,North,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale
1135.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.691841840744019,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,65-74,Republican,Conservative,,Protestant,Some college or associate degree,No,Strongly approve,Somewhat confident,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,8.0,Strong Republican,North,Low Density Rural,Rural,Rural,Very downscale
1136.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.63400000333786,Bill Nelson (Dem),Jim Davis (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Catholic,Some college or associate degree,No,Strongly disapprove,Not very confident,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Strongly disapprove,Disapprove,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
1137.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.687099695205688,Bill Nelson (Dem),Jim Davis (Dem),Male,White,50-59,Independent,Moderate,,Something else,Did not complete high school,No,Strongly disapprove,Not very confident,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,I strongly favor my candidate,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,Something else,White Something else,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,9.0,Competitive,Tampa Bay Area,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale
1138.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.14771032333374,,Jim Davis (Dem),Female,White,65-74,Independent,Moderate,$50k-$75k,Protestant,Some college or associate degree,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,6.0,Strong Republican,Central,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
1139.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.379132509231567,Bill Nelson (Dem),Jim Davis (Dem),Female,White,75 or over,Democratic,Liberal,Under $15k,Catholic,High school graduate,No,Somewhat disapprove,Not very confident,Strongly disapprove,Extremely important,Extremely important,Extremely important,Very important,I dislike the other candidate,Strongly disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Not very/Not at all confident,White,English,"Cities 50,000-500,000","Cities over 50,000",15.0,Strong Republican,Central,Suburb,Urban,Urban Core,Upscale
1140.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.83639931678772,Katherine Harris (Rep),Did not vote,Male,White,50-59,Republican,Conservative,$50k-$75k,Protestant,Some college or associate degree,No,Somewhat disapprove,Not very confident,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Approve,Not very/Not at all confident,White,English,Suburbs,Suburbs,6.0,Strong Republican,North,Town,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
1141.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.848960101604462,Katherine Harris (Rep),Jim Davis (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,High school graduate,No,Somewhat disapprove,Somewhat confident,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,I dislike the other candidate,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,12.0,Unopposed Republican,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
1142.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.419985413551331,Bill Nelson (Dem),Jim Davis (Dem),Female,White,75 or over,Independent,Moderate,,None,College graduate,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,None,White None,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,Competitive,South,Suburb,Rural,Rural,Upscale
1143.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.611304461956024,Bill Nelson (Dem),Jim Davis (Dem),Male,White,65-74,Democratic,Liberal,$50k-$75k,None,Some college or associate degree,No,Strongly disapprove,Not very confident,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,I dislike the other candidate,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Did not graduate from college,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,13.0,Competitive,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale
1144.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.13247001171112,Katherine Harris (Rep),,Male,White,60-64,Republican,Conservative,$30k-$50k,Protestant,College graduate,No,Somewhat approve,Somewhat confident,Somewhat approve,Extremely important,Somewhat important,Extremely important,Very important,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,5.0,Strong Republican,Tampa Bay Area,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale
1145.0,Florida,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.702272713184357,Bill Nelson (Dem),Jim Davis (Dem),Female,White,75 or over,Independent,Moderate,,Jewish,Postgraduate study,No,Strongly disapprove,Not at all confident,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Very important,I dislike the other candidate,Strongly Approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Jewish,White Jewish,College graduate,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,22.0,Competitive,Miami/Gold Coast,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
