ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENRI06,GOVRI06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,LATINO,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPHEALTHS,IMPVALUES,CHAFAGR,CHAFLIB,CHAFJOB,CHAFJOB2,SENCNTL,STECRI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
16390.0,Rhode Island,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.985353887081146,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,50-59,Independent,Moderate,,Catholic,Once a week,Some college or associate degree,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Too often,No Answer,Somewhat approve,Approve,No answer,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,High Density Urban,Urban,Urban Core,Downscale
16424.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.941752970218658,Lincoln Chafee (Rep),Charles Fogarty (Dem),Female,White,40-44,Democratic,Liberal,$50k-$75k,Other Christian,A few time a year,College graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Extremely important,Too often,Too conservative,Somewhat approve,Approve,Democrats,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
16432.0,Rhode Island,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.74722421169281,Lincoln Chafee (Rep),Don Carcieri (Rep),Female,White,50-59,Independent,Moderate,$50k-$75k,Mormon/LDS,Once a week,College graduate,"Yes, I do",No,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Not at all important,About the right amount,About right,Somewhat approve,Approve,Does not matter to me,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Strong Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16433.0,Rhode Island,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05051338672638,Sheldon Whitehouse (Dem),Don Carcieri (Rep),Female,White,50-59,Democratic,Moderate,$50k-$75k,Other Christian,A few times a month,College graduate,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,Somewhat important,Too often,No Answer,Somewhat disapprove,Disapprove,Democrats,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,Suburb,Urban,Urban Core,Upscale
16444.0,Rhode Island,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3738614320755,Sheldon Whitehouse (Dem),Don Carcieri (Rep),Female,White,45-49,Something else,Moderate,$50k-$75k,Protestant,A few time a year,Some college or associate degree,"Yes, someone else does",No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,About the right amount,Too conservative,Somewhat disapprove,Disapprove,Democrats,Good,Excellent/Good,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
16467.0,Rhode Island,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.879337728023529,Did not vote,Did not vote,Female,White,25-29,Republican,Conservative,$30k-$50k,Protestant,A few times a month,Some college or associate degree,No one does,No,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,About the right amount,About right,Somewhat approve,Approve,Republicans,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16510.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00397562980652,Sheldon Whitehouse (Dem),Don Carcieri (Rep),Female,White,50-59,Independent,Liberal,$50k-$75k,Protestant,A few time a year,High school graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Somewhat important,Too often,Too liberal,Somewhat disapprove,Disapprove,Does not matter to me,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
16511.0,Rhode Island,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20395493507385,Lincoln Chafee (Rep),Don Carcieri (Rep),Male,White,40-44,Independent,Conservative,$50k-$75k,Catholic,Once a week,Some college or associate degree,No one does,No,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Very important,Somewhat important,About the right amount,About right,Strongly approve,Approve,Republicans,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,Suburb,Urban,Urban Core,Upscale
16514.0,Rhode Island,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.5352224111557,Lincoln Chafee (Rep),Don Carcieri (Rep),Female,White,18-24,Democratic,Moderate,Under $15k,,A few time a year,High school graduate,No one does,No,Somewhat disapprove,Maintain the same number of troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,About the right amount,About right,Strongly approve,Approve,Democrats,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,,,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,High Density Urban,Urban,Urban Core,Downscale
16540.0,Rhode Island,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.19800901412964,Lincoln Chafee (Rep),Don Carcieri (Rep),Male,White,60-64,Independent,Moderate,$50k-$75k,Catholic,A few time a year,College graduate,"Yes, I do",No,Strongly disapprove,Send more troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Extremely important,Not at all important,About the right amount,About right,Somewhat approve,Approve,Democrats,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Strong Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16555.0,Rhode Island,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29143810272217,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,60-64,Democratic,Liberal,,Protestant,A few times a month,Postgraduate study,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Too often,Too conservative,Strongly disapprove,Disapprove,Democrats,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
16578.0,Rhode Island,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27627849578857,Lincoln Chafee (Rep),Don Carcieri (Rep),Female,White,60-64,Independent,Conservative,$30k-$50k,Catholic,A few time a year,Some college or associate degree,No one does,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Not often enough,Too conservative,Somewhat approve,Approve,Republicans,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
16594.0,Rhode Island,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29131126403809,Lincoln Chafee (Rep),Don Carcieri (Rep),Male,White,25-29,Republican,Conservative,$100k-$150k,Protestant,Once a week,Postgraduate study,No one does,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Extremely important,Not often enough,Too liberal,Somewhat approve,Approve,Republicans,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,Suburb,Urban,Urban Core,Upscale
16611.0,Rhode Island,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.61360704898834,Sheldon Whitehouse (Dem),Don Carcieri (Rep),Male,White,30-39,Independent,Liberal,$150k-$200k,None,Never,College graduate,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Extremely important,Too often,About right,Somewhat disapprove,Disapprove,Democrats,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,High Density Urban,Urban,Urban Core,Downscale
16621.0,Rhode Island,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.969234526157379,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Male,White,40-44,Democratic,Conservative,$30k-$50k,Protestant,Never,Some college or associate degree,No one does,No,Somewhat disapprove,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Extremely important,Extremely important,Too often,Too conservative,Somewhat disapprove,Disapprove,Democrats,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
16658.0,Rhode Island,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16686522960663,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,30-39,Democratic,Liberal,$100k-$150k,None,A few time a year,Postgraduate study,No one does,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Very important,Somewhat important,Too often,Too conservative,Somewhat disapprove,Disapprove,Democrats,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
16674.0,Rhode Island,91.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.729161858558655,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,45-49,Democratic,Moderate,$50k-$75k,Catholic,A few time a year,College graduate,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Very important,Not at all important,Too often,Too conservative,Somewhat disapprove,Disapprove,Does not matter to me,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Warwick and Middle Class Suburbs,Suburb,Urban,Urban Core,Upscale
16676.0,Rhode Island,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.951163113117218,Sheldon Whitehouse (Dem),Charles Fogarty (Dem),Female,White,18-24,Independent,Moderate,$30k-$50k,None,Never,Postgraduate study,No one does,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Extremely important,Too often,No Answer,Somewhat disapprove,Disapprove,Democrats,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Unoppsed Democratic,Rural/Rest of State,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
