ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENAZ06,GOVAZ06,PR103AZ,PR107AZ,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,IMMFENCE,MCCAINPR,FORBUSHS,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
11.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.21489775180817,John Kyl (Rep),Did not vote,Yes,Yes,Female,Black,60-64,Independent,Liberal,Under $15k,Did not complete high school,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Somewhat important,Somewhat important,Somewhat,No,To express opposition to George W Bush,Deported to the country they came from,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Black,English,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Pima/Pinal/Santa Cruz,High Density Urban,Urban,Urban Core,Downscale,85711.0
12.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.70146918296814,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Male,Hispanic/Latino,65-74,Democratic,Liberal,$30k-$50k,Did not complete high school,Yes,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat,No,To express opposition to George W Bush,Deported to the country they came from,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Maricopa County,Suburb,Urban,Urban Core,Very downscale,85041.0
13.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.71887290477753,John Kyl (Rep),Len Munsil (Rep),Yes,,Female,White,75 or over,Republican,Moderate,$30k-$50k,Some college or associate degree,No,Somewhat approve,Strongly approve,Extremely important,Somewhat important,Extremely important,Extremely important,Somewhat,No Answer,George W Bush was not a factor,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Rest of State,Low Density Rural,Rural,Rural,Upscale,86406.0
14.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.01860475540161,John Kyl (Rep),Len Munsil (Rep),Did not vote,Yes,Female,White,30-39,Republican,Conservative,$75k-$100k,High school graduate,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,80s Suburbs,Urban Perimeter,Downscale,85338.0
15.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.0890007019043,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Female,Hispanic/Latino,65-74,Democratic,,,Did not complete high school,Yes,Strongly disapprove,No answer,Somewhat important,No answer,Somewhat important,No answer,No answer,No,To express opposition to George W Bush,Deported to the country they came from,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Did not graduate from college,High school graduate or less,Disapprove,No answer,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Maricopa County,Extremely High Density Urban,Urban,Urban Core,Very downscale,85033.0
16.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.25703656673431,Jim Pederson (Dem),Janet Napolitano (Dem),No,No,Female,White,30-39,Independent,Liberal,,College graduate,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,8.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,Rural,Rural,Very downscale,85701.0
17.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.68529599905014,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Did not vote,Female,White,75 or over,Independent,Moderate,$15k-$30k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat,No,To express opposition to George W Bush,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,85351.0
18.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.85738813877106,John Kyl (Rep),Janet Napolitano (Dem),Yes,Yes,Male,White,45-49,Republican,Liberal,$50k-$75k,Some college or associate degree,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Somewhat important,Somewhat important,Not at all,Yes,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,85361.0
19.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.98258435726166,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,White,50-59,Independent,Moderate,,College graduate,No,Strongly disapprove,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Somewhat,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85023.0
20.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.25644361972809,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,30-39,Republican,Conservative,$50k-$75k,College graduate,No,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not much,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85205.0
21.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.59392666816711,John Kyl (Rep),Janet Napolitano (Dem),No,No,Female,White,50-59,Republican,Moderate,Under $15k,High school graduate,No,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all,Yes,George W Bush was not a factor,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,Rural,Small Cities/Rural,8.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,Rural,Rural,Very downscale,85701.0
22.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.26785659790039,John Kyl (Rep),Janet Napolitano (Dem),Did not vote,Did not vote,Female,White,,Independent,Moderate,,Postgraduate study,No,Strongly disapprove,No answer,Extremely important,Extremely important,Extremely important,Somewhat important,Not at all,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,,,,,Independent/Something else,,,College graduate,At least some college,Disapprove,No answer,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,85351.0
23.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.36587047576904,Jim Pederson (Dem),Janet Napolitano (Dem),No,No,Female,White,75 or over,Democratic,Moderate,$15k-$30k,Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not much,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",5.0,Competitive,Maricopa County,High Density Urban,Urban,Urban Core,Downscale,85281.0
24.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.502258598804474,John Kyl (Rep),Janet Napolitano (Dem),Yes,Yes,Male,White,65-74,Republican,Moderate,$15k-$30k,Some college or associate degree,No,Somewhat approve,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Not much,No,To express support for George W Bush,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,High Density Urban,Urban,Urban Core,Upscale,85032.0
25.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.69420099258423,Did not vote,Janet Napolitano (Dem),No,No,Female,Hispanic/Latino,25-29,Independent,Conservative,Under $15k,High school graduate,Yes,Somewhat approve,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Not at all,No Answer,To express support for George W Bush,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Democratic,Pima/Pinal/Santa Cruz,Suburb,Urban,Urban Core,Very downscale,85713.0
26.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.953404247760773,Jim Pederson (Dem),Janet Napolitano (Dem),No,No,Female,White,30-39,Independent,Moderate,$75k-$100k,College graduate,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Rural,Small Cities/Rural,1.0,Competitive,Rest of State,Low Density Rural,Rural,Rural,Downscale,86326.0
27.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.836962163448334,John Kyl (Rep),Janet Napolitano (Dem),Yes,No,Female,White,65-74,Republican,Conservative,$50k-$75k,Some college or associate degree,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,No answer,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85739.0
28.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.769042909145355,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,Yes,Female,White,60-64,Republican,Moderate,$30k-$50k,College graduate,No,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,80s Suburbs,Urban Perimeter,Upscale,85382.0
29.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.50535213947296,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Male,White,50-59,Republican,Conservative,,College graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Somewhat,Yes,To express opposition to George W Bush,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,,,College graduate,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85242.0
30.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.11114525794983,Jim Pederson (Dem),Janet Napolitano (Dem),,,Female,White,75 or over,Democratic,Liberal,,High school graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Somewhat,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85308.0
31.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.64676141738892,Jim Pederson (Dem),Janet Napolitano (Dem),No,Did not vote,Female,White,45-49,Democratic,Moderate,,High school graduate,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Not at all important,Not at all,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Democratic,,,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Pima/Pinal/Santa Cruz,High Density Urban,Urban,Urban Core,Downscale,85716.0
32.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.33045291900635,John Kyl (Rep),Len Munsil (Rep),,Yes,Female,White,75 or over,Republican,Conservative,,Some college or associate degree,No,Somewhat approve,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Somewhat,Yes,No answer,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Did not graduate from college,At least some college,Approve,Approve,White,English,"Cities over 500,000","Cities over 50,000",3.0,Strong Republican,Maricopa County,Suburb,Urban,Urban Core,Upscale,85027.0
33.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.46726560592651,Jim Pederson (Dem),Janet Napolitano (Dem),,No,Female,White,65-74,Democratic,Moderate,$50k-$75k,Postgraduate study,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Not at all,No Answer,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",5.0,Competitive,Maricopa County,High Density Urban,Urban,Urban Core,Downscale,85281.0
34.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.10143101215363,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,50-59,Republican,Conservative,Under $15k,College graduate,No,Strongly approve,Strongly approve,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not at all,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,Suburbs,Suburbs,6.0,Unopposed Republican,Maricopa County,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85242.0
35.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.381033629179001,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Female,White,65-74,Democratic,Moderate,,High school graduate,No,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,Not much,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,English,Suburbs,Suburbs,8.0,Competitive,Pima/Pinal/Santa Cruz,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85614.0
36.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.331058919429779,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Female,White,65-74,Independent,Conservative,Under $15k,College graduate,No,Somewhat approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Somewhat important,Not at all,Yes,To express support for George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Maricopa County,Suburb,Urban,Urban Core,Upscale,85209.0
37.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.54095959663391,Jim Pederson (Dem),Janet Napolitano (Dem),Yes,No,Male,White,45-49,Independent,Moderate,$75k-$100k,College graduate,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not much,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,English,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85375.0
38.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.99497497081757,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,Hispanic/Latino,60-64,Something else,Conservative,Under $15k,Some college or associate degree,Yes,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,A great deal,No,To express support for George W Bush,Deported to the country they came from,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,Other,English,Suburbs,Suburbs,1.0,Competitive,Pima/Pinal/Santa Cruz,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,85232.0
39.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.37087082862854,John Kyl (Rep),Len Munsil (Rep),Yes,Yes,Male,White,60-64,Republican,Conservative,$30k-$50k,High school graduate,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,A great deal,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Rest of State,Town,Rural,Rural,Downscale,86403.0
40.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.58683300018311,John Kyl (Rep),Other,Yes,No,Female,White,40-44,Republican,Moderate,,Some college or associate degree,No,Strongly approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,Republican,,,Did not graduate from college,At least some college,Approve,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Maricopa County,Suburb,Urban,Urban Core,Upscale,85209.0
41.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.89231050014496,,,Yes,,Female,,75 or over,Something else,Moderate,,Some college or associate degree,,No answer,No answer,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat,No Answer,George W Bush was not a factor,Deported to the country they came from,,,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Did not graduate from college,At least some college,No answer,No answer,,,Suburbs,Suburbs,2.0,Strong Republican,Maricopa County,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,85351.0
