ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENUT06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,MARRIED,LATINO,BUSH4,IRAQWAR,CONGRES4,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,BUSH,IRAQWAR2,CONGRESS,WOMENWED,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
20895.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01397156715393,Orrin Hatch (Rep),Female,White,60-64,Republican,Moderate,$75k-$100k,Yes,No,Strongly approve,Somewhat approve,Somewhat approve,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
20936.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.996277928352356,Orrin Hatch (Rep),Male,White,50-59,Republican,Conservative,$75k-$100k,,No,Strongly approve,Strongly approve,Somewhat approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
20992.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01397156715393,Orrin Hatch (Rep),Female,White,65-74,Republican,Conservative,$75k-$100k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21039.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.996277928352356,Orrin Hatch (Rep),Male,White,45-49,Republican,Conservative,$75k-$100k,Yes,No,Somewhat approve,Somewhat disapprove,Somewhat approve,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Disapprove,Approve,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21095.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.60943281650543,Other,Male,White,60-64,Republican,Conservative,$150k-$200k,Yes,No,Strongly approve,Strongly approve,Somewhat approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,Approve,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21141.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957085013389587,Orrin Hatch (Rep),Female,White,45-49,Republican,Moderate,$50k-$75k,Yes,No,Somewhat approve,Strongly approve,Somewhat disapprove,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Disapprove,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21186.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.996277928352356,Orrin Hatch (Rep),Male,White,40-44,Republican,Conservative,$75k-$100k,Yes,No,Strongly approve,Strongly approve,Strongly Approve,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21222.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957085013389587,Orrin Hatch (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,No,No,Strongly approve,Somewhat approve,Somewhat approve,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,Single women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21233.0, Utah,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.957085013389587,Orrin Hatch (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,No,No,Strongly approve,Somewhat approve,Somewhat approve,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,Single women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0
21265.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.47096773982048,Orrin Hatch (Rep),Male,White,30-39,Republican,Moderate,$50k-$75k,Yes,No,Somewhat disapprove,Somewhat approve,Somewhat disapprove,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Disapprove,Approve,Disapprove,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21345.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.452440202236176,Orrin Hatch (Rep),Female,White,30-39,Independent,Conservative,$30k-$50k,Yes,No,Strongly approve,Somewhat approve,Somewhat approve,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,Approve,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21361.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.828017771244049,Other,Female,White,30-39,Something else,Moderate,$30k-$50k,Yes,No,Somewhat approve,Somewhat approve,Somewhat disapprove,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,Disapprove,Married women,Married women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21403.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05741679668427,Orrin Hatch (Rep),Female,White,50-59,Republican,Moderate,$100k-$150k,Yes,No,Somewhat approve,Somewhat approve,Somewhat disapprove,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,Disapprove,Married women,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21419.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.47096773982048,Orrin Hatch (Rep),Male,White,30-39,Republican,Conservative,$50k-$75k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21425.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.828017771244049,Other,Female,White,45-49,Independent,Moderate,$100k-$150k,Yes,No,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,Disapprove,Married women,Married women,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21446.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05741679668427,Orrin Hatch (Rep),Female,White,40-44,Republican,Conservative,$100k-$150k,Yes,No,Strongly approve,Strongly approve,Somewhat approve,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,Approve,Married women,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21471.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1007182598114,Orrin Hatch (Rep),Male,White,50-59,Republican,Moderate,$100k-$150k,Yes,No,Strongly approve,Strongly approve,Somewhat approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,Approve,All others,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21477.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.452440202236176,Orrin Hatch (Rep),Female,White,50-59,Independent,Moderate,$75k-$100k,Yes,No,Somewhat disapprove,Somewhat disapprove,Somewhat approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Approve,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21507.0, Utah,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21455121040344,Pete Ashdown (Dem),Male,White,25-29,Independent,Liberal,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,Strongly disapprove,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Disapprove,All others,Single men,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Salt Lake County,Suburb,Urban,Urban Core,Very upscale,84108.0
21514.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16614198684692,Orrin Hatch (Rep),Male,White,60-64,Republican,Moderate,$200k or more,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,Approve,All others,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21543.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.47096773982048,Orrin Hatch (Rep),Male,White,45-49,Independent,Moderate,$75k-$100k,Yes,No,Strongly disapprove,Strongly disapprove,Strongly disapprove,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Disapprove,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21555.0, Utah,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02197289466858,Pete Ashdown (Dem),Male,White,30-39,Democratic,Liberal,$100k-$150k,Yes,No,Strongly disapprove,Strongly disapprove,Strongly disapprove,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,Disapprove,All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Salt Lake County,Suburb,Urban,Urban Core,Very upscale,84108.0
21558.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12026679515839,Orrin Hatch (Rep),Female,White,65-74,Republican,Conservative,$100k-$150k,Yes,No,Strongly approve,Strongly approve,Somewhat approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Approve,Approve,Approve,Married women,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21598.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.673380613327026,Orrin Hatch (Rep),Male,White,45-49,Independent,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,Somewhat disapprove,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Approve,Approve,Disapprove,All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21599.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12026679515839,Orrin Hatch (Rep),Female,White,65-74,Independent,Moderate,$30k-$50k,Yes,No,Strongly approve,Strongly approve,Somewhat disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,Disapprove,Married women,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21608.0, Utah,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28056859970093,Pete Ashdown (Dem),Female,White,45-49,Something else,Moderate,$200k or more,Yes,No,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,Disapprove,Married women,Married women,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Salt Lake County,High Density Urban,Urban,Urban Core,Downscale,84106.0
21609.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.498960793018341,Orrin Hatch (Rep),Male,White,65-74,Republican,Conservative,$50k-$75k,Yes,No,Strongly approve,No answer,Somewhat approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Approve,No answer,Approve,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21625.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16614198684692,Orrin Hatch (Rep),Male,White,75 or over,Republican,Conservative,$75k-$100k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21629.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.66543036699295,Orrin Hatch (Rep),Male,White,,Republican,Conservative,$150k-$200k,Yes,No,Somewhat approve,Somewhat approve,Somewhat disapprove,White male,White male,,,,,Republican,$50k or more,$100k or more,Approve,Approve,Disapprove,All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21659.0, Utah,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08192217350006,Orrin Hatch (Rep),Female,White,45-49,Independent,Moderate,$150k-$200k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Approve,Approve,Approve,Married women,Married women,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Salt Lake County,High Density Urban,Urban,Urban Core,Downscale,84106.0
21668.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16614198684692,Orrin Hatch (Rep),Male,White,65-74,,Conservative,$30k-$50k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White male,White male,60 or over,65 or over,65 or over,60 or over,,Less than $50k,Less than $100k,Approve,Approve,Approve,All others,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21676.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.673380613327026,Orrin Hatch (Rep),Male,White,45-49,Republican,Conservative,$100k-$150k,Yes,No,Somewhat approve,Somewhat approve,Somewhat disapprove,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,Disapprove,All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21683.0, Utah,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21469688415527,Orrin Hatch (Rep),Male,White,25-29,Independent,Conservative,$30k-$50k,Yes,No,Somewhat approve,Somewhat disapprove,Somewhat disapprove,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Approve,Disapprove,Disapprove,All others,Married men,White,Rural,Small Cities/Rural,1.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84311.0
21684.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.559715807437897,Orrin Hatch (Rep),Male,White,18-24,Republican,Moderate,$200k or more,No,No,Strongly approve,Strongly approve,Somewhat disapprove,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,$100k or more,Approve,Approve,Disapprove,All others,Single men,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21701.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.673380613327026,Orrin Hatch (Rep),Male,White,50-59,Republican,Conservative,$50k-$75k,Yes,No,Somewhat approve,Strongly approve,Somewhat approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Approve,All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21702.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12026679515839,Orrin Hatch (Rep),Female,White,75 or over,Republican,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,Somewhat disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,Disapprove,Married women,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21706.0, Utah,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.96060240268707,Other,Female,White,25-29,Republican,Moderate,Under $15k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Approve,Approve,Approve,Married women,Married women,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Salt Lake County,High Density Urban,Urban,Urban Core,Downscale,84106.0
21736.0, Utah,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.800270915031433,Orrin Hatch (Rep),Male,White,25-29,Republican,Conservative,$30k-$50k,Yes,,Strongly approve,Strongly approve,Somewhat disapprove,White male,White male,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Approve,Approve,Disapprove,All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,West/Provo Area,Suburb,Urban,Urban Core,Very upscale,84058.0
21738.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12026679515839,Orrin Hatch (Rep),Female,White,65-74,Republican,Conservative,$50k-$75k,Yes,No,Somewhat approve,Somewhat disapprove,Somewhat approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Approve,Disapprove,Approve,Married women,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
21739.0, Utah,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.537697017192841,Orrin Hatch (Rep),Female,White,25-29,Independent,Conservative,$30k-$50k,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,Approve,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Salt Lake County,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0
21752.0, Utah,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.58419728279114,Pete Ashdown (Dem),Male,White,25-29,Democratic,Liberal,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Disapprove,All others,Single men,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Salt Lake County,High Density Urban,Urban,Urban Core,Downscale,84106.0
21757.0, Utah,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.981886982917786,Orrin Hatch (Rep),Female,White,50-59,Democratic,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,Somewhat approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Approve,Approve,Approve,Married women,Married women,White,Rural,Small Cities/Rural,1.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84311.0
21761.0, Utah,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1007182598114,Orrin Hatch (Rep),Male,White,45-49,Republican,Conservative,Under $15k,Yes,No,Strongly approve,Strongly approve,Somewhat approve,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,Approve,All others,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,West/Provo Area,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0
