ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNE06,GOVNE06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,BRNAGAIN,LATINO,BUSH4,IRAQWAR,HAGELPRS,FORBUSHS,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,WHTEVANG,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
18604.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.731095790863037,Ben Nelson (Dem),David Hahn (Dem),Female,Black,18-24,Independent,Moderate,$50k-$75k,No,No,Somewhat disapprove,Strongly disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18622.0, Nebraska,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2128427028656,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,40-44,Republican,Liberal,$50k-$75k,No,No,Somewhat disapprove,Somewhat disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Congressional District 1,Extremely Low Density Rural,Rural,Rural,Very downscale
18665.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03642070293427,Ben Nelson (Dem),David Hahn (Dem),Female,White,65-74,Democratic,Conservative,$15k-$30k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18671.0, Nebraska,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00169861316681,Ben Nelson (Dem),David Hahn (Dem),Male,Hispanic/Latino,30-39,Democratic,Moderate,$15k-$30k,Yes,Yes,Somewhat approve,Somewhat disapprove,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Approve,Disapprove,Hispanic/Latino,Rural,Small Cities/Rural,1.0,Strong Republican,Congressional District 1,Extremely Low Density Rural,Rural,Rural,Very downscale
18715.0, Nebraska,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29426538944244,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,25-29,Republican,Moderate,$75k-$100k,No,No,Strongly disapprove,Somewhat disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Congressional District 1,Extremely Low Density Rural,Rural,Rural,Very downscale
18727.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.912096083164215,Other,Dave Heineman (Rep),Female,White,30-39,Independent,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Somewhat approve,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Disapprove,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18763.0, Nebraska,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11168193817139,Ben Nelson (Dem),David Hahn (Dem),Male,White,65-74,Democratic,Moderate,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Congressional District 1,Extremely Low Density Rural,Rural,Rural,Very downscale
18773.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03642070293427,Ben Nelson (Dem),David Hahn (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,George W Bush was not a factor,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18809.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.877675533294678,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18835.0, Nebraska,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01132011413574,Ben Nelson (Dem),,Female,White,65-74,Democratic,Moderate,$50k-$75k,Yes,No,Strongly disapprove,Strongly disapprove,Yes,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Congressional District 1,Extremely Low Density Rural,Rural,Rural,Very downscale
18857.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.877675533294678,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,30-39,Republican,Conservative,,,No,Strongly approve,Strongly approve,No Answer,To express support for George W Bush,Deported to the country they came from,White female,White female,30-44,30-39,18-64,30-59,Republican,,,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18897.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.568761467933655,Pete Ricketts (Rep),David Hahn (Dem),Male,Black,30-39,Independent,Moderate,$15k-$30k,Yes,No,Somewhat disapprove,Somewhat disapprove,No,George W Bush was not a factor,Deported to the country they came from,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18945.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.990669131278992,Ben Nelson (Dem),David Hahn (Dem),Male,White,45-49,Independent,Liberal,$30k-$50k,No,No,Strongly approve,Somewhat disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Approve,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18993.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03326916694641,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,65-74,Republican,Conservative,$30k-$50k,Yes,No,Somewhat approve,Strongly approve,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
18998.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.971577763557434,,Dave Heineman (Rep),Female,White,60-64,Republican,Moderate,Under $15k,No,No,Strongly disapprove,Somewhat disapprove,Yes,George W Bush was not a factor,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19032.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19677937030792,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,25-29,Republican,Moderate,$30k-$50k,Yes,No,Somewhat approve,Somewhat disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19039.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.784478068351746,Ben Nelson (Dem),David Hahn (Dem),Male,,30-39,Democratic,Liberal,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,,,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19052.0, Nebraska,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21349310874939,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,50-59,Republican,Moderate,$75k-$100k,No,No,Somewhat disapprove,Somewhat approve,Yes,George W Bush was not a factor,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Disapprove,Approve,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Downscale
19084.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.87021940946579,Ben Nelson (Dem),David Hahn (Dem),Female,White,50-59,Independent,Moderate,$100k-$150k,No,No,Strongly disapprove,Strongly disapprove,Yes,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19085.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.936597228050232,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,25-29,Republican,Moderate,,Yes,No,Somewhat approve,Somewhat approve,No Answer,George W Bush was not a factor,No answer,White female,White female,18-29,25-29,18-64,18-29,Republican,,,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19097.0, Nebraska,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14444994926453,Ben Nelson (Dem),Dave Heineman (Rep),Male,,60-64,Independent,Moderate,$50k-$75k,No,No,Strongly approve,Somewhat approve,Yes,George W Bush was not a factor,Deported to the country they came from,,,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,All others,Approve,Approve,,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Downscale
19100.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0791691541671802,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Republican,Moderate,$50k-$75k,No,No,Strongly approve,Somewhat approve,Yes,George W Bush was not a factor,Deported to the country they came from,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19113.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.933883309364319,Ben Nelson (Dem),David Hahn (Dem),Female,White,30-39,Democratic,Moderate,$50k-$75k,No,No,Somewhat disapprove,Somewhat approve,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19124.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11771774291992,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,30-39,Independent,Conservative,$30k-$50k,Yes,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19133.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03326916694641,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,60-64,Republican,Conservative,$100k-$150k,No,No,Somewhat approve,Strongly approve,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19135.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.974041521549225,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,65-74,Republican,Conservative,$30k-$50k,No,No,Somewhat approve,Strongly approve,No Answer,To express support for George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19137.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.944898366928101,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,30-39,Republican,Conservative,$200k or more,No,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Downscale
19159.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25632536411285,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,25-29,Republican,Conservative,$50k-$75k,No,No,Strongly approve,Somewhat approve,Yes,To express support for George W Bush,Deported to the country they came from,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19163.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05717647075653,Ben Nelson (Dem),David Hahn (Dem),Male,White,25-29,Democratic,Liberal,$75k-$100k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19187.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.775295734405518,Pete Ricketts (Rep),David Hahn (Dem),Male,White,40-44,Republican,Conservative,$150k-$200k,No,No,Strongly approve,Strongly approve,No,George W Bush was not a factor,Deported to the country they came from,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19192.0, Nebraska,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.924794137477875,Pete Ricketts (Rep),Dave Heineman (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,No,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Downscale
19193.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18968296051025,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,50-59,Independent,Moderate,$75k-$100k,No,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19198.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.953285336494446,Ben Nelson (Dem),David Hahn (Dem),Male,White,40-44,Democratic,Moderate,$50k-$75k,Yes,No,Somewhat disapprove,Somewhat disapprove,No,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19228.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00235390663147,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,40-44,Republican,Conservative,,No,No,Strongly approve,Somewhat approve,No,To express support for George W Bush,Deported to the country they came from,White male,White male,30-44,40-49,18-64,30-59,Republican,,,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Low Density Rural,Rural,Rural,Downscale
19229.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03642070293427,Ben Nelson (Dem),David Hahn (Dem),Female,White,65-74,Democratic,,,Yes,No,Strongly disapprove,Strongly disapprove,No,To express opposition to George W Bush,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,White Evangelical Born Again Christians,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,High Density Urban,Urban,Urban Core,Very upscale
19230.0, Nebraska,30.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12148952484131,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Republican,Moderate,$30k-$50k,No,No,Somewhat approve,Somewhat disapprove,No,George W Bush was not a factor,Deported to the country they came from,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,All others,Approve,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19239.0, Nebraska,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21349310874939,Ben Nelson (Dem),Dave Heineman (Rep),Male,White,50-59,Democratic,Moderate,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No Answer,George W Bush was not a factor,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,Rural,Small Cities/Rural,3.0,Strong Republican,Congressional District 3,Extremely Low Density Rural,Rural,Rural,Downscale
19240.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05364942550659,Ben Nelson (Dem),Dave Heineman (Rep),Female,White,30-39,Independent,Conservative,$30k-$50k,No,No,Strongly approve,Strongly approve,No,George W Bush was not a factor,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Congressional District 1,High Density Urban,Urban,Urban Core,Upscale
19245.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.939461767673492,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,,Republican,Conservative,$150k-$200k,Yes,No,Strongly approve,Strongly approve,No Answer,To express support for George W Bush,Offered a chance to apply for legal status,White male,White male,,,,,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Congressional District 2,Suburb,Urban,Urban Core,Very upscale
19274.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.89590984582901,Pete Ricketts (Rep),Dave Heineman (Rep),Male,White,30-39,Republican,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,No,To express support for George W Bush,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,2.0,Strong Republican,Congressional District 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
