ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUVT06,SENVT06,GOVVT06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,STECVT,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
13402.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1171293258667,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,25-29,Something else,Moderate,$15k-$30k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13435.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.483738034963608,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,45-49,Something else,Liberal,$30k-$50k,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,No answer,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13442.0, Vermont,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.918444454669952,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,75 or over,Independent,Liberal,$75k-$100k,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very upscale
13474.0, Vermont,79.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.44002497196198,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,60-64,,,,,Strongly disapprove,,,,,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,,,,,,Disapprove,,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
13487.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0374915599823,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,65-74,Democratic,Moderate,$30k-$50k,High school graduate,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13490.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.483738034963608,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,45-49,Independent,Moderate,$75k-$100k,High school graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13528.0, Vermont,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04341042041779,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,25-29,Independent,Liberal,$30k-$50k,College graduate,Strongly disapprove,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very upscale
13543.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00559496879578,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,Democratic,Moderate,$30k-$50k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13548.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.25626409053802,Martha Rainville (Rep),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,65-74,Something else,Liberal,,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13551.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827359318733215,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,60-64,Republican,Moderate,$15k-$30k,High school graduate,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Good,Excellent/Good,To express support for George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13605.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.953102707862854,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,,,,,Strongly disapprove,,,,,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,Disapprove,,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13622.0, Vermont,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23920917510986,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Male,White,65-74,Democratic,Moderate,$50k-$75k,High school graduate,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
13638.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.483738034963608,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13650.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.800440728664398,Peter Welch (Dem),Bernie Sanders (Ind),Jim Douglas (Rep),Female,White,50-59,,,,,Strongly disapprove,,,,,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,,,,,,Disapprove,,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13679.0, Vermont,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.918444454669952,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,Independent,Liberal,$75k-$100k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very upscale
13681.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.70241391658783,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,65-74,,,,,Somewhat approve,,,,,Good,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,Approve,,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13697.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.483738034963608,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,40-44,Something else,Liberal,$50k-$75k,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13703.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22523248195648,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,45-49,Independent,Conservative,$30k-$50k,College graduate,Somewhat disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13716.0, Vermont,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44002497196198,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,60-64,Republican,Conservative,$50k-$75k,High school graduate,Somewhat approve,Strongly approve,Extremely important,Extremely important,Extremely important,Good,Excellent/Good,To express support for George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
13733.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.57148087024689,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,30-39,Independent,Conservative,$100k-$150k,College graduate,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13756.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.49908173084259,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,30-39,Something else,Liberal,$15k-$30k,College graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13769.0, Vermont,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947576642036438,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,65-74,Something else,Liberal,$100k-$150k,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very upscale
13786.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.00559496879578,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,60-64,,,,,Strongly disapprove,,,,,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,Disapprove,,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13791.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08278441429138,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,25-29,Democratic,Liberal,$30k-$50k,Some college or associate degree,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13825.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.540664374828339,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,65-74,Democratic,Moderate,$30k-$50k,Postgraduate study,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13832.0, Vermont,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.971431612968445,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,65-74,Independent,Conservative,Under $15k,Did not complete high school,Strongly disapprove,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
13861.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3694180250167798,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,60-64,Republican,Conservative,$50k-$75k,Some college or associate degree,Strongly approve,Strongly approve,Extremely important,Extremely important,Somewhat important,Good,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13866.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.70241391658783,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Female,White,60-64,,,,,Somewhat approve,,,,,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,Approve,,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13872.0, Vermont,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.79234790802002,,Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,50-59,Independent,Liberal,$100k-$150k,Postgraduate study,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very upscale
13900.0, Vermont,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.483738034963608,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Female,White,50-59,Democratic,Liberal,$30k-$50k,College graduate,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Burlington/Winooski River Valley,Town,Rural,Rural,Upscale
13921.0, Vermont,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.896718561649323,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,30-39,Independent,Moderate,$30k-$50k,Some college or associate degree,Strongly disapprove,Somewhat disapprove,Somewhat important,Not at all important,Somewhat important,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very downscale
13939.0, Vermont,9.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.531921088695526,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,45-49,,,,,Strongly disapprove,,,,,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,,,,,,Disapprove,,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13943.0, Vermont,72.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.41285467147827,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,60-64,Republican,Conservative,$30k-$50k,Some college or associate degree,Strongly approve,Strongly approve,Not at all important,Somewhat important,Somewhat important,Good,Excellent/Good,To express support for George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Extremely Low Density Rural,Rural,Rural,Upscale
13947.0, Vermont,37.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.75641286373138,Martha Rainville (Rep),Rich Tarrant (Rep),Jim Douglas (Rep),Male,White,60-64,,,,,Somewhat approve,,,,,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,,,,,,Approve,,White,Rural,Small Cities/Rural,1.0,Competitive,Rutland/CT River Valley,Low Density Rural,Rural,Rural,Upscale
13951.0, Vermont,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847806632518768,Peter Welch (Dem),Bernie Sanders (Ind),Scudder Parker (Dem),Male,White,40-44,Democratic,Moderate,$50k-$75k,Some college or associate degree,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Competitive,Green Mountains,Low Density Rural,Rural,Rural,Very upscale
