ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,CHILD,LATINO,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPENVRS,SAFER06,LANDBUSH,ANWRQ,STECWA,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
2964.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.96647846698761,Mike McGavick (Rep),Male,Other,40-44,Republican,Conservative,$30k-$50k,Protestant,Once a week,College graduate,"Yes, someone else does",No,No,Strongly approve,Somewhat confident,No answer,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,No answer,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,American Indian,Suburbs,Suburbs,9.0,Strong Democratic,West,Suburb,70s Suburbs,Urban Perimeter,Upscale
2965.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.724840044975281,Mike McGavick (Rep),Female,White,75 or over,Independent,Moderate,$30k-$50k,Protestant,Once a week,High school graduate,No one does,No,No,Somewhat approve,Very confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,Not affected your state,Oppose,Not so good,Not so good/Poor,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Republican,East,Suburb,70s Suburbs,Urban Perimeter,Upscale
2966.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.02391564846039,Mike McGavick (Rep),Female,,40-44,Republican,Conservative,,Other Christian,More than once a week,Some college or associate degree,No one does,Yes,No,Strongly approve,Somewhat confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,No Answer,No Answer,Good,Excellent/Good,George W Bush was not a factor,,,30-44,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,,Suburbs,Suburbs,8.0,Competitive,King County,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
2967.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.20362269878387,Aaron Dixon (Green),Female,Hispanic/Latino,45-49,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,College graduate,No one does,No,Yes,Strongly disapprove,Somewhat confident,No answer,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Very important,Less safe from terrorism,Not affected your state,Oppose,Poor,Not so good/Poor,To express opposition to George W Bush,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,West,High Density Urban,Urban,Urban Core,Very downscale
2968.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.580813825130463,Mike McGavick (Rep),Female,Other,25-29,Independent,,$30k-$50k,Other Christian,A few times a month,Some college or associate degree,"Yes, someone else does",Yes,No,Strongly disapprove,Not very confident,Withdraw all troops,Somewhat disapprove,Not at all important,Extremely important,Somewhat important,Very important,Less safe from terrorism,Hurt your state,Oppose,Good,Excellent/Good,To express opposition to George W Bush,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,American Indian,Suburbs,Suburbs,9.0,Strong Democratic,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
2969.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.36242002248764,Mike McGavick (Rep),Female,White,75 or over,Republican,Conservative,,Protestant,Once a week,College graduate,No one does,No,No,Somewhat approve,Somewhat confident,No answer,Somewhat approve,Somewhat important,No answer,Somewhat important,Very important,Safer from terrorism,No Answer,No Answer,No Answer,No Answer,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,No answer,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Republican,East,High Density Urban,Urban,Urban Core,Very downscale
2970.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.531524002552032,Maria Cantwell (Dem),Female,White,40-44,Democratic,Moderate,,Catholic,Once a week,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,No answer,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,No Answer,Hurt your state,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,Extremely High Density Urban,Urban,Urban Core,Very upscale
2971.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.54769366979599,Maria Cantwell (Dem),Male,Black,50-59,Democratic,Liberal,$75k-$100k,Other Christian,A few times a month,Some college or associate degree,"Yes, I do",Yes,No,Somewhat approve,Not very confident,Maintain the same number of troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Safer from terrorism,No Answer,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,Men with children,Black,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,High Density Urban,Urban,Urban Core,Downscale
2972.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.44642901420593,Maria Cantwell (Dem),Male,White,60-64,Democratic,Moderate,$50k-$75k,Protestant,Never,College graduate,"Yes, I do",No,No,Strongly disapprove,Somewhat confident,Send more troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Less safe from terrorism,Hurt your state,Oppose,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale
2973.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.05459928512573,Mike McGavick (Rep),Female,White,50-59,Republican,Conservative,$30k-$50k,Protestant,Once a week,College graduate,No one does,Yes,No,Somewhat approve,Not very confident,Maintain the same number of troops,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,No Answer,No Answer,Favor,Good,Excellent/Good,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),Women with children,Women with children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,Extremely High Density Urban,Urban,Urban Core,Very upscale
2974.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.4014892578125,Maria Cantwell (Dem),Male,Hispanic/Latino,50-59,Democratic,Liberal,$15k-$30k,Other Christian,A few time a year,College graduate,"Yes, someone else does",Yes,Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,Not affected your state,Oppose,Good,Excellent/Good,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men with children,Black,Suburbs,Suburbs,9.0,Strong Democratic,King County,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
2975.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.553815066814423,Maria Cantwell (Dem),Female,Hispanic/Latino,45-49,Democratic,Liberal,$50k-$75k,Protestant,A few time a year,Postgraduate study,No one does,No,Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Less safe from terrorism,No Answer,Oppose,Not so good,Not so good/Poor,To express opposition to George W Bush,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Democratic,King County,High Density Urban,Urban,Urban Core,Upscale
2976.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.89858603477478,Mike McGavick (Rep),Female,Other,50-59,Independent,Moderate,$100k-$150k,Other Christian,More than once a week,College graduate,No one does,Yes,No,Somewhat approve,Somewhat confident,Withdraw some troops,Somewhat approve,Not at all important,Extremely important,Extremely important,Somewhat important,Safer from terrorism,Helped your state,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Weekly,All others,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,American Indian,Suburbs,Suburbs,9.0,Strong Democratic,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
2977.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.523603916168213,Maria Cantwell (Dem),Female,White,50-59,Something else,Liberal,$50k-$75k,Something else,Never,Postgraduate study,No one does,Yes,No,Strongly disapprove,Somewhat confident,No answer,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Safer from terrorism,No Answer,Oppose,Good,Excellent/Good,No answer,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Never,All others,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,West,Low Density Rural,Rural,Rural,Downscale
2978.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.806721568107605,Maria Cantwell (Dem),Male,White,75 or over,Independent,Conservative,$30k-$50k,Protestant,A few time a year,High school graduate,No one does,No,No,Somewhat disapprove,Very confident,Withdraw all troops,Somewhat disapprove,Extremely important,Not at all important,Somewhat important,Very important,Safer from terrorism,Not affected your state,Oppose,Good,Excellent/Good,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,High Density Urban,Urban,Urban Core,Downscale
2979.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.346520751714706,Mike McGavick (Rep),Female,White,65-74,Republican,Conservative,$30k-$50k,Other Christian,More than once a week,Some college or associate degree,"Yes, someone else does",No,No,Somewhat approve,Somewhat confident,No answer,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Very important,Safer from terrorism,No Answer,No Answer,Excellent,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,No answer,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,Suburbs,Suburbs,2.0,Competitive,Urban Puget Sound,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
2980.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.01321816444397,Maria Cantwell (Dem),Male,White,50-59,Independent,Liberal,$100k-$150k,None,Never,College graduate,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Extremely important,Less safe from terrorism,Not affected your state,No Answer,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,1.0,Strong Democratic,Urban Puget Sound,Suburb,70s Suburbs,Urban Perimeter,Very upscale
2981.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.74420553445816,Mike McGavick (Rep),Male,White,50-59,Republican,Conservative,$150k-$200k,Mormon/LDS,More than once a week,Postgraduate study,No one does,No,No,Strongly approve,Somewhat confident,Maintain the same number of troops,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Very important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,3.0,Strong Democratic,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
2982.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.512333333492279,Maria Cantwell (Dem),Female,White,75 or over,Republican,Liberal,,Protestant,Never,College graduate,No one does,No,No,Somewhat disapprove,Very confident,Send more troops,Strongly disapprove,Not at all important,Extremely important,Somewhat important,Very important,Safer from terrorism,Not affected your state,No Answer,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,1.0,Strong Democratic,King County,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale
2983.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.34214544296265,Maria Cantwell (Dem),Male,White,50-59,Independent,Liberal,,None,A few time a year,College graduate,No one does,No,No,Strongly disapprove,Not very confident,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,Not affected your state,Oppose,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,1.0,Strong Democratic,Urban Puget Sound,Suburb,80s Suburbs,Urban Perimeter,Upscale
2984.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.464490711688995,Mike McGavick (Rep),Female,White,50-59,Republican,Conservative,,Protestant,More than once a week,College graduate,No one does,No,No,Strongly approve,Not very confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,No Answer,Oppose,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,2.0,Competitive,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale
2985.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.6157066822052,Mike McGavick (Rep),Male,White,50-59,Republican,Conservative,$30k-$50k,Protestant,A few times a month,High school graduate,No one does,No,No,Strongly approve,Not very confident,Send more troops,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Safer from terrorism,Not affected your state,Favor,Good,Excellent/Good,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,Men without children,White,Suburbs,Suburbs,8.0,Competitive,Urban Puget Sound,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
2986.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.304296433925629,Maria Cantwell (Dem),Female,White,75 or over,Democratic,Moderate,$50k-$75k,Protestant,Once a week,College graduate,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,No answer,Somewhat important,Very important,No Answer,No Answer,Oppose,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,Suburb,Urban,Urban Core,Very downscale
2987.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.580161154270172,Maria Cantwell (Dem),Male,White,75 or over,Democratic,Liberal,$50k-$75k,Catholic,More than once a week,Postgraduate study,"Yes, I do",No,No,Strongly disapprove,Somewhat confident,Send more troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,Hurt your state,Oppose,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,West,Suburb,Urban,Urban Core,Downscale
2988.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.377680838108063,Maria Cantwell (Dem),Female,White,65-74,Independent,Moderate,$15k-$30k,Protestant,Once a week,High school graduate,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Safer from terrorism,Hurt your state,Oppose,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Urban Puget Sound,Suburb,Urban,Urban Core,Upscale
2989.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.996802866458893,Mike McGavick (Rep),Male,White,40-44,Democratic,,$15k-$30k,Other Christian,A few times a month,Did not complete high school,No one does,Yes,No,Strongly approve,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,Not at all important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,Hurt your state,Oppose,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,High Density Urban,Urban,Urban Core,Very downscale
2990.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.0482702255249,Mike McGavick (Rep),Male,White,45-49,Republican,Conservative,,Catholic,More than once a week,Postgraduate study,No one does,Yes,No,Somewhat approve,Somewhat confident,Maintain the same number of troops,Strongly approve,Extremely important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,No Answer,Favor,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale
2991.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.339348644018173,Mike McGavick (Rep),Male,White,45-49,Independent,Conservative,$30k-$50k,Other Christian,Never,Some college or associate degree,No one does,No,No,Strongly approve,Not very confident,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Very important,Safer from terrorism,Not affected your state,Favor,Not so good,Not so good/Poor,To express support for George W Bush,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,Men without children,White,Rural,Small Cities/Rural,6.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Downscale
2992.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.7234787940979,Mike McGavick (Rep),Male,White,50-59,Republican,Moderate,$100k-$150k,Mormon/LDS,Once a week,College graduate,No one does,No,No,Somewhat disapprove,Somewhat confident,No answer,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Very important,Safer from terrorism,Not affected your state,Oppose,Excellent,Excellent/Good,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,King County,Suburb,Urban,Urban Core,Very upscale
2993.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.638662040233612,Maria Cantwell (Dem),Female,White,60-64,Democratic,Liberal,$30k-$50k,Protestant,A few times a month,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No Answer,Hurt your state,Oppose,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Democratic,King County,Extremely High Density Urban,Urban,Urban Core,Very upscale
2994.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.608592867851257,Maria Cantwell (Dem),Female,White,75 or over,Independent,Moderate,,Protestant,Never,High school graduate,No one does,No,No,Strongly approve,Somewhat confident,Send more troops,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Very important,Less safe from terrorism,Not affected your state,Favor,Good,Excellent/Good,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Republican,East,Suburb,70s Suburbs,Urban Perimeter,Upscale
2995.0,Washington,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.631389141082764,Maria Cantwell (Dem),Female,White,40-44,Democratic,Liberal,$30k-$50k,Catholic,Never,Postgraduate study,"Yes, I do",Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Less safe from terrorism,Hurt your state,Oppose,Poor,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Never,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),Women with children,Women with children,White,Suburbs,Suburbs,5.0,Strong Republican,East,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
