ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMA06,GOVMA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,UNION4,LATINO,BUSH4,IRAQWAR,KERYPRES,ROMNPRES,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
10505.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3124293088913,Ken Chase (Rep),Kerry Healey (Rep),Female,White,30-39,Republican,Conservative,$50k-$75k,None,No one does,No,Strongly approve,Strongly approve,No,Yes,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10536.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539619386196136,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,30-39,Democratic,Moderate,$150k-$200k,Catholic,No one does,No,Somewhat disapprove,Somewhat approve,No,No,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10550.0,Massachusetts,20.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.63980484008789,Ken Chase (Rep),Kerry Healey (Rep),Male,White,50-59,Independent,Moderate,$200k or more,Protestant,,No,Strongly approve,Strongly approve,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
10574.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539619386196136,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,50-59,Democratic,Liberal,,Protestant,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,45-59,50-64,18-64,30-59,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10614.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408184200525284,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,50-59,Democratic,Liberal,$30k-$50k,Other Christian,No one does,No,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10616.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.899289011955261,Edward Kennedy (Dem),Christy Mihos (Independent),Male,White,30-39,Independent,Moderate,$30k-$50k,Protestant,No one does,No,Somewhat disapprove,Somewhat approve,No,No,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10632.0,Massachusetts,20.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18474006652832,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Moderate,$100k-$150k,Catholic,,No,Strongly disapprove,Somewhat disapprove,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
10645.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539619386196136,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,40-44,Independent,Moderate,$100k-$150k,,No one does,No,Strongly disapprove,Somewhat disapprove,No,No,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10666.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.457237005233765,Edward Kennedy (Dem),Kerry Healey (Rep),Female,White,30-39,Independent,Liberal,$30k-$50k,Catholic,"Yes, someone else does",No,Somewhat disapprove,Somewhat disapprove,Yes,Yes,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10690.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539619386196136,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,50-59,Democratic,Liberal,$100k-$150k,Something else,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10730.0,Massachusetts,20.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40149021148682,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Independent,Moderate,$30k-$50k,Catholic,,No,Strongly disapprove,Strongly disapprove,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
10739.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.449172854423523,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,65-74,Democratic,Moderate,Under $15k,Other Christian,No one does,No,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10747.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.71531480550766,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,,$50k-$75k,None,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No Answer,No,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10807.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.449172854423523,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,65-74,Democratic,Moderate,$50k-$75k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10817.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.71531480550766,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,40-44,Democratic,Liberal,$100k-$150k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10818.0,Massachusetts,20.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12598896026611,Edward Kennedy (Dem),Deval Patrick (Dem),Male,Black,30-39,Independent,Moderate,$200k or more,Catholic,,No,Strongly disapprove,Strongly disapprove,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,Non-White,Disapprove,Disapprove,,,,Black,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
10854.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408184200525284,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,50-59,Democratic,Moderate,$75k-$100k,Other Christian,No one does,No,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10860.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539619386196136,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,30-39,Democratic,Liberal,$75k-$100k,Protestant,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10873.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32300615310669,Ken Chase (Rep),Kerry Healey (Rep),Male,White,60-64,Republican,Conservative,,Catholic,No one does,,Strongly approve,Strongly approve,No,Yes,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,Catholic,White Catholic,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
10881.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.549159169197083,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Liberal,$100k-$150k,Catholic,No one does,No,Somewhat disapprove,Somewhat disapprove,Yes,No,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
10896.0,Massachusetts,111.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24212062358856,Ken Chase (Rep),Kerry Healey (Rep),Female,White,45-49,Republican,Conservative,$100k-$150k,Catholic,,No,Somewhat approve,Somewhat approve,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,1886.0
10905.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408184200525284,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,50-59,Democratic,Moderate,$15k-$30k,Other Christian,No one does,No,Somewhat disapprove,Somewhat approve,Yes,No,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Approve,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10907.0,Massachusetts,20.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40149021148682,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Moderate,$50k-$75k,Catholic,,No,Strongly disapprove,Strongly disapprove,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
10909.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05124497413635,Edward Kennedy (Dem),Kerry Healey (Rep),Male,White,60-64,Independent,Conservative,,Jewish,No one does,No,Strongly disapprove,Somewhat disapprove,No,Yes,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Jewish,White Jewish,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
10916.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3124293088913,Ken Chase (Rep),Kerry Healey (Rep),Female,White,50-59,Independent,Moderate,$50k-$75k,Protestant,No one does,No,Somewhat approve,Somewhat approve,No,Yes,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10950.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32300615310669,Ken Chase (Rep),Kerry Healey (Rep),Female,White,65-74,Republican,Liberal,$30k-$50k,Protestant,No one does,No,Somewhat approve,Somewhat approve,No,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
10967.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.46475684642792,Ken Chase (Rep),Kerry Healey (Rep),Female,White,50-59,Republican,Moderate,$100k-$150k,Protestant,No one does,No,Strongly approve,Strongly approve,No,Yes,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
10969.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.896658539772034,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,18-24,Democratic,Liberal,$30k-$50k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
10972.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.449172854423523,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,65-74,Democratic,Conservative,$15k-$30k,Other Christian,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,No Answer,No,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
10984.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32300615310669,Ken Chase (Rep),Kerry Healey (Rep),,White,75 or over,Republican,Moderate,,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,No,No,,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11012.0,Massachusetts,71.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539619386196136,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,40-44,Independent,Conservative,$150k-$200k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,4.0,Unoppsed Democratic,East,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2054.0
11013.0,Massachusetts,99.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408184200525284,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,40-44,Democratic,Liberal,$30k-$50k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
11015.0,Massachusetts,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.575773179531097,Edward Kennedy (Dem),Deval Patrick (Dem),Female,,50-59,Independent,Moderate,$50k-$75k,Something else,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,,,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,Non-White,Disapprove,Disapprove,Yes,Yes,I am (voter is member),,Suburbs,Suburbs,10.0,Strong Democratic,North & South Shores and Cape Cod,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2540.0
11025.0,Massachusetts,20.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.45226967334747,Ken Chase (Rep),Christy Mihos (Independent),Female,White,65-74,Independent,Moderate,,,No one does,No,,Strongly disapprove,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,,,,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
11028.0,Massachusetts,87.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.549159169197083,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,30-39,Democratic,Conservative,$75k-$100k,Catholic,No one does,No,Somewhat disapprove,Somewhat disapprove,Yes,No,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
11041.0,Massachusetts,95.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22543036937714,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Liberal,$75k-$100k,Catholic,"Yes, someone else does",,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
