ID,WEIGHT,ILDPRS20,BACKSIDE,BEATTRUMPMAR17,CALL,CDNUM,CORONAVIRUSMAR17,CORONAVIRUSMAR17B,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVDEM20,FAVSANDERS,GEOCODE,ISSDEM20B,LATINO,LGBT,MAJCRISISMAR17,MARRIED,NECWORR2,NECWORRY,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRIB,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SATBIDEN20,SATBIDEN20B,SATSANDERS20,SATSANDERS20B,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNFAIRBIDEN20,UNFAIRDEM20,UNFAIRSANDERS20,VOTENOV20,WINORISS20,WORK,WRKWOMEN,WRKWOMEN4,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277279750.0,1.37845945358276,Bernie Sanders,Complete,Bernie Sanders,,14.0,Very concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Sanders,Favorable,4.0,Health care,Yes,No,Bernie Sanders,Yes,Worried,Very worried,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,,Yes,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,Latino women,Married women,Support,Suburbs,Suburbs,English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,Yes,Only Biden did,No,Yes,Agrees with you on major issues,Yes,Working women,Working women,45-65,30-59,45-49,45+,17-49,45-59,40-49,60560.0
277279749.0,0.783215641975403,Joe Biden,Complete,Joe Biden,,7.0,Very concerned,Concerned,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,1.0,Health care,No,No,Joe Biden,No,Worried,Very worried,Change to more conservative policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,All other races,Non married women,Oppose,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,Omit,Omit,Omit,Yes,Can beat Donald Trump,Yes,Working women,Working women,65+,60+,65 or over,45+,50+,60+,65+,60609.0
277279748.0,0.625339806079865,Joe Biden,Complete,Joe Biden,,14.0,Very concerned,Concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,3.0,Climate change,No,No,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Has the right temperament,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Male,White men,Married men,Omit,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working men,65+,60+,65 or over,45+,50+,60+,65+,60031.0
277279747.0,0.893102526664734,Joe Biden,Complete,Joe Biden,,1.0,Very concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,Health care,No,No,Joe Biden,Yes,Worried,Very worried,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,In February,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,45-65,60+,60-64,45+,50+,60+,50-64,60448.0
277279746.0,0.795396208763123,Other,Complete,Omit,,18.0,Somewhat concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,5.0,Omit,No,No,Joe Biden,No,Not worried,Not at all worried,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissatisfied, but not angry or Angry",Female,White women,Non married women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,62704.0
277279745.0,2.27221059799194,Bernie Sanders,Complete,Joe Biden,,3.0,Very concerned,Concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Only Sanders,Favorable,1.0,Race relations,No,No,Bernie Sanders,No,Worried,Very worried,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,Angry,"Dissatisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,Black men,Non married men,Oppose,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Only Sanders did,Yes,Yes,Agrees with you on major issues,No,All others,Non-working men,17-29,17-29,17-24,17-44,17-49,17-29,17-24,60620.0
277279744.0,0.728951573371887,Joe Biden,Complete,Joe Biden,,15.0,Very concerned,Concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,5.0,Income inequality,No,Yes,Joe Biden,Yes,Worried,Very worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Omit,Rural,Small Cities/Rural,English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,45-65,30-59,50-59,45+,50+,45-59,50-64,62801.0
277279743.0,0.623542070388794,Joe Biden,Complete,Joe Biden,,16.0,Very concerned,Concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,4.0,Income inequality,No,No,Joe Biden,No,Worried,Very worried,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Oppose,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,60115.0
277279742.0,0.832124531269073,Joe Biden,Complete,Joe Biden,,3.0,Somewhat concerned,Concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,3.0,Climate change,No,No,Joe Biden,Yes,Worried,Somewhat worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,Oppose,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,Yes,Both of them,Yes,Yes,Agrees with you on major issues,Yes,All others,Working men,45-65,60+,60-64,45+,50+,60+,50-64,60527.0
277279741.0,0.375880211591721,Joe Biden,Complete,Joe Biden,,13.0,Somewhat concerned,Concerned,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Omit,5.0,Climate change,No,No,Omit,No,Worried,Somewhat worried,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,Omit,Omit,Omit,Yes,Can beat Donald Trump,No,All others,Non-working women,65+,60+,65 or over,45+,50+,60+,65+,62521.0
277279740.0,0.500174701213837,Joe Biden,Complete,Joe Biden,,18.0,Very concerned,Concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,5.0,Health care,No,No,Joe Biden,Yes,Worried,Somewhat worried,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Oppose,Rural,Small Cities/Rural,English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,Yes,Working women,Working women,45-65,60+,60-64,45+,50+,60+,50-64,62301.0
277279739.0,1.20394062995911,Bernie Sanders,Complete,Omit,,8.0,Very concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,1.0,Health care,No,No,Joe Biden,No,Worried,Very worried,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,Black women,Non married women,Support,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Neither of them,No,Yes,Agrees with you on major issues,Yes,Working women,Working women,45-65,30-59,50-59,45+,50+,45-59,50-64,60120.0
277279738.0,0.547805547714233,Joe Biden,Complete,Joe Biden,,12.0,Very concerned,Concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,5.0,Health care,No,No,Joe Biden,No,Worried,Very worried,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,Oppose,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",No,Neither of them,No,Omit,Agrees with you on major issues,Yes,Working women,Working women,65+,60+,65 or over,45+,50+,60+,65+,62206.0
277279737.0,0.698314368724823,Joe Biden,Complete,Joe Biden,,14.0,Very concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,4.0,Health care,No,Yes,Joe Biden,Yes,Worried,Very worried,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissatisfied, but not angry or Angry",Male,White men,Married men,Support,Suburbs,Suburbs,English, Illinois,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,No,Neither of them,No,Yes,Can beat Donald Trump,No,All others,Non-working men,30-44,30-59,40-44,17-44,17-49,30-44,40-49,60115.0
277279736.0,0.350216388702393,Joe Biden,Complete,Joe Biden,,18.0,Very concerned,Concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,5.0,Health care,No,No,Joe Biden,Yes,Not worried,Not too worried,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Male,White men,Married men,Oppose,Rural,Small Cities/Rural,English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",No,Neither of them,No,No,Agrees with you on major issues,No,All others,Non-working men,65+,60+,65 or over,45+,50+,60+,65+,62305.0
277279735.0,1.57276225090027,Joe Biden,Complete,Joe Biden,,8.0,Very concerned,Concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,2.0,Health care,No,No,Joe Biden,Yes,Worried,Very worried,Change to more liberal policies,,,,,,,Somewhat liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,Support,Suburbs,Suburbs,English, Illinois,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",No,Neither of them,No,Yes,Agrees with you on major issues,No,All others,Non-working women,45-65,60+,60-64,45+,50+,60+,50-64,60169.0
277279734.0,0.500715911388397,Joe Biden,Complete,Joe Biden,,7.0,Very concerned,Concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,Omit,No,Yes,Omit,No,Not worried,Not too worried,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Male,White men,Non married men,Support,"Cities over 500,000","Cities over 50,000",English, Illinois,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Omit,Omit,No,Yes,Can beat Donald Trump,No,All others,Non-working men,65+,60+,65 or over,45+,50+,60+,65+,60610.0
