ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,issue,qual,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,satkerry,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,qrace,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
665460.0,Oklahoma,70.0,Call 1,Backside complete,0.813154935836792,John Kerry,Male,White,No,45-49,Democrat,Moderate,High school graduate,"$100,000 or more",About the same,"Yes, I do","Yes, someone else has",Other Christian,A few times a month,Employed full-time,Never,In the last month,Economy/Jobs,He can defeat George W. Bush,Poor,Somewhat approve,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,45-64,45-59,40-49,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665491.0,Oklahoma,70.0,Call 1,Backside complete,0.999165236949921,Wesley Clark,Female,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,More than once a week,Employed part-time,Rarely,Today,Education,He cares about people like me,Not so good,Somewhat approve,Very important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Somewhat dissatisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665494.0,Oklahoma,35.0,Call 1,Backside complete,0.586909651756287,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Protestant,A few times a month,Employed part-time,Never,In the last three days,Economy/Jobs,He has a positive message,Poor,Somewhat approve,Very important,Angry,He can defeat George W. Bush in November,Somewhat satisfied,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,East,Rural,Small cities and Rural,2.0,74432.0
665505.0,Oklahoma,17.0,Call 1,Backside complete,0.921149373054504,John Edwards,Female,White,No,50-59,Democrat,Moderate,Postgraduate study,"$15,000-$29,999",About the same,No one does,No one has,Catholic,Once a week,Employed full-time,Rarely,In the last week,Education,He has a positive message,Good,Somewhat approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,Very/somewhat important,College degree,Employed women,Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,5.0,73601.0
665508.0,Oklahoma,53.0,Call 1,Backside complete,1.37897181510925,John Kerry,Male,Hispanic/Latino,Yes,18-24,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,"Yes, someone else does","Yes, someone else has",Catholic,A few times a year,Employed part-time,Rarely,In the last month,Economy/Jobs,He has a positive message,Poor,Somewhat approve,Very important,Angry,He agrees with you on the major issues,Very satisfied,18-29,18-29,18-24,Occasionally,Catholic/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Very/Somewhat satisfied,Non-white male,Last month/Before that,"Yes, I am or someone in household is",No,Rarely/Never,Hispanic/Latino,Oklahoma City area,"City over 500,000","City over 50,000",6.0,73119.0
665511.0,Oklahoma,70.0,Call 1,Backside complete,0.867474138736725,John Edwards,Male,Hispanic/Latino,Yes,50-59,Independent,Very liberal,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, I do","Yes, I have",Other Christian,Once a week,Employed full-time,Occasionally,In the last three days,Economy/Jobs,He cares about people like me,Not so good,Strongly approve,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat dissatisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,All others/Omits,Very/Somewhat dissatisfied,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Frequently/Occasionally,White,West,Rural,Small cities and Rural,4.0,74873.0
665531.0,Oklahoma,35.0,Call 1,Backside complete,0.535879731178284,John Edwards,Male,White,No,65-74,Republican,Very conservative,Some college or associate degree,"$50,000-$74,999",About the same,No one does,No one has,Protestant,More than once a week,Not working and not looking for work,Never,In the last week,National security/Terrorism,He has a positive message,Good,Strongly approve,Not at all important,Enthusaistic,He agrees with you on the major issues,Very dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,No,No,Excellent/Good,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,East,Rural,Small cities and Rural,2.0,74432.0
665537.0,Oklahoma,17.0,Call 1,Backside complete,0.894428849220276,Howard Dean,Female,Black,No,50-59,Democrat,Somewhat liberal,College graduate,"$15,000-$29,999",Worse today,"Yes, I do",No one has,Other Christian,More than once a week,Employed part-time,Never,In the last week,Omit,He cares about people like me,Poor,Somewhat approve,Omit,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Omit,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Omit,College degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Omit,Non-white female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Rarely/Never,Black,West,Rural,Small cities and Rural,5.0,73601.0
665542.0,Oklahoma,53.0,Call 1,Backside complete,1.01360559463501,John Kerry,Male,Other,,75 or over,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,"Yes, I have and someone else has",Other Christian,More than once a week,,Never,Today,Economy/Jobs,He has the right experience,Not so good,Somewhat approve,Very important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Somewhat satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/Somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Rarely/Never,American Indian,Oklahoma City area,"City over 500,000","City over 50,000",6.0,73119.0
665550.0,Oklahoma,70.0,Call 1,Backside complete,0.727747619152069,John Kerry,Male,White,,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",About the same,No one does,No one has,Protestant,More than once a week,,Never,In the last week,Health care/Medicare,He has the right experience,Not so good,Somewhat approve,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665560.0,Oklahoma,70.0,Call 1,Backside complete,0.696651339530945,,Female,White,No,65-74,,Very conservative,Some college or associate degree,"$75,000-$99,999",Better today,No one does,"Yes, I have",Protestant,Once a week,Not working and not looking for work,Never,In the last week,Omit,Omit,Good,Strongly approve,Not at all important,Enthusaistic,Omit,Very dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665562.0,Oklahoma,35.0,Call 1,Backside complete,0.576860308647156,Wesley Clark,Male,White,No,65-74,Democrat,Somewhat liberal,,"Under $15,000",Worse today,No one does,"Yes, I have",Protestant,A few times a year,Not working and not looking for work,Never,In the last month,Economy/Jobs,He can defeat George W. Bush,Not so good,Strongly approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,No,No,Rarely/Never,White,East,Rural,Small cities and Rural,2.0,74432.0
665574.0,Oklahoma,17.0,Call 1,Backside not complete,1.10430240631104,Wesley Clark,Male,White,,50-59,,,,,,,,,,,Never,In the last month,Education,He stands up for what he believes,,,,Enthusaistic,,Somewhat dissatisfied,45-64,45-59,50-64,,,,,,,,,,18-64,,,,,Very/Somewhat dissatisfied,White male,Last month/Before that,,,Rarely/Never,White,West,Rural,Small cities and Rural,5.0,73601.0
665594.0,Oklahoma,70.0,Call 1,Backside complete,0.912290990352631,Wesley Clark,Male,White,No,75 or over,Independent,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",About the same,No one does,"Yes, I have",Something else,Never,Not working and not looking for work,Never,Today,Omit,He has a positive message,Not so good,Strongly approve,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Very dissatisfied,65 or over,60 or over,65 or over,Never,All others/Omits,Not too/Not at all important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Independent,Conservative,Something else,White Something else,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665596.0,Oklahoma,53.0,Call 1,Backside complete,1.20695328712463,Wesley Clark,Female,White,No,65-74,Democrat,Somewhat liberal,Did not complete high school,"Under $15,000",Worse today,"Yes, someone else does","Yes, someone else has",Protestant,More than once a week,Not working and not looking for work,Rarely,In the last week,Health care/Medicare,Omit,Not so good,Strongly approve,Omit,Omit,He agrees with you on the major issues,Somewhat satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Omit,No college degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Oklahoma City area,"City over 500,000","City over 50,000",6.0,73119.0
665599.0,Oklahoma,35.0,Call 1,Backside complete,0.510837316513062,Al Sharpton,Female,White,No,65-74,Something Else,Very conservative,High school graduate,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Never,Before that,Economy/Jobs,He cares about people like me,Good,Somewhat approve,Somewhat important,Enthusaistic,He agrees with you on the major issues,Somewhat dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Unemployed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,Rarely/Never,White,East,Rural,Small cities and Rural,2.0,74432.0
665604.0,Oklahoma,70.0,Call 1,Backside complete,0.999165236949921,Wesley Clark,Female,White,No,50-59,Democrat,Very conservative,Some college or associate degree,"$50,000-$74,999",Better today,No one does,"Yes, someone else has",Protestant,More than once a week,Not working and not looking for work,Never,In the last month,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Not too important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat dissatisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Not too/Not at all important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665619.0,Oklahoma,35.0,Call 1,Backside complete,1.22485280036926,Howard Dean,Male,White,No,75 or over,Independent,Somewhat conservative,High school graduate,"$30,000-$49,999",Better today,No one does,"Yes, I have",Protestant,A few times a year,Not working and not looking for work,Never,Before that,Taxes,He cares about people like me,Good,Strongly approve,Somewhat important,Enthusaistic,He agrees with you on the major issues,Very dissatisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,Rarely/Never,White,East,Rural,Small cities and Rural,2.0,74432.0
665620.0,Oklahoma,53.0,Call 1,Backside complete,1.35647463798523,John Edwards,Male,Other,No,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, someone else does","Yes, someone else has",Something else,A few times a year,Employed part-time,Never,Today,Economy/Jobs,He cares about people like me,Not so good,Strongly approve,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat dissatisfied,45-64,45-59,50-64,Occasionally,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Something else,All others/Omits,Very/Somewhat dissatisfied,Non-white male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,American Indian,Oklahoma City area,"City over 500,000","City over 50,000",6.0,73119.0
665626.0,Oklahoma,17.0,Call 1,Backside complete,1.08242905139923,Wesley Clark,Female,White,,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, someone else does",No one has,Protestant,Once a week,Employed full-time,Never,In the last month,Education,He stands up for what he believes,Not so good,Strongly disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,Rarely/Never,White,West,Rural,Small cities and Rural,5.0,73601.0
665632.0,Oklahoma,70.0,Call 1,Backside complete,1.01935613155365,Wesley Clark,Male,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, I have",Protestant,A few times a year,Employed full-time,Never,In the last three days,Health care/Medicare,He has the right experience,Poor,Strongly approve,Very important,Angry,He can defeat George W. Bush in November,Somewhat satisfied,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
665635.0,Oklahoma,70.0,Call 1,Backside complete,0.73391181230545,Wesley Clark,,,,65-74,Democrat,Somewhat liberal,High school graduate,,Worse today,No one does,"Yes, I have",Protestant,A few times a year,Employed full-time,Frequently,In the last three days,Economy/Jobs,He has a positive message,Poor,Strongly disapprove,Very important,Angry,He can defeat George W. Bush in November,Very dissatisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/Somewhat dissatisfied,,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,,West,Rural,Small cities and Rural,4.0,74873.0
665637.0,Oklahoma,53.0,Call 1,Backside not complete,0.881230711936951,Other,Male,Black,No,60-64,,,,,,,,,,,Never,In the last month,Omit,He cares about people like me,,,,Angry,,Somewhat satisfied,45-64,60 or over,50-64,,,,,,,,,,18-64,,,,,Very/Somewhat satisfied,Non-white male,Last month/Before that,,,Rarely/Never,Black,Oklahoma City area,"City over 500,000","City over 50,000",6.0,73119.0
665643.0,Oklahoma,35.0,Call 1,Backside complete,0.565434157848358,Wesley Clark,Female,White,No,65-74,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Protestant,Once a week,Not working and looking for work,Never,In the last week,Taxes,He cares about people like me,Not so good,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,Rarely/Never,White,East,Rural,Small cities and Rural,2.0,74432.0
665657.0,Oklahoma,70.0,Call 1,Backside complete,0.71072906255722,,Male,White,No,65-74,Democrat,Moderate,Did not complete high school,,About the same,No one does,No one has,Protestant,Omit,Employed part-time,Never,In the last week,Omit,He has a positive message,Not so good,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Omit,65 or over,60 or over,65 or over,Omit,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Omit,White male,Today/Last 3 days/Last week,No,No,Rarely/Never,White,West,Rural,Small cities and Rural,4.0,74873.0
