ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,perrangr,KERRYTX,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1066116.0,Texas,1.0,Call 1,Backside complete,1.35323762893677,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Worse today,No one does,Protestant,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,11.0,76501.0
1066119.0,Texas,121.0,Call 1,Backside complete,1.57456231117249,John Edwards,Male,White,No,75 or over,Independent,Moderate,Postgraduate study,"$15,000-$29,999",About the same,No one does,Protestant,Once a week,Yes,National security/Terrorism,Good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Not much,Had no effect on jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,West,Rural,Small cities and Rural,17.0,76463.0
1066121.0,Texas,7.0,Call 1,Backside complete,1.37732017040253,John Kerry,Female,Hispanic/Latino,Yes,30-39,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",About the same,No one does,Catholic,Once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Hispanic/Latino,Hispanic/South,"City over 500,000","City over 50,000",28.0,78224.0
1066123.0,Texas,74.0,Call 1,Backside complete,1.18204402923584,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Something else,Once a week,No,Education,Not so good,Keep the same number of troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,Mary Landrieu,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,White female,No,No,Very/somewhat confident,White,Houston,"City over 500,000","City over 50,000",29.0,77049.0
1066127.0,Texas,1.0,Call 1,Backside complete,1.44486653804779,John Kerry,Male,White,No,45-49,Independent,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,None,Never,No,Economy/Jobs,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Never,All others/Omits,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,None,White None,White male,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,11.0,76501.0
1066131.0,Texas,121.0,Call 1,Backside complete,1.57275688648224,John Kerry,Female,White,No,75 or over,Democrat,,High school graduate,"Under $15,000",About the same,No one does,Catholic,A few times a year,,Health care/Medicare,Not so good,Omit,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Omit,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,West,Rural,Small cities and Rural,17.0,76463.0
1066136.0,Texas,91.0,Call 1,Backside complete,0.501012325286865,Al Sharpton,Male,Black,No,50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a year,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,Omit,Somewhat,Had no effect on jobs in your state,Not too confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Houston,"City over 500,000","City over 50,000",18.0,77021.0
1066137.0,Texas,74.0,Call 1,Backside complete,1.26208126544952,John Kerry,Male,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Something else,More than once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,White Something else,White male,No,No,Not too/not at all confident,White,Houston,"City over 500,000","City over 50,000",29.0,77049.0
1066141.0,Texas,131.0,Call 1,Backside complete,0.395093977451324,Al Sharpton,Female,,No,18-24,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,No one does,Something else,A few times a year,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Somewhat likely,Wesley Clark,Somewhat,Created more jobs in your state,Somewhat confident,18-29,18-29,18-24,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Something else,All others/Omits,,No,No,Very/somewhat confident,,Dallas/Ft. Worth,"City over 500,000","City over 50,000",24.0,76119.0
1066142.0,Texas,1.0,Call 1,Backside complete,1.39382839202881,John Kerry,Female,White,No,65-74,Democrat,Very liberal,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,More than once a week,No,Health care/Medicare,Poor,Withdraw some troops,Angry,No legal recognition of gay couples' relationships,Angry,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,11.0,76501.0
1066145.0,Texas,143.0,Call 1,Backside complete,1.04001533985138,John Kerry,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,Other Christian,A few times a month,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Angry,Somewhat likely,Wesley Clark,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South-Central,"City: 50,000 to 500,000","City over 50,000",21.0,78749.0
1066146.0,Texas,7.0,Call 1,Backside complete,1.37732017040253,John Kerry,Female,Hispanic/Latino,Yes,30-39,Democrat,Somewhat liberal,High school graduate,"Under $15,000",Worse today,"Yes, someone else does",Catholic,A few times a month,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Enthusaistic,Very likely,Hillary Clinton,Somewhat,Created more jobs in your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Hispanic/Latino,Hispanic/South,"City over 500,000","City over 50,000",28.0,78224.0
1066147.0,Texas,121.0,Call 1,Backside complete,1.57275688648224,John Kerry,Female,White,No,60-64,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Protestant,More than once a week,No,Health care/Medicare,Poor,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,West,Rural,Small cities and Rural,17.0,76463.0
1066153.0,Texas,93.0,Call 1,Backside not complete,1.51884508132935,John Kerry,Male,Black,No,65-74,,,,,,,,,,Omit,,Withdraw all troops,"Dissatisfied, but not angry",,"Dissatisfied, but not angry",Very likely,Hillary Clinton,,Had no effect on jobs in your state,,65 or over,60 or over,65 or over,,,,,Withdraw some/all troops,Very/somewhat likely,,,65 or over,,,,,Non-white male,,,,Black,Houston,"City over 500,000","City over 50,000",18.0,77016.0
1066155.0,Texas,91.0,Call 1,Backside complete,0.501012325286865,Al Sharpton,Male,Black,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,Catholic,More than once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,Omit,Not much,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Houston,"City over 500,000","City over 50,000",18.0,77021.0
1066156.0,Texas,151.0,Call 1,Backside complete,0.395093977451324,Dennis Kucinich,Male,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,A few times a month,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Not at all likely,John Edwards,Somewhat,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,31.0,78729.0
1066162.0,Texas,131.0,Call 1,Backside complete,0.395093977451324,John Kerry,Female,,,50-59,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, someone else does",Something else,More than once a week,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,,"Yes, I am or someone in household is",No,Very/somewhat confident,,Dallas/Ft. Worth,"City over 500,000","City over 50,000",24.0,76119.0
1066164.0,Texas,7.0,Call 1,Backside complete,1.41863334178925,John Kerry,Female,Hispanic/Latino,Yes,60-64,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,Catholic,More than once a week,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,No,No,Very/somewhat confident,Hispanic/Latino,Hispanic/South,"City over 500,000","City over 50,000",28.0,78224.0
1066165.0,Texas,1.0,Call 1,Backside complete,1.57456231117249,John Edwards,Female,White,No,40-44,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,Other Christian,A few times a month,Yes,Health care/Medicare,Not so good,Keep the same number of troops,Angry,Gay couples allowed to legally marry,Angry,Not too likely,John Edwards,Not much,Taken more jobs from your state,Very confident,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,11.0,76501.0
1066168.0,Texas,121.0,Call 1,Backside complete,1.57456231117249,John Edwards,Male,Other,No,50-59,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Something else,Once a week,Yes,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,All others/Omits,College degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Not too/not at all confident,Other,West,Rural,Small cities and Rural,17.0,76463.0
1066174.0,Texas,87.0,Call 1,Backside complete,0.598756611347198,John Kerry,Female,White,No,30-39,Democrat,Very liberal,College graduate,"$100,000 or more",About the same,No one does,Protestant,More than once a week,No,Education,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Houston,"City over 500,000","City over 50,000",18.0,77004.0
1066175.0,Texas,87.0,Call 1,Backside complete,0.748055100440979,Al Sharpton,Female,Other,No,40-44,Something Else,Very liberal,College graduate,"$75,000-$99,999",Better today,No one does,Other Christian,Once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,Bill Richardson,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Other,Houston,"City over 500,000","City over 50,000",18.0,77004.0
1066176.0,Texas,91.0,Call 1,Backside complete,0.501012325286865,Al Sharpton,Male,Black,,50-59,Independent,Somewhat conservative,Postgraduate study,"Under $15,000",Worse today,No one does,Something else,Never,,Taxes,Poor,Withdraw all troops,Omit,No legal recognition of gay couples' relationships,Omit,Omit,Omit,Omit,Omit,Somewhat confident,45-64,45-59,50-64,Never,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Omit,Omit,Not so good/Poor,18-64,Independent,Conservative,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Houston,"City over 500,000","City over 50,000",18.0,77021.0
1066178.0,Texas,107.0,Call 1,Backside complete,1.50033032894135,John Kerry,Female,Black,No,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Other Christian,More than once a week,No,Economy/Jobs,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,East,Suburbs,Suburbs,4.0,75160.0
1066180.0,Texas,151.0,Call 1,Backside complete,1.57456231117249,John Edwards,Female,White,No,40-44,Democrat,Very liberal,High school graduate,"$100,000 or more",Worse today,No one does,None,Never,No,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,40-49,Never,All others/Omits,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,31.0,78729.0
1066182.0,Texas,1.0,Call 1,Backside complete,1.39382839202881,John Kerry,Female,White,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Protestant,Once a week,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,11.0,76501.0
1066186.0,Texas,151.0,Call 1,Backside complete,0.906704723834991,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Something else,A few times a month,No,Economy/Jobs,Good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not too likely,Hillary Clinton,Somewhat,Omit,Somewhat confident,30-44,30-44,30-39,Occasionally,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Something else,White Something else,White male,No,No,Very/somewhat confident,White,South-Central,Suburbs,Suburbs,31.0,78729.0
1066189.0,Texas,7.0,Call 1,Backside complete,1.47057974338531,John Kerry,Male,Hispanic/Latino,No,45-49,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",About the same,No one does,Catholic,A few times a year,No,Taxes,Not so good,Send more troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,40-49,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Hispanic/Latino,Hispanic/South,"City over 500,000","City over 50,000",28.0,78224.0
