ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
996179.0,Rhode Island,1.0,Call 1,Backside complete,0.833121538162231,John Kerry,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",Worse today,"Yes, someone else does",Jewish,Yes,In the last three days,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996203.0,Rhode Island,67.0,Call 1,Backside complete,1.14646112918854,John Kerry,Female,Hispanic/Latino,Yes,40-44,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Something else,No,In the last month,Economy/Jobs,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,No,"Under $50,000",18-64,Democrat,Moderate,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,Hispanic/Latino,Providence/Industrial cities,"City: 10,000 to 49,999",Small cities and Rural,2.0,02903
996206.0,Rhode Island,69.0,Call 1,Backside complete,1.87014353275299,John Kerry,Male,Black,No,50-59,Independent,Somewhat liberal,High school graduate,"$50,000-$74,999",About the same,"Yes, someone else does",Other Christian,No,In the last month,Omit,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,Satisfied only if Kerry is the nominee,Neither candidate,No,Creates more jobs in your state,Neither candidate,45-64,45-59,50-64,Very/somewhat important,No college degree,No,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,"Yes, I am or someone in household is",No,Black,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,02903
996213.0,Rhode Island,85.0,Call 1,Backside complete,1.07377815246582,Howard Dean,Female,White,No,45-49,Independent,Very liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,Something else,No,Today,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Edwards,Yes,Omit,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Independent,Liberal,Something else,White Something else,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
996240.0,Rhode Island,67.0,Call 1,Backside complete,1.23081696033478,John Kerry,Female,White,No,65-74,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,Catholic,No,Today,Health care/Medicare,He stands up for what he believes,Somewhat important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Kerry,No,Creates more jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Providence/Industrial cities,"City: 10,000 to 49,999",Small cities and Rural,2.0,02903
996242.0,Rhode Island,1.0,Call 1,Backside complete,0.894422054290771,John Kerry,Female,White,No,65-74,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, I do",None,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Only John Kerry,No,Has no effect on jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"$50,000 or more",65 or over,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996276.0,Rhode Island,67.0,Call 1,Backside complete,1.34802734851837,John Kerry,Male,White,No,60-64,Democrat,Somewhat liberal,College graduate,"Under $15,000",About the same,No one does,Catholic,No,In the last week,Health care/Medicare,He has the right experience,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,College degree,No,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,White,Providence/Industrial cities,"City: 10,000 to 49,999",Small cities and Rural,2.0,02903
996277.0,Rhode Island,67.0,Call 1,Backside not complete,1.23081696033478,John Kerry,Female,White,,75 or over,,,,,,,,,Today,The war in Iraq,Omit,,Omit,,,Omits,Omit,,,Omit,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Omit,Omit,White female,Omit,Omit,Today/Last 3 days/Last week,Omit,Omit,,,White,Providence/Industrial cities,"City: 10,000 to 49,999",Small cities and Rural,2.0,02903
996280.0,Rhode Island,1.0,Call 1,Backside complete,0.592015564441681,Dennis Kucinich,Female,Asian,No,30-39,Independent,Moderate,College graduate,"$100,000 or more",Better today,"Yes, someone else does",None,No,Today,Omit,Omit,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Independent,Moderate,None,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,Non-white female,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,Asian,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996287.0,Rhode Island,85.0,Call 1,Backside complete,1.00891923904419,John Edwards,Male,White,No,60-64,Independent,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,"Yes, I do",Protestant,Yes,In the last week,The war in Iraq,He can defeat George W. Bush,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,Omit,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
996320.0,Rhode Island,1.0,Call 1,Backside complete,0.648393034934998,Dennis Kucinich,Male,White,No,45-49,Independent,Very liberal,Some college or associate degree,"$100,000 or more",Better today,"Yes, I do",Protestant,Yes,Before that,Economy/Jobs,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996326.0,Rhode Island,85.0,Call 1,Backside not complete,0.939771473407745,John Edwards,Male,White,No,50-59,,,,,,,,,Before that,Health care/Medicare,He has a positive message,,"Dissatisfied, but not angry",,,Satisfied if either one is the nominee,Both candidates,,,Both candidates,45-64,45-59,50-64,,,,,18-64,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,,,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
996361.0,Rhode Island,1.0,Call 1,Backside complete,0.833121538162231,John Kerry,Female,White,No,50-59,Independent,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,Catholic,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",18-64,Independent,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996373.0,Rhode Island,85.0,Call 1,Backside complete,1.00190448760986,John Kerry,Male,White,No,40-44,Independent,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,Jewish,No,Today,Economy/Jobs,He has the right experience,Not at all important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,No,"$50,000 or more",18-64,Independent,Moderate,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
996381.0,Rhode Island,61.0,Call 1,Backside complete,0.552866876125336,Other,Male,White,No,65-74,Republican,Moderate,Postgraduate study,"$50,000-$74,999",About the same,No one does,Catholic,No,Today,Omit,He is honest and trustworthy,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Omits,Neither candidate,No,Omit,Neither candidate,65 or over,60 or over,65 or over,Omit,College degree,No,"$50,000 or more",65 or over,Republican,Moderate,Catholic,White Catholic,Omit,Omit,White male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Edwards/Neither,No,No,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02903
996413.0,Rhode Island,1.0,Call 1,Backside not complete,0.833121538162231,John Kerry,Female,White,No,50-59,,,,,,,,,Before that,Economy/Jobs,He can defeat George W. Bush,,Angry,,,Satisfied if either one is the nominee,Neither candidate,,,Both candidates,45-64,45-59,50-64,,,,,18-64,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,,,White,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996420.0,Rhode Island,85.0,Call 1,Backside complete,0.914789378643036,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Catholic,No,Before that,Economy/Jobs,He is honest and trustworthy,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
996434.0,Rhode Island,61.0,Call 1,Backside complete,0.979673326015472,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$100,000 or more",About the same,No one does,Protestant,Yes,Today,Economy/Jobs,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02903
996463.0,Rhode Island,85.0,Call 1,Backside complete,0.982098996639252,John Kerry,Female,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",Jewish,Yes,Before that,The war in Iraq,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"$50,000 or more",65 or over,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
996467.0,Rhode Island,53.0,Call 1,Backside complete,1.09774732589722,John Kerry,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Jewish,No,In the last month,Health care/Medicare,He has a positive message,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Yes,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Warwick/Middle-class suburbs,"City: 10,000 to 49,999",Small cities and Rural,1.0,02911
996468.0,Rhode Island,1.0,Call 1,Backside complete,1.10759592056274,John Kerry,Male,Black,No,18-24,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Catholic,No,In the last month,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,18-29,18-29,18-24,Very/somewhat important,No college degree,Yes,"Under $50,000",18-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996482.0,Rhode Island,61.0,Call 1,Backside complete,1.29395055770874,Dennis Kucinich,Male,White,No,65-74,Democrat,Very liberal,Postgraduate study,"$30,000-$49,999",Better today,No one does,Jewish,No,In the last three days,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"Under $50,000",65 or over,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,Providence/Industrial cities,"City: 50,000 to 500,000","City over 50,000",1.0,02903
996497.0,Rhode Island,1.0,Call 1,Backside not complete,1.00746941566467,John Kerry,Female,,No,75 or over,,,,,,,,,Before that,Omit,Omit,,"Dissatisfied, but not angry",,,Satisfied only if Kerry is the nominee,Only John Kerry,,,Only John Kerry,65 or over,60 or over,65 or over,,,,,65 or over,,,,,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,,,,Rural/Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,02806
996518.0,Rhode Island,85.0,Call 1,Backside complete,1.07562398910522,John Kerry,Male,White,No,75 or over,Independent,Moderate,College graduate,"$50,000-$74,999",Better today,"Yes, someone else does",Jewish,Yes,Before that,The war in Iraq,He has the right experience,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,No,"$50,000 or more",65 or over,Independent,Moderate,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Warwick/Middle-class suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,02886
