ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,issue,qual,NEC,IRAQAPP,BUSHANGR,BEATBUSH,satkerry,TRADE,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,EMPWMN,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
797060.0,Tennessee,,,Backside complete,Early voter exit poll,0.563077569007874,John Kerry,Male,White,No,60-64,Democrat,Somewhat conservative,Did not complete high school,"Under $15,000",About the same,No one does,No one has,Protestant,More than once a week,Not working and not looking for work,Never,,Health care/Medicare,He stands up for what he believes,Good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,,45-59,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,All others/Omits,"Under $50,000",Somewhat/Strongly disapprove,No,No,Excellent/Good,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797061.0,Tennessee,,,Backside complete,Early voter exit poll,0.786151468753815,Wesley Clark,Male,White,No,60-64,Democrat,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,No one has,Protestant,Never,Employed full-time,Never,,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Very dissatisfied,,45-59,60 or over,50-64,Never,Protestant/Do not attend weekly,No college degree,All others/Omits,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797062.0,Tennessee,,,Backside not complete,Early voter exit poll,0.673386871814728,John Edwards,Male,White,No,50-59,,,,,,,,,,,Never,,Health care/Medicare,He can defeat George W. Bush,,,Angry,,Very satisfied,,45-59,45-59,50-64,Omit,,,,,,,,,18-64,,,,,Very/Somewhat satisfied,White male,,,,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797063.0,Tennessee,,,Backside complete,Early voter exit poll,0.522855281829834,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,"Yes, someone else has",Protestant,Once a week,Employed full-time,Frequently,,Economy/Jobs,He can defeat George W. Bush,Not so good,Somewhat disapprove,Angry,He can defeat George W. Bush in November,Very satisfied,,45-59,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,Employed women,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,,No,No,Frequently/Occasionally,White,Middle west,Rural,Small cities and Rural,6.0,
797064.0,Tennessee,,,Backside complete,Early voter exit poll,0.757371008396149,Uncommitted,Female,Other,No,30-39,Independent,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Better today,No one does,"Yes, someone else has",Protestant,Once a week,Employed full-time,Never,,National security/Terrorism,He stands up for what he believes,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,Employed women,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Independent,Liberal,Protestant/Other Christian,All others/Omits,Very/Somewhat satisfied,Non-white female,,No,No,Rarely/Never,Other,Middle west,Rural,Small cities and Rural,6.0,
797065.0,Tennessee,,,Backside complete,Early voter exit poll,0.786151468753815,Wesley Clark,Male,White,No,60-64,Democrat,Somewhat conservative,,"$50,000-$74,999",About the same,No one does,"Yes, I have",Protestant,A few times a year,Employed full-time,Never,,The war in Iraq,He has a positive message,Poor,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very dissatisfied,,45-59,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,,All others/Omits,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797066.0,Tennessee,,,Backside complete,Early voter exit poll,0.546699941158295,John Kerry,Female,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$100,000 or more",About the same,No one does,"Yes, someone else has",Protestant,Once a week,Employed full-time,Never,,Economy/Jobs,Omit,Not so good,Strongly approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,,45-59,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,Employed women,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797067.0,Tennessee,,,Backside complete,Early voter exit poll,0.600827872753143,Did not vote,Female,White,No,40-44,Republican,Very conservative,High school graduate,"$50,000-$74,999",Better today,No one does,No one has,Protestant,More than once a week,Employed full-time,Never,,Economy/Jobs,Omit,Good,Strongly approve,Enthusaistic,Omit,Very dissatisfied,,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,No college degree,Employed women,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797068.0,Tennessee,,,Backside complete,Early voter exit poll,0.731978416442871,Wesley Clark,Female,Black,No,30-39,Democrat,Somewhat liberal,High school graduate,,Worse today,No one does,"Yes, someone else has",Other Christian,Once a week,Not working and looking for work,Never,,Economy/Jobs,He stands up for what he believes,Poor,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Omit,,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,Unemployed women,,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Omit,Non-white female,,No,No,Rarely/Never,Black,Middle west,Rural,Small cities and Rural,6.0,
797069.0,Tennessee,,,Backside complete,Early voter exit poll,0.494867563247681,Dennis Kucinich,Male,White,No,45-49,Independent,Very conservative,High school graduate,"$30,000-$49,999",Better today,No one does,No one has,Protestant,More than once a week,Employed full-time,Rarely,,Economy/Jobs,He cares about people like me,Good,Strongly approve,Enthusaistic,He agrees with you on the major issues,Very dissatisfied,,45-59,45-59,40-49,Weekly,Protestant/Attend Weekly,No college degree,All others/Omits,"Under $50,000",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Independent,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797070.0,Tennessee,,,Backside complete,Early voter exit poll,0.563077569007874,John Kerry,Male,White,No,75 or over,Republican,Somewhat conservative,Postgraduate study,"$50,000-$74,999",Better today,No one does,"Yes, I have",Protestant,Once a week,Not working and not looking for work,Never,,Education,He has the right experience,Good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,All others/Omits,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,,No,No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797071.0,Tennessee,,,Backside complete,Early voter exit poll,0.706010162830353,John Edwards,Male,Black,No,60-64,Independent,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,"Yes, someone else has",Protestant,Never,Employed full-time,Never,,Economy/Jobs,He has a positive message,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat dissatisfied,,45-59,60 or over,50-64,Never,Protestant/Do not attend weekly,No college degree,All others/Omits,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Very/Somewhat dissatisfied,Non-white male,,No,No,Rarely/Never,Black,Middle west,Rural,Small cities and Rural,6.0,
797072.0,Tennessee,,,Backside complete,Early voter exit poll,0.499248147010803,Howard Dean,Male,White,No,60-64,Democrat,Somewhat conservative,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, someone else does","Yes, someone else has",Protestant,More than once a week,Not working and not looking for work,Rarely,,Health care/Medicare,He cares about people like me,Poor,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat satisfied,,45-59,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,All others/Omits,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,,"Yes, I am or someone in household is",No,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797073.0,Tennessee,,,Backside complete,Early voter exit poll,0.563077569007874,John Kerry,Male,White,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Better today,"Yes, I do","Yes, I have",Protestant,More than once a week,Not working and not looking for work,Rarely,,Education,He can defeat George W. Bush,Good,Somewhat approve,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Very satisfied,,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,All others/Omits,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
797074.0,Tennessee,,,Backside complete,Early voter exit poll,0.500605046749115,Howard Dean,Male,Black,No,60-64,Independent,Moderate,High school graduate,"$15,000-$29,999",About the same,No one does,No one has,Protestant,A few times a month,Not working and not looking for work,Never,,Taxes,He stands up for what he believes,Not so good,Strongly approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Somewhat satisfied,,45-59,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,All others/Omits,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Very/Somewhat satisfied,Non-white male,,No,No,Rarely/Never,Black,Middle west,Rural,Small cities and Rural,6.0,
797075.0,Tennessee,,,Backside complete,Early voter exit poll,0.563077569007874,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",Worse today,"Yes, I do","Yes, I have",Protestant,Once a week,Employed full-time,Never,,National security/Terrorism,He stands up for what he believes,Poor,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,All others/Omits,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Middle west,Rural,Small cities and Rural,6.0,
