ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,CUBAN3,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,jebangr,kerryfl,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1065200.0,Florida,49.0,Call 1,Backside complete,1.30993819236755,John Kerry,Female,White,No,65-74,Independent,Moderate,Some college or associate degree,"$75,000-$99,999",About the same,No one does,Protestant,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065201.0,Florida,49.0,Call 1,Backside complete,1.30993819236755,John Kerry,Female,White,No,75 or over,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Jewish,Never,No,Health care/Medicare,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Had no effect on jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Never,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Jewish,White Jewish,White female,No,No,Very/somewhat confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065202.0,Florida,49.0,Call 1,Backside complete,1.52194559574127,John Kerry,Male,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Protestant,Never,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Not too/not at all confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065203.0,Florida,27.0,Call 1,Backside complete,1.49745738506317,John Kerry,Male,Hispanic/Latino,"Yes, other Hispanic",30-39,Democrat,Moderate,College graduate,"$100,000 or more",Worse today,"Yes, I do",Catholic,A few times a month,No,Economy/Jobs,Poor,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Hispanic/Latino,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",25.0,33196.0
1065204.0,Florida,49.0,Call 1,Backside complete,1.52194559574127,John Kerry,Male,White,No,60-64,Democrat,Very liberal,,,About the same,No one does,Other Christian,Once a week,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Angry,Very likely,Bob Graham,Somewhat,Omit,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065205.0,Florida,40.0,Call 1,Backside complete,1.67238068580627,John Kerry,Female,White,No,40-44,Democrat,Somewhat conservative,Did not complete high school,"$50,000-$74,999",About the same,No one does,Catholic,Once a week,No,Health care/Medicare,Good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Somewhat likely,Bob Graham,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,40-49,Weekly,Catholic/Attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Conservative,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,North,"City over 500,000","City over 50,000",3.0,32277.0
1065206.0,Florida,27.0,Call 1,Backside complete,1.49745738506317,John Kerry,Male,Hispanic/Latino,"Yes, other Hispanic",50-59,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,Catholic,Once a week,Yes,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Hispanic/Latino,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",25.0,33196.0
1065207.0,Florida,49.0,Call 1,Backside complete,1.27530312538147,John Kerry,Female,Black,No,75 or over,Democrat,,,"Under $15,000",Worse today,,Protestant,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Omit,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,,Protestant/Other Christian,All others/Omits,Non-white female,,,Not too/not at all confident,Black,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065208.0,Florida,49.0,Call 1,Backside not complete,1.48170495033264,John Kerry,Male,Black,No,75 or over,,,,,,,,,,Health care/Medicare,,Withdraw all troops,Angry,,Angry,Very likely,John Edwards,,Omit,,65 or over,60 or over,65 or over,,,,,Withdraw some/all troops,Very/somewhat likely,,,65 or over,,,,,Non-white male,,,,Black,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065209.0,Florida,40.0,Call 1,Backside not complete,1.21595311164856,Howard Dean,Male,White,No,60-64,,,,,,,,,,The situation in Iraq,,Withdraw all troops,Angry,,Angry,Very likely,John Edwards,,Created more jobs in your state,,45-64,60 or over,50-64,,,,,Withdraw some/all troops,Very/somewhat likely,,,18-64,,,,,White male,,,,White,North,"City over 500,000","City over 50,000",3.0,32277.0
1065210.0,Florida,27.0,Call 1,Backside complete,1.49745738506317,John Kerry,Male,Hispanic/Latino,"Yes, other Hispanic",30-39,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,Catholic,A few times a year,No,The situation in Iraq,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Hispanic/Latino,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",25.0,33196.0
1065211.0,Florida,4.0,Call 1,Backside complete,1.36207795143127,John Kerry,Female,White,No,65-74,Independent,Moderate,Postgraduate study,"Under $15,000",Worse today,No one does,Something else,Once a week,No,Education,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not at all confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Something else,White Something else,White female,No,No,Not too/not at all confident,White,Central,"City: 50,000 to 500,000","City over 50,000",15.0,32935.0
1065212.0,Florida,49.0,Call 1,Backside complete,1.30993819236755,John Kerry,Female,White,No,60-64,Democrat,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,Protestant,Never,No,Economy/Jobs,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Never,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065213.0,Florida,40.0,Call 1,Backside complete,1.7364661693573,Al Sharpton,Male,Black,No,45-49,Democrat,Very liberal,Some college or associate degree,"$100,000 or more",Worse today,"Yes, I do and someone else does",None,Never,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Never,All others/Omits,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,North,"City over 500,000","City over 50,000",3.0,32277.0
1065214.0,Florida,27.0,Call 1,Backside complete,1.49745738506317,John Kerry,Male,Hispanic/Latino,"Yes, other Hispanic",50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Catholic,A few times a year,Yes,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Somewhat confident,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Catholic,All others/Omits,Non-white male,No,No,Very/somewhat confident,Hispanic/Latino,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",25.0,33196.0
1065215.0,Florida,4.0,Call 1,Backside complete,1.36207795143127,John Kerry,Female,White,No,75 or over,Democrat,Very liberal,College graduate,"$30,000-$49,999",Worse today,No one does,Other Christian,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Central,"City: 50,000 to 500,000","City over 50,000",15.0,32935.0
1065216.0,Florida,49.0,Call 1,Backside complete,1.30993819236755,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Postgraduate study,,About the same,No one does,None,Never,No,Economy/Jobs,Not so good,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Never,All others/Omits,College degree,,Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,No,No,Very/somewhat confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065217.0,Florida,40.0,Call 1,Backside not complete,1.7364661693573,Al Sharpton,Female,Black,No,50-59,,,,,,,,,,Health care/Medicare,,Withdraw all troops,Angry,,Angry,Not too likely,Hillary Clinton,,Taken more jobs from your state,,45-64,45-59,50-64,,,,,Withdraw some/all troops,Not too/Not at all likely,,,18-64,,,,,Non-white female,,,,Black,North,"City over 500,000","City over 50,000",3.0,32277.0
1065218.0,Florida,40.0,Call 1,Backside not complete,1.5700751543045,John Kerry,Female,Black,,,,,,,,,,,,Omit,,Omit,Omit,,Omit,Omit,Omit,,Omit,,,,,,,,,Omit,Omit,,,,,,,,Non-white female,,,,Black,North,"City over 500,000","City over 50,000",3.0,32277.0
1065220.0,Florida,4.0,Call 1,Backside complete,1.53084576129913,John Kerry,Male,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,None,Never,No,Economy/Jobs,Not so good,Send more troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,Bob Graham,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Never,All others/Omits,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White male,No,No,Very/somewhat confident,White,Central,"City: 50,000 to 500,000","City over 50,000",15.0,32935.0
1065221.0,Florida,49.0,Call 1,Backside complete,1.7364661693573,John Edwards,Male,White,No,65-74,Independent,Moderate,College graduate,"$30,000-$49,999",About the same,No one does,Catholic,More than once a week,No,Taxes,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Independent,Moderate,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065222.0,Florida,49.0,Call 1,Backside complete,1.7364661693573,John Edwards,Female,White,No,65-74,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, someone else does",Catholic,A few times a year,No,Omit,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Bob Graham,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065223.0,Florida,49.0,Call 1,Backside complete,1.13531577587128,Dennis Kucinich,Male,White,No,50-59,Independent,Very liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,None,Never,Yes,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally marry,Angry,Very likely,Bob Graham,Somewhat,Taken more jobs from your state,Not at all confident,45-64,45-59,50-64,Never,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Independent,Liberal,None,White None,White male,No,No,Not too/not at all confident,White,North,"City: 10,000 to 49,999",Small cities and Rural,7.0,32164.0
1065224.0,Florida,27.0,Call 1,Backside complete,1.60052073001862,John Edwards,Male,Hispanic/Latino,"Yes, other Hispanic",30-39,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",Better today,"Yes, I do",None,Never,No,Education,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally marry,Angry,Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Never,All others/Omits,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,None,All others/Omits,Non-white male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Hispanic/Latino,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",25.0,33196.0
1065225.0,Florida,4.0,Call 1,Backside complete,1.49240958690643,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,"Yes, I do",Catholic,Once a week,No,Health care/Medicare,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White male,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,White,Central,"City: 50,000 to 500,000","City over 50,000",15.0,32935.0
1065226.0,Florida,81.0,Call 1,Backside complete,0.705145239830017,Did not vote,Male,White,No,75 or over,Republican,Very conservative,Postgraduate study,"$30,000-$49,999",Better today,No one does,Protestant,A few times a year,Yes,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,South,"City: 10,000 to 49,999",Small cities and Rural,13.0,34207.0
1065227.0,Florida,4.0,Call 1,Backside complete,1.49240958690643,John Kerry,Male,White,No,75 or over,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a year,Yes,Economy/Jobs,Not so good,Omit,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,College degree,"$50,000 or more",Omit,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Central,"City: 50,000 to 500,000","City over 50,000",15.0,32935.0
1065229.0,Florida,27.0,Call 1,Backside complete,1.36668479442596,John Kerry,Female,White,No,40-44,Democrat,Moderate,College graduate,"$50,000-$74,999",About the same,No one does,Catholic,A few times a month,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Had no effect on jobs in your state,Not too confident,30-44,30-44,40-49,Occasionally,Catholic/Do not attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,White female,No,No,Not too/not at all confident,White,Miami/Gold coast,"City: 50,000 to 500,000","City over 50,000",25.0,33196.0
1065230.0,Florida,81.0,Call 1,Backside complete,0.766609609127045,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$15,000-$29,999",About the same,No one does,Other Christian,Never,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,Bob Graham,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Never,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,South,"City: 10,000 to 49,999",Small cities and Rural,13.0,34207.0
