ID,STANUM,PRECINCT,CALL,WGT,DPRES,SEX,AGE9,DPARTYID,PHIL4,COLLDEG,INCSHORT,UNION2,FTCAUCUS,NETPOLI2,TIMEDC,ISSUE,QUAL,IRAQAPPR,DEM2ND,AGE60,AGE65,AGE,COLLEDUC,DPARTY,IRAQ2PT,NETUSAGE,OVER65,PHIL3,TIMEDC2,qdem2nd,GEOCODE
557935.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Male,17-24,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,No,Somewhat,In the last week,Education,Can beat George W. Bush,Strongly disapprove,Dean,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Dean,East
557936.0,Iowa,3.0,Call 1,1.23633861541748,John Kerry,Male,75 or over,Strong Democrat,Moderate,Postgraduate study,"$50,000 or more",,Yes,Not much,Before that,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,East
557937.0,Iowa,17.0,Call 1,0.859012007713318,Howard Dean,Male,60-64,Strong Democrat,Very liberal,College degree,"$50,000 or more",No,Yes,Not at all,Before that,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Kerry,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
557938.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Male,17-24,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,No,Somewhat,In the last week,Education,Can beat George W. Bush,Strongly disapprove,Dean,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Dean,East
557939.0,Iowa,3.0,Call 1,1.17398309707642,Howard Dean,Female,75 or over,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,Yes,Not at all,Before that,Health care/Medicare,Omit,Strongly approve,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Edwards,East
557940.0,Iowa,17.0,Call 1,0.859012007713318,Howard Dean,Female,65-74,Strong Democrat,Conservative,No college degree,"Under $50,000",No,No,Not at all,In the last month,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Conservative,In the last month/Before that,Edwards,East
557941.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Male,17-24,Independent,Very liberal,No college degree,"$50,000 or more",No,No,Not much,In the last week,Education,Can beat George W. Bush,Strongly disapprove,Dean,17-29,17-24,17-29,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Dean,East
557942.0,Iowa,3.0,Call 1,1.23633861541748,John Kerry,,75 or over,Strong Democrat,Moderate,No college degree,"Under $50,000",No,No,Not at all,In the last month,Health care/Medicare,Takes strong stands on the issues,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,East
557943.0,Iowa,17.0,Call 1,0.859012007713318,Howard Dean,Male,45-49,Independent,Moderate,College degree,"$50,000 or more",No,No,Not much,Before that,Health care/Medicare,Cares about people like me,Somewhat disapprove,Kerry,45-59,40-49,45-59,College degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Kerry,East
557944.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Female,17-24,Strong Democrat,Very liberal,College degree,"Under $50,000",No,Yes,A great deal,Before that,Education,Can beat George W. Bush,Somewhat disapprove,Uncommitted,17-29,17-24,17-29,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Uncommitted,East
557945.0,Iowa,17.0,Call 1,1.26490998268127,John Edwards,Male,75 or over,Independent,Moderate,No college degree,"Under $50,000",Yes,Yes,A great deal,In the last month,Health care/Medicare,Takes strong stands on the issues,Somewhat disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last month/Before that,Kerry,East
557946.0,Iowa,48.0,Call 1,0.601256906986237,Wesley Clark,Female,17-24,Republican,Very liberal,No college degree,"$50,000 or more",No,No,A great deal,Before that,National security,Can beat George W. Bush,Somewhat disapprove,Uncommitted,17-29,17-24,17-29,No college degree,Independent,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Uncommitted,East
557947.0,Iowa,3.0,Call 1,1.72871029376984,John Edwards,,60-64,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,Yes,Not at all,Before that,Economy/Jobs,Takes strong stands on the issues,Strongly approve,Kerry,60 or over,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last month/Before that,Kerry,East
557948.0,Iowa,17.0,Call 1,0.859012007713318,Howard Dean,Male,60-64,Strong Democrat,Conservative,College degree,"Under $50,000",No,Yes,Not at all,Before that,Omit,Can beat George W. Bush,Strongly disapprove,Edwards,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Conservative,In the last month/Before that,Edwards,East
557949.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Female,17-24,Not strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,No,Not much,In the last month,Farm policy/subsidies,Takes strong stands on the issues,Somewhat approve,Uncommitted,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last month/Before that,Uncommitted,East
557950.0,Iowa,48.0,Call 1,1.99466574192047,John Edwards,Male,17-24,Not strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",No,No,Not at all,In the last week,Education,Takes strong stands on the issues,Somewhat disapprove,Kerry,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,East
557951.0,Iowa,17.0,Call 1,0.904638051986694,John Kerry,Female,65-74,Strong Democrat,Somewhat liberal,College degree,"Under $50,000",No,No,Not at all,In the last 3 days,Health care/Medicare,Omit,Strongly disapprove,Dean,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last 3 days/week,Dean,East
557952.0,Iowa,48.0,Call 1,0.518998920917511,Uncommitted,Male,17-24,Not strong Democrat,Very liberal,College degree,"$50,000 or more",No,,Not at all,In the last month,The war in Iraq,Cares about people like me,Strongly disapprove,Edwards,17-29,17-24,17-29,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Edwards,East
557953.0,Iowa,17.0,Call 1,0.859012007713318,Howard Dean,Female,65-74,Not strong Democrat,Moderate,No college degree,"Under $50,000",,No,Not at all,Before that,Omit,Takes strong stands on the issues,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Kerry,East
557954.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Male,17-24,Strong Democrat,Very liberal,No college degree,"$50,000 or more",No,No,Not much,In the last month,The war in Iraq,Can beat George W. Bush,Strongly disapprove,Dean,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Dean,East
557955.0,Iowa,98.0,Call 1,1.08781743049622,John Kerry,Female,50-59,Strong Democrat,Moderate,Postgraduate study,"Under $50,000",No,No,Somewhat,In the last month,Health care/Medicare,Takes strong stands on the issues,Somewhat approve,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Edwards,Central
557956.0,Iowa,48.0,Call 1,1.71891021728516,John Kerry,Male,17-24,Strong Democrat,Very liberal,No college degree,"$50,000 or more",No,No,Not much,In the last 3 days,Education,Cares about people like me,Strongly disapprove,No second choice,17-29,17-24,17-29,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,No second choice,East
557957.0,Iowa,98.0,Call 1,1.07612216472626,,Male,50-59,Not strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Not much,In the last month,Omit,Has the right experience,Strongly disapprove,Omit,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Omit,Central
557959.0,Iowa,98.0,Call 1,1.08781743049622,John Kerry,Female,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",Yes,Yes,Not at all,In the last week,Health care/Medicare,Can beat George W. Bush,Somewhat disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last 3 days/week,Edwards,Central
557960.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Female,65-74,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,A great deal,In the last month,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Dean,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Liberal,In the last month/Before that,Dean,Central
557961.0,Iowa,38.0,Call 1,0.693431913852692,Howard Dean,Male,65-74,Strong Democrat,Moderate,Postgraduate study,"Under $50,000",No,Yes,Not much,In the last month,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Kerry,Central
557962.0,Iowa,98.0,Call 1,1.08781743049622,John Kerry,,60-64,Strong Democrat,Moderate,Postgraduate study,"Under $50,000",No,No,Somewhat,In the last month,Health care/Medicare,Can beat George W. Bush,Strongly approve,Edwards,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Edwards,Central
557963.0,Iowa,116.0,Call 1,0.719753623008728,Howard Dean,Female,60-64,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,No,Somewhat,In the last 3 days,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Kerry,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Kerry,Central
557964.0,Iowa,38.0,Call 1,0.679885864257813,John Kerry,Male,50-59,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,Somewhat,Before that,Economy/Jobs,Can beat George W. Bush,Strongly disapprove,Edwards,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,Central
557965.0,Iowa,98.0,Call 1,1.08781743049622,John Kerry,,75 or over,Strong Democrat,Moderate,College degree,"$50,000 or more",Yes,Yes,,In the last month,Omit,Omit,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,,65 or over,Moderate,In the last month/Before that,Gephardt,Central
557966.0,Iowa,116.0,Call 1,0.719753623008728,Howard Dean,Male,45-49,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,Not much,In the last week,National security,Can beat George W. Bush,Strongly disapprove,Omit,45-59,40-49,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Omit,Central
557967.0,Iowa,38.0,Call 1,0.679885864257813,John Kerry,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Not at all,Before that,Economy/Jobs,Can beat George W. Bush,Somewhat approve,Gephardt,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,17-64,Liberal,In the last month/Before that,Gephardt,Central
557968.0,Iowa,98.0,Call 1,1.07256317138672,John Edwards,Male,50-59,Independent,Somewhat liberal,Postgraduate study,"Under $50,000",Yes,No,Somewhat,In the last week,Education,Takes strong stands on the issues,Somewhat disapprove,Other,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,Other,Central
557969.0,Iowa,98.0,Call 1,0.583469152450562,Wesley Clark,Male,65-74,Independent,Moderate,College degree,"$50,000 or more",No,Yes,Not much,Before that,National security,Takes strong stands on the issues,Strongly approve,Kerry,60 or over,65 or over,65 or over,College degree,Republican,Strongly/Somewhat approve,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Kerry,Central
557970.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Female,60-64,Strong Democrat,Somewhat liberal,Postgraduate study,"Under $50,000",No,No,Somewhat,Before that,Health care/Medicare,Has the right experience,Strongly disapprove,Omit,60 or over,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Omit,Central
557971.0,Iowa,38.0,Call 1,0.746064186096191,Dick Gephardt,Male,50-59,Independent,Somewhat liberal,Postgraduate study,"$50,000 or more",No,No,Somewhat,Before that,Education,Can beat George W. Bush,Strongly approve,Edwards,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,Central
557972.0,Iowa,38.0,Call 1,0.679885864257813,John Kerry,Female,50-59,Independent,Somewhat liberal,Postgraduate study,"$50,000 or more",No,Yes,Somewhat,In the last week,National security,Can beat George W. Bush,Strongly disapprove,No second choice,45-59,50-64,45-59,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last 3 days/week,No second choice,Central
557973.0,Iowa,98.0,Call 1,0.583469152450562,Wesley Clark,Female,65-74,Strong Democrat,Moderate,College degree,"$50,000 or more",No,Yes,Somewhat,In the last week,National security,Has the right experience,Strongly disapprove,Kerry,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Moderate,In the last 3 days/week,Kerry,Central
557974.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Male,65-74,Strong Democrat,Moderate,No college degree,"Under $50,000",No,Yes,Not much,In the last 3 days,Health care/Medicare,Cares about people like me,Somewhat disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Edwards,Central
557975.0,Iowa,38.0,Call 1,0.679885864257813,John Kerry,Female,60-64,Strong Democrat,Conservative,No college degree,"Under $50,000",No,Yes,Not at all,In the last 3 days,The war in Iraq,Has the right experience,Strongly disapprove,Edwards,60 or over,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Conservative,In the last 3 days/week,Edwards,Central
557976.0,Iowa,98.0,Call 1,1.07256317138672,John Edwards,Female,65-74,Strong Democrat,Somewhat liberal,No college degree,,Yes,Yes,Not much,Omit,U.S. trade policy,Cares about people like me,Somewhat approve,Uncommitted,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Liberal,Omit,Uncommitted,Central
557977.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Female,60-64,Independent,Somewhat liberal,No college degree,"$50,000 or more",No,Yes,Not much,In the last 3 days,Health care/Medicare,Takes strong stands on the issues,Somewhat disapprove,Edwards,60 or over,50-64,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Edwards,Central
557978.0,Iowa,38.0,Call 1,0.62838214635849,Dennis Kucinich,Male,50-59,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,A great deal,Before that,Economy/Jobs,Takes strong stands on the issues,Strongly disapprove,Kerry,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,Central
557979.0,Iowa,116.0,Call 1,0.719753623008728,Howard Dean,Female,30-39,Independent,Very liberal,Postgraduate study,"Under $50,000",No,Yes,Somewhat,Before that,Education,Takes strong stands on the issues,Strongly disapprove,Edwards,30-44,30-39,30-44,College degree,Republican,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,Central
557980.0,Iowa,38.0,Call 1,0.693431913852692,Howard Dean,Female,65-74,Independent,Moderate,Postgraduate study,"Under $50,000",No,No,Not at all,In the last month,Health care/Medicare,Cares about people like me,Somewhat approve,Edwards,60 or over,65 or over,65 or over,College degree,Republican,Strongly/Somewhat approve,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,Central
557981.0,Iowa,38.0,Call 1,0.693431913852692,Howard Dean,,65-74,Independent,Moderate,No college degree,"Under $50,000",No,No,Not at all,In the last month,Economy/Jobs,Can beat George W. Bush,Somewhat disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last month/Before that,Edwards,Central
557982.0,Iowa,98.0,Call 1,1.07256317138672,John Edwards,Female,50-59,Strong Democrat,Somewhat liberal,Postgraduate study,"$50,000 or more",No,No,Not much,In the last week,Omit,Can beat George W. Bush,Strongly disapprove,Kerry,45-59,50-64,45-59,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last 3 days/week,Kerry,Central
557983.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Female,65-74,Strong Democrat,Moderate,College degree,,No,No,Not at all,In the last 3 days,Health care/Medicare,Can beat George W. Bush,Somewhat disapprove,Edwards,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Edwards,Central
557984.0,Iowa,38.0,Call 1,0.679885864257813,John Kerry,Male,65-74,Strong Democrat,Somewhat liberal,No college degree,"Under $50,000",No,Yes,Not at all,Before that,Economy/Jobs,Cares about people like me,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Gephardt,Central
557985.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Female,75 or over,Strong Democrat,Very liberal,Postgraduate study,"$50,000 or more",No,Yes,A great deal,Before that,Economy/Jobs,Has the right experience,Strongly disapprove,Dean,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,65 or over,Liberal,In the last month/Before that,Dean,Central
557987.0,Iowa,116.0,Call 1,0.705693423748016,John Kerry,Male,75 or over,Strong Democrat,Very liberal,College degree,"$50,000 or more",No,Yes,Not at all,In the last month,Omit,Has the right experience,Strongly disapprove,Dean,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Liberal,In the last month/Before that,Dean,Central
557988.0,Iowa,91.0,Call 1,0.882014095783234,John Kerry,Female,65-74,Strong Democrat,Conservative,College degree,,No,Yes,Not at all,Before that,Omit,Cares about people like me,Strongly approve,No second choice,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat approve,Not much/Not at all,65 or over,Conservative,In the last month/Before that,No second choice,Central
557989.0,Iowa,91.0,Call 1,0.882014095783234,John Kerry,Female,50-59,Not strong Democrat,Conservative,No college degree,"$50,000 or more",Yes,Yes,Somewhat,In the last month,Health care/Medicare,Cares about people like me,Somewhat approve,Edwards,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Conservative,In the last month/Before that,Edwards,Central
557990.0,Iowa,46.0,Call 1,1.72871029376984,John Edwards,Male,17-24,,Somewhat liberal,No college degree,"Under $50,000",No,No,A great deal,In the last month,Omit,Omit,Somewhat disapprove,Kerry,17-29,17-24,17-29,No college degree,,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,East
557991.0,Iowa,91.0,Call 1,0.882014095783234,John Kerry,Male,50-59,Not strong Democrat,Moderate,No college degree,"$50,000 or more",Yes,Yes,Somewhat,In the last week,Health care/Medicare,Has the right experience,Somewhat approve,Edwards,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Moderate,In the last 3 days/week,Edwards,Central
557992.0,Iowa,31.0,Call 1,1.23633861541748,John Kerry,Male,75 or over,Strong Democrat,Conservative,Postgraduate study,,No,Yes,Not at all,In the last week,Health care/Medicare,Has the right experience,Strongly disapprove,Gephardt,60 or over,65 or over,65 or over,College degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Conservative,In the last 3 days/week,Gephardt,East
557993.0,Iowa,91.0,Call 1,0.899587392807007,Howard Dean,Male,40-44,Strong Democrat,Very liberal,No college degree,"Under $50,000",No,No,A great deal,Before that,Health care/Medicare,Takes strong stands on the issues,Somewhat approve,Edwards,30-44,40-49,30-44,No college degree,Democrat,Strongly/Somewhat approve,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Edwards,Central
557994.0,Iowa,91.0,Call 1,0.899587392807007,Howard Dean,Female,30-39,Strong Democrat,Moderate,No college degree,"Under $50,000",No,No,Not much,In the last month,Economy/Jobs,Takes strong stands on the issues,Somewhat disapprove,Edwards,30-44,30-39,30-44,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Edwards,Central
557995.0,Iowa,46.0,Call 1,1.23633861541748,John Kerry,,75 or over,Strong Democrat,Moderate,No college degree,"Under $50,000",Yes,Yes,Not at all,In the last week,Omit,Omit,Strongly disapprove,Edwards,60 or over,65 or over,65 or over,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,65 or over,Moderate,In the last 3 days/week,Edwards,East
557996.0,Iowa,31.0,Call 1,1.23633861541748,John Kerry,Female,50-59,Strong Democrat,Somewhat liberal,No college degree,"$50,000 or more",Yes,Yes,Not at all,In the last month,Economy/Jobs,Takes strong stands on the issues,Somewhat disapprove,Gephardt,45-59,50-64,45-59,No college degree,Democrat,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Liberal,In the last month/Before that,Gephardt,East
557997.0,Iowa,91.0,Call 1,0.967867016792297,Dick Gephardt,Female,30-39,Not strong Democrat,Moderate,College degree,"$50,000 or more",Yes,Yes,A great deal,Before that,Economy/Jobs,Cares about people like me,Somewhat disapprove,Edwards,30-44,30-39,30-44,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Moderate,In the last month/Before that,Edwards,Central
557998.0,Iowa,46.0,Call 1,1.72871029376984,John Edwards,Male,17-24,Strong Democrat,Somewhat liberal,College degree,"$50,000 or more",No,No,Somewhat,In the last month,Education,Can beat George W. Bush,Somewhat disapprove,Kerry,17-29,17-24,17-29,College degree,Democrat,Strongly/Somewhat disapprove,A great deal/Somewhat,17-64,Liberal,In the last month/Before that,Kerry,East
557999.0,Iowa,31.0,Call 1,1.23633861541748,John Kerry,Male,50-59,Independent,Moderate,No college degree,"Under $50,000",No,Yes,Not at all,In the last month,Health care/Medicare,Has the right experience,Strongly disapprove,Uncommitted,45-59,50-64,45-59,No college degree,Republican,Strongly/Somewhat disapprove,Not much/Not at all,17-64,Moderate,In the last month/Before that,Uncommitted,East
