ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
994995.0,Connecticut,44.0,Call 1,Backside complete,0.852457165718079,Howard Dean,Female,White,No,30-39,Independent,Somewhat liberal,High school graduate,"$75,000-$99,999",About the same,No one does,None,Yes,Before that,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Creates more jobs in your state,Neither candidate,30-44,30-44,30-39,Not too/not at all important,No college degree,Omit,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Edwards/Neither,No,No,White,East/West rural,Suburbs,Suburbs,5.0,06762
995120.0,Connecticut,61.0,Call 1,Backside complete,0.674484848976135,Howard Dean,Female,,No,65-74,Democrat,Very liberal,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Catholic,No,Before that,Education,He cares about people like me,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Creates more jobs in your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Omit,"$50,000 or more",65 or over,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",No,,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,2.0,06360
995190.0,Connecticut,20.0,Call 1,Backside complete,1.14431750774384,Howard Dean,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, I do",Protestant,Yes,Before that,Education,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,"Coast, including NYC suburbs","City: 10,000 to 49,999",Small cities and Rural,2.0,06357
995538.0,Connecticut,66.0,Call 1,Backside complete,1.21430480480194,Howard Dean,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Catholic,No,Before that,The war in Iraq,He cares about people like me,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Omit,Only John Kerry,45-64,60 or over,50-64,Very/somewhat important,No college degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Connecticut Valley,Rural,Small cities and Rural,3.0,06712
999096.0,Connecticut,52.0,Call 2,Backside complete,1.09169495105743,Howard Dean,Male,White,No,50-59,Democrat,Somewhat liberal,Did not complete high school,"$30,000-$49,999",About the same,"Yes, someone else does",Jewish,Yes,Today,Health care/Medicare,He cares about people like me,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Omit,Satisfied only if Edwards is the nominee,Only John Edwards,No,Takes more jobs from your state,Only John Edwards,45-64,45-59,50-64,Very/somewhat important,No college degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Edwards/Neither,"Yes, I am or someone in household is",No,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",5.0,06051
999247.0,Connecticut,9.0,Call 2,Backside complete,1.21078884601593,Howard Dean,Male,Other,No,30-39,Independent,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,Something else,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,30-44,30-44,30-39,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Other,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",1.0,06010
999422.0,Connecticut,67.0,Call 2,Backside complete,0.76322340965271,Howard Dean,Male,White,No,60-64,Something Else,Very liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,None,Yes,Before that,Health care/Medicare,He is honest and trustworthy,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Independent,Liberal,None,White None,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Rural,Small cities and Rural,5.0,06068
999475.0,Connecticut,67.0,Call 2,Backside complete,0.768841922283173,Howard Dean,Male,White,No,50-59,Democrat,Very liberal,College graduate,"$15,000-$29,999",Worse today,No one does,Jewish,Yes,Before that,The war in Iraq,He is honest and trustworthy,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Rural,Small cities and Rural,5.0,06068
999643.0,Connecticut,20.0,Call 2,Backside complete,1.14431750774384,Howard Dean,Female,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,No one does,None,No,Before that,Economy/Jobs,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,"Coast, including NYC suburbs","City: 10,000 to 49,999",Small cities and Rural,2.0,06357
999882.0,Connecticut,61.0,Call 2,Backside complete,0.757013559341431,Howard Dean,Male,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,"Yes, I do and someone else does",Catholic,No,Before that,Economy/Jobs,He has a positive message,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Edwards is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,East/West rural,"City: 10,000 to 49,999",Small cities and Rural,2.0,06360
999973.0,Connecticut,54.0,Call 2,Backside not complete,1.04547941684723,Howard Dean,Male,,,50-59,,,,,,,,,In the last three days,Omit,He stands up for what he believes,,"Dissatisfied, but not angry",,,Satisfied if either one is the nominee,Only John Edwards,,,Both candidates,45-64,45-59,50-64,,,,,18-64,,,,,Satisfied with Edwards/Either,Satisfied with Kerry/Either,,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,,,,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",3.0,06511
1000095.0,Connecticut,99.0,Call 2,Backside complete,1.11203992366791,Howard Dean,Female,White,No,45-49,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,Catholic,No,Before that,Economy/Jobs,He has a positive message,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Connecticut Valley,"City: 10,000 to 49,999",Small cities and Rural,5.0,06716
1003751.0,Connecticut,52.0,Call 3,Backside complete,1.13477063179016,Howard Dean,Female,White,No,40-44,Democrat,Very liberal,College graduate,"$30,000-$49,999",Better today,"Yes, someone else does",Protestant,No,Before that,The war in Iraq,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",5.0,06051
1003859.0,Connecticut,94.0,Call 3,Backside complete,1.22605443000793,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,College graduate,"$100,000 or more",Better today,No one does,Jewish,Yes,Before that,Health care/Medicare,He stands up for what he believes,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,"Coast, including NYC suburbs","City: 10,000 to 49,999",Small cities and Rural,4.0,06880
1003930.0,Connecticut,59.0,Call 3,Backside complete,1.74895107746124,Howard Dean,Male,White,No,25-29,Independent,Somewhat liberal,Postgraduate study,"$30,000-$49,999",About the same,No one does,Protestant,No,Before that,The war in Iraq,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Only John Kerry,18-29,18-29,25-29,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,"Coast, including NYC suburbs",Rural,Small cities and Rural,2.0,06359
1003977.0,Connecticut,52.0,Call 3,Backside complete,1.09169495105743,Howard Dean,Male,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, I do",Something else,Yes,Before that,The war in Iraq,He can defeat George W. Bush,Not at all important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,"Large Cities/Not Stamford, Norwalk","City: 50,000 to 500,000","City over 50,000",5.0,06051
1003986.0,Connecticut,94.0,Call 3,Backside complete,1.52578830718994,Howard Dean,Female,White,No,18-24,Democrat,Somewhat liberal,High school graduate,"$100,000 or more",About the same,No one does,Jewish,No,Before that,Omit,He stands up for what he believes,Omit,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Dissatisfied if either one is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Only John Kerry,18-29,18-29,18-24,Omit,No college degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Jewish,White Jewish,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,"Coast, including NYC suburbs","City: 10,000 to 49,999",Small cities and Rural,4.0,06880
1004209.0,Connecticut,67.0,Call 3,Backside complete,0.799178600311279,Howard Dean,Female,White,No,50-59,Democrat,Somewhat liberal,College graduate,"$100,000 or more",Worse today,No one does,Protestant,Yes,In the last month,National security/Terrorism,He stands up for what he believes,Omit,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Dissatisfied if either one is the nominee,Neither candidate,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Omit,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Edwards/Neither,White female,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,East/West rural,Rural,Small cities and Rural,5.0,06068
1004309.0,Connecticut,45.0,Call 3,Backside complete,0.882607340812683,Howard Dean,Male,White,No,40-44,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Worse today,No one does,None,No,Before that,The war in Iraq,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Connecticut Valley,"City: 10,000 to 49,999",Small cities and Rural,3.0,06457
1004376.0,Connecticut,66.0,Call 3,Backside complete,1.17680978775024,Howard Dean,Male,White,No,40-44,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,"Yes, someone else does",None,Yes,Before that,Economy/Jobs,He stands up for what he believes,Not at all important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Neither candidate,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Not too/not at all important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Kerry/Neither,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Connecticut Valley,Rural,Small cities and Rural,3.0,06712
1004463.0,Connecticut,5.0,Call 3,Backside complete,0.65530925989151,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Catholic,Yes,Before that,Omit,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Omit,Yes,Omit,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",18-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Omit,Omit,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Connecticut Valley,"City: 10,000 to 49,999",Small cities and Rural,1.0,06002
1004534.0,Connecticut,47.0,Call 3,Backside complete,0.611621975898743,Howard Dean,Female,White,No,50-59,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, I do and someone else does",Catholic,Yes,Before that,Economy/Jobs,He cares about people like me,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,Omit,"$50,000 or more",18-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Connecticut Valley,"City: 50,000 to 500,000","City over 50,000",3.0,06460
1004570.0,Connecticut,47.0,Call 3,Backside complete,0.584104955196381,Howard Dean,Male,White,No,60-64,Democrat,Somewhat conservative,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, someone else does",Catholic,Yes,In the last month,Economy/Jobs,He has a positive message,Not too important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Not too/not at all important,College degree,Omit,"Under $50,000",18-64,Democrat,Conservative,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,Connecticut Valley,"City: 50,000 to 500,000","City over 50,000",3.0,06460
1004732.0,Connecticut,20.0,Call 3,Backside complete,1.14431750774384,Howard Dean,Female,White,No,40-44,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,Protestant,Yes,In the last week,The war in Iraq,He stands up for what he believes,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,30-44,30-44,40-49,Very/somewhat important,College degree,Omit,"Under $50,000",18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,"Coast, including NYC suburbs","City: 10,000 to 49,999",Small cities and Rural,2.0,06357
