ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,MARRIED,TIMEPRI,ISSUE,QUAL,BREAKPRI,BUSHANGR,BEATBUSH,gaymrrge,SATISNOM,standup,suppdean,TRADE,trustns,AGE,AGE60,AGE65,BREAK2,COLLEDUC,DEANDFCT,INC50K,OVER65,PARTY,PHIL3,REL5,RELWHITE,satisedw,satisker,SEXRACE,stndedwr,stndkery,TIMEPRI2,trstedwr,trstkery,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
995343.0,Maryland,64.0,Call 1,Backside complete,1.83312106132507,John Kerry,Male,Black,,65-74,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Not at all important,"Dissatisfied, but not angry",Omit,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,No,Takes more jobs from your state,Omit,65 or over,60 or over,65 or over,Not too/not at all important,No college degree,No,"Under $50,000",65 or over,Democrat,Moderate,,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Omit,Omit,No,No,Black,Rest of state,Rural,Small cities and Rural,1.0,21835.0
995347.0,Maryland,86.0,Call 1,Backside complete,1.09717297554016,John Kerry,Male,Asian,No,45-49,Independent,Moderate,Postgraduate study,"$100,000 or more",Better today,No one does,Something else,Yes,In the last week,Omit,He has the right experience,Not too important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Neither candidate,No,Has no effect on jobs in your state,Only John Kerry,45-64,45-59,40-49,Not too/not at all important,College degree,No,"$50,000 or more",17-64,Independent,Moderate,Something else,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Edwards/Neither,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Asian,DC suburbs,Rural,Small cities and Rural,4.0,20871.0
995352.0,Maryland,113.0,Call 1,Backside complete,0.931381106376648,John Edwards,Male,White,No,45-49,Democrat,Very liberal,College graduate,"Under $15,000",Worse today,No one does,None,No,In the last month,Economy/Jobs,Omit,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Omits,Only John Edwards,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,College degree,No,"Under $50,000",17-64,Democrat,Liberal,None,White None,Omit,Omit,White male,Only Edwards/Either,Only Edwards/Neither,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,DC suburbs,"City: 10,000 to 49,999",Small cities and Rural,8.0,20783.0
995372.0,Maryland,2.0,Call 1,Backside complete,1.21324193477631,John Kerry,Female,White,No,50-59,Democrat,Moderate,College graduate,"$75,000-$99,999",About the same,"Yes, I do and someone else does",Catholic,Yes,In the last month,Taxes,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rest of state,Rural,Small cities and Rural,6.0,21532.0
995375.0,Maryland,64.0,Call 1,Backside complete,1.93647527694702,John Kerry,Female,Black,No,17-24,Independent,Moderate,Some college or associate degree,"$15,000-$29,999",Better today,No one does,Something else,No,In the last three days,Omit,He is honest and trustworthy,Omit,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,17-29,17-29,17-24,Omit,No college degree,Yes,"Under $50,000",17-64,Independent,Moderate,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Black,Rest of state,Rural,Small cities and Rural,1.0,21835.0
995379.0,Maryland,113.0,Call 1,Backside complete,1.11226546764374,John Kerry,Female,Black,No,25-29,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,No one does,Other Christian,No,Before that,Education,Omit,Very important,"Dissatisfied, but not angry",Omit,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,17-29,17-29,25-29,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,DC suburbs,"City: 10,000 to 49,999",Small cities and Rural,8.0,20783.0
995380.0,Maryland,86.0,Call 1,Backside complete,1.26858496665955,John Kerry,Male,White,No,25-29,Democrat,Somewhat liberal,College graduate,"$75,000-$99,999",About the same,No one does,Protestant,Yes,Today,Economy/Jobs,He cares about people like me,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,17-29,17-29,25-29,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,No,No,White,DC suburbs,Rural,Small cities and Rural,4.0,20871.0
995396.0,Maryland,64.0,Call 1,Backside complete,1.82190418243408,John Kerry,Male,White,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,"Yes, I do",Other Christian,Yes,Before that,Health care/Medicare,He stands up for what he believes,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,30-44,30-44,30-39,Very/somewhat important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rest of state,Rural,Small cities and Rural,1.0,21835.0
995402.0,Maryland,86.0,Call 1,Backside complete,0.98634934425354,John Kerry,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",Better today,No one does,Protestant,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Somewhat important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Only John Kerry,30-44,30-44,30-39,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,DC suburbs,Rural,Small cities and Rural,4.0,20871.0
995403.0,Maryland,86.0,Call 1,Backside complete,1.1552107334137,John Edwards,Male,White,No,25-29,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Better today,"Yes, someone else does",Protestant,Yes,In the last three days,Economy/Jobs,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Only John Edwards,No,Takes more jobs from your state,Both candidates,17-29,17-29,25-29,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Edwards/Neither,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,White,DC suburbs,Rural,Small cities and Rural,4.0,20871.0
995408.0,Maryland,131.0,Call 1,Backside complete,0.971682250499725,John Kerry,Male,White,No,50-59,Independent,Somewhat liberal,Postgraduate study,"$75,000-$99,999",Worse today,No one does,Something else,Yes,Before that,The war in Iraq,He has the right experience,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Omit,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Independent,Liberal,Something else,White Something else,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Omit,Omit,No,No,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,21601.0
995410.0,Maryland,113.0,Call 1,Backside complete,1.11226546764374,John Kerry,Female,Black,No,25-29,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Better today,No one does,Protestant,No,Before that,Economy/Jobs,He has a positive message,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,17-29,17-29,25-29,Very/somewhat important,College degree,Yes,"Under $50,000",17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,Black,DC suburbs,"City: 10,000 to 49,999",Small cities and Rural,8.0,20783.0
995426.0,Maryland,2.0,Call 1,Backside complete,1.38536882400513,John Edwards,Male,White,No,50-59,Democrat,Somewhat liberal,High school graduate,"$50,000-$74,999",Better today,"Yes, I do",Protestant,Yes,In the last month,Economy/Jobs,He has a positive message,Not too important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,50-64,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,Rest of state,Rural,Small cities and Rural,6.0,21532.0
995433.0,Maryland,64.0,Call 1,Backside complete,1.57515847682953,John Kerry,Female,White,No,65-74,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,Protestant,Yes,In the last month,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Creates more jobs in your state,Both candidates,65 or over,60 or over,65 or over,Very/somewhat important,College degree,Yes,"$50,000 or more",65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rest of state,Rural,Small cities and Rural,1.0,21835.0
995436.0,Maryland,113.0,Call 1,Backside complete,0.961975395679474,John Kerry,Female,Black,No,40-44,Democrat,Somewhat conservative,Some college or associate degree,"Under $15,000",Worse today,"Yes, I do and someone else does",Something else,No,Before that,Economy/Jobs,He stands up for what he believes,Somewhat important,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Satisfied only if Kerry is the nominee,Only John Kerry,Yes,Takes more jobs from your state,Only John Kerry,30-44,30-44,40-49,Very/somewhat important,No college degree,Yes,"Under $50,000",17-64,Democrat,Conservative,Something else,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white female,Only Kerry/Neither,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,DC suburbs,"City: 10,000 to 49,999",Small cities and Rural,8.0,20783.0
995437.0,Maryland,86.0,Call 1,Backside complete,1.08652424812317,John Edwards,Female,Black,No,25-29,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,"Yes, someone else does",Protestant,No,In the last three days,Economy/Jobs,He can defeat George W. Bush,Not too important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied if either one is the nominee,Both candidates,No,Has no effect on jobs in your state,Both candidates,17-29,17-29,25-29,Not too/not at all important,College degree,No,"Under $50,000",17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Edwards/Either,Satisfied with Kerry/Either,Non-white female,Only Edwards/Either,Only Kerry/Either,Today/Last 3 days/Last week,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",No,Black,DC suburbs,Rural,Small cities and Rural,4.0,20871.0
995441.0,Maryland,131.0,Call 1,Backside complete,0.997465550899506,John Edwards,Male,White,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,None,Yes,Before that,Economy/Jobs,He stands up for what he believes,Not too important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,No,Takes more jobs from your state,Both candidates,45-64,45-59,40-49,Not too/not at all important,No college degree,No,"$50,000 or more",17-64,Democrat,Liberal,None,White None,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,21601.0
995456.0,Maryland,2.0,Call 1,Backside complete,1.24543499946594,John Edwards,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,Catholic,Yes,Before that,Economy/Jobs,He is honest and trustworthy,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Kerry is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Rest of state,Rural,Small cities and Rural,6.0,21532.0
995461.0,Maryland,64.0,Call 1,Backside complete,1.75213921070099,John Kerry,Male,White,No,65-74,Democrat,Moderate,High school graduate,,Worse today,No one does,Protestant,Yes,Before that,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Both candidates,Yes,Takes more jobs from your state,Only John Kerry,65 or over,60 or over,65 or over,Very/somewhat important,No college degree,Yes,,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Kerry/Neither,Only Kerry/Either,No,No,White,Rest of state,Rural,Small cities and Rural,1.0,21835.0
995466.0,Maryland,86.0,Call 1,Backside complete,0.999117910861969,John Edwards,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$100,000 or more",Better today,"Yes, I do",Catholic,No,In the last month,Education,He can defeat George W. Bush,Somewhat important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Both candidates,No,Creates more jobs in your state,Both candidates,45-64,45-59,50-64,Very/somewhat important,College degree,No,"$50,000 or more",17-64,Democrat,Moderate,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,White male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,White,DC suburbs,Rural,Small cities and Rural,4.0,20871.0
995467.0,Maryland,113.0,Call 1,Backside complete,1.0227884054184,John Kerry,Male,Other,,50-59,Independent,Moderate,Postgraduate study,"$75,000-$99,999",About the same,No one does,Protestant,No,In the last week,Economy/Jobs,He can defeat George W. Bush,Very important,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,Satisfied only if Kerry is the nominee,Only John Kerry,Omit,Takes more jobs from your state,Only John Kerry,45-64,45-59,50-64,Very/somewhat important,College degree,Omit,"$50,000 or more",17-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Satisfied with Kerry/Neither,Satisfied with Kerry/Either,Non-white male,Only Kerry/Neither,Only Kerry/Either,Today/Last 3 days/Last week,Only Kerry/Neither,Only Kerry/Either,No,No,Other,DC suburbs,"City: 10,000 to 49,999",Small cities and Rural,8.0,20783.0
995473.0,Maryland,59.0,Call 1,Backside complete,1.40433120727539,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Catholic,Yes,Before that,Health care/Medicare,He can defeat George W. Bush,Somewhat important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied if either one is the nominee,Both candidates,Yes,Takes more jobs from your state,Both candidates,45-64,60 or over,50-64,Very/somewhat important,No college degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Catholic,White Catholic,Satisfied with Edwards/Either,Satisfied with Kerry/Either,White female,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,No,No,White,Baltimore suburbs,Suburbs,Suburbs,1.0,21921.0
995483.0,Maryland,113.0,Call 1,Backside complete,0.974428474903107,John Edwards,Male,Black,No,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",About the same,"Yes, I do",Catholic,No,In the last month,The war in Iraq,He cares about people like me,Very important,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Satisfied only if Edwards is the nominee,Both candidates,Yes,Has no effect on jobs in your state,Both candidates,45-64,45-59,40-49,Very/somewhat important,No college degree,Yes,"$50,000 or more",17-64,Democrat,Liberal,Catholic,All others/Omits,Satisfied with Edwards/Either,Satisfied with Edwards/Neither,Non-white male,Only Edwards/Either,Only Kerry/Either,Last month/Before that,Only Edwards/Either,Only Kerry/Either,"Yes, I am or someone in household is",Yes I am,Black,DC suburbs,"City: 10,000 to 49,999",Small cities and Rural,8.0,20783.0
