ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ALRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,ECONWORR,INTERNATIONAL12R,ECOWORR2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
268044.0,Alabama,2.0,Call 1,Complete,Election day exit poll,1.31620109081268,Did not vote,Female,Black,50-59,50-59,Somewhat liberal,Democrat,"$30,000-$49,999",Some college/assoc. degree,,Omit,Not a factor at all,Yes,,,,,,The economy,No,Omit,,Omit,Before that,,,,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,Omit,,Earlier than that,Before January 1st,No,All others,,Omit,Not too worried,Omit,Not worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
271276.0,Alabama,35.0,Call 3,Complete,Election day exit poll,1.84067571163177,Newt Gingrich,Female,White,18-24,17-24,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,A great deal,Neutral,,Gingrich,Definitely vote for the Republican nominee,No,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
271265.0,Alabama,58.0,Call 3,Complete,Election day exit poll,1.11582362651825,Newt Gingrich,Male,White,50-59,50-59,Moderate,Democrat,"$100,000-$199,999",Postgraduate study,Legal in all cases,,,No,I dislike the other candidates,Too conservative,Too conservative,Too conservative,Too conservative,,,,Not at all,Strongly oppose,,Gingrich,Only vote for the Republican nominee if your candidate wins,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Not much or not at all,Oppose,Neither,,,No,All others,All others,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 2,Suburb,Rural,Rural,Upscale
271243.0,Alabama,8.0,Call 3,Complete,Election day exit poll,0.881511926651001,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Independent,"$100,000-$199,999",Postgraduate study,,Omit,Not a factor at all,No,,,,,,Federal budget deficit,Yes,Is a true conservative,,Strongly support,Earlier this year,,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Is a true conservative,Very worried,Gingrich,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Suburb,Rural,Rural,Upscale
271232.0,Alabama,8.0,Call 3,Complete,Election day exit poll,0.912501931190491,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Postgraduate study,Illegal in all cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 2,Suburb,Rural,Rural,Upscale
271227.0,Alabama,58.0,Call 3,Complete,Election day exit poll,1.12547326087952,Newt Gingrich,Female,White,40-44,40-44,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,Not a factor at all,Yes,,,,,,The economy,No,Has the right experience,,Neutral,Earlier this year,,,,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Has the right experience,Very worried,Gingrich,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 1,Suburb,Rural,Rural,Upscale
271215.0,Alabama,8.0,Call 3,Complete,Election day exit poll,0.904678285121918,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,Gingrich,One of several important factors,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,,Strongly support,Earlier this year,,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Suburb,Rural,Rural,Upscale
271201.0,Alabama,8.0,Call 3,Complete,Election day exit poll,0.912501931190491,Newt Gingrich,Female,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,,Gingrich,A minor factor,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,Strongly support,Just today,,,,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,A factor,Not important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Suburb,Rural,Rural,Upscale
271189.0,Alabama,8.0,Call 3,Complete,Election day exit poll,0.904678285121918,Newt Gingrich,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Somewhat,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 2,Suburb,Rural,Rural,Upscale
271177.0,Alabama,58.0,Call 3,Complete,Election day exit poll,1.11582362651825,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,About right,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 2,Suburb,Rural,Rural,Upscale
271175.0,Alabama,8.0,Call 3,Complete,Election day exit poll,1.16879427433014,Newt Gingrich,Male,White,25-29,25-29,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,Not a factor at all,Yes,,,,,,The economy,Yes,Is a true conservative,,Strongly support,Just today,,,,Married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,,Is a true conservative,Very worried,Gingrich,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Suburb,Rural,Rural,Upscale
271156.0,Alabama,8.0,Call 3,Complete,Election day exit poll,1.16879427433014,Newt Gingrich,Male,White,25-29,25-29,Moderate,Republican,"$30,000-$49,999",High school or less,,Gingrich,One of several important factors,No,,,,,,The economy,,Has the right experience,,Neutral,Earlier this year,,,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,A factor,Important,,Neutral,Neither,Earlier than that,Since January 1st,Yes,All others,,Has the right experience,Not too worried,Gingrich,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,South,Version 1,Suburb,Rural,Rural,Upscale
271150.0,Alabama,35.0,Call 3,Complete,Election day exit poll,1.42473256587982,Newt Gingrich,Female,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Gingrich,Not a factor at all,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,Neutral,Earlier this year,,,,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,Can defeat Barack Obama,Very worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
271128.0,Alabama,35.0,Call 3,Complete,Election day exit poll,1.37634646892548,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,,Gingrich,Not a factor at all,Yes,,,,,,The economy,Yes,Is a true conservative,,Neutral,Earlier this year,,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,Not a factor,Not important,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,Is a true conservative,Somewhat worried,Gingrich,Worried,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
271114.0,Alabama,35.0,Call 3,Complete,Election day exit poll,1.42473256587982,Newt Gingrich,Female,White,45-49,45-49,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Legal in most cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Too conservative,,,,Somewhat,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
270957.0,Alabama,4.0,Call 3,Complete,Election day exit poll,1.11500775814056,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,,College graduate,Illegal in most cases,,,Yes,I dislike the other candidates,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,A great deal,Strongly support,,Gingrich,Definitely vote for the Republican nominee,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 2,Suburb,Rural,Rural,Very upscale
270956.0,Alabama,29.0,Call 3,Complete,Election day exit poll,0.820241630077362,Newt Gingrich,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,About right,,,,Somewhat,Somewhat support,,Gingrich,Definitely vote for the Republican nominee,Yes,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
270943.0,Alabama,87.0,Call 3,Complete,Election day exit poll,1.1634863615036,Newt Gingrich,Female,White,60-64,60-64,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,Legal in all cases,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Not conservative enough,,,,A great deal,Neutral,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,Yes,White Born-again/Evangelical Christians,Working women,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale
270938.0,Alabama,29.0,Call 3,Complete,Election day exit poll,0.820241630077362,Newt Gingrich,Male,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,Legal in all cases,,,No,I dislike the other candidates,About right,Too conservative,About right,Too conservative,,,,Not at all,Strongly oppose,,Omit,Omit,No,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Not born again,,,Not much or not at all,Oppose,Neither,,,No,All others,All others,,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
270918.0,Alabama,29.0,Call 3,Complete,Election day exit poll,0.820241630077362,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",Postgraduate study,,Gingrich,Not a factor at all,Yes,,,,,,Federal budget deficit,Yes,Has the right experience,,Strongly support,Before that,,,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,Not a factor,Not important,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,Has the right experience,Very worried,Gingrich,Worried,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
270899.0,Alabama,29.0,Call 3,Complete,Election day exit poll,0.820241630077362,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,,,No,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Somewhat,Strongly support,,Gingrich,Definitely vote for the Republican nominee,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,All others,,,,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
270888.0,Alabama,46.0,Call 3,Complete,Election day exit poll,0.632947385311127,Newt Gingrich,Female,White,40-44,40-44,Moderate,Republican,"$200,000 or more",College graduate,Illegal in most cases,,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,Too conservative,,,,Somewhat,Neutral,,Gingrich,Definitely vote for the Republican nominee,No,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,,,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,All others,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
