ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,VARPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,VAALLCAND,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
231093.0, Virginia,49.0,Call 1,Complete,Election day exit poll,0.8763427734375,Ron Paul,Female,White,25-29,Very conservative,Something else,"$30,000-$49,999",College graduate,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Is a true conservative,A great deal,Strongly support,Before that,Married women,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Ron Paul,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,23009.0
230979.0, Virginia,21.0,Call 1,Complete,Election day exit poll,0.919773459434509,Ron Paul,Male,White,25-29,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,A minor factor,Yes,I strongly favor my candidate,Abortion,Yes,Is a true conservative,Not much,Strongly support,Earlier this year,Married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Ron Paul,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22015.0
234804.0, Virginia,78.0,Call 2,Complete,Election day exit poll,0.710616707801819,Ron Paul,Male,White,17-24,Somewhat conservative,Something else,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,No,Has the right experience,Somewhat,Neutral,Before that,Non married men,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,Has the right experience,Ron Paul,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,24609.0
234685.0, Virginia,97.0,Call 2,Complete,Election day exit poll,0.756726861000061,Ron Paul,Female,White,17-24,Somewhat conservative,Republican,"Under $30,000",College graduate,Illegal in most cases,Not a factor at all,Yes,I like my candidate but with reservations,Federal budget deficit,No,Has strong moral character,Not much,Somewhat oppose,In the last few weeks,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,Not a factor,Not important,Not much or not at all,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Ron Paul,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
230821.0, Virginia,76.0,Call 1,Complete,Election day exit poll,0.881262421607971,Ron Paul,Female,White,25-29,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,A minor factor,Yes,I strongly favor my candidate,Abortion,Yes,Has the right experience,Not much,Neutral,Earlier this year,Married women,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,Not much or not at all,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has the right experience,Ron Paul,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
234671.0, Virginia,87.0,Call 2,Complete,Election day exit poll,0.586475253105164,Ron Paul,Male,White,17-24,Somewhat conservative,Independent,"Under $30,000",High school or less,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,A great deal,Neutral,Just today,Non married men,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Has strong moral character,Rick Santorum,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0
238411.0, Virginia,76.0,Call 3,Complete,Election day exit poll,0.881262421607971,Ron Paul,Female,White,17-24,Moderate,Republican,"$50,000-$99,999",College graduate,Legal in all cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,Somewhat,Somewhat support,In the last few days,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Rick Santorum,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
234885.0, Virginia,97.0,Call 2,Complete,Election day exit poll,0.699337065219879,Ron Paul,Male,White,25-29,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Is a true conservative,Somewhat,Strongly support,In the last few weeks,Married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Rick Santorum,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
238346.0, Virginia,58.0,Call 3,Complete,Election day exit poll,1.4021703004837,Ron Paul,Female,White,17-24,Somewhat liberal,Democrat,"$50,000-$99,999",Some college/assoc. degree,Legal in most cases,The most important factor,Yes,I dislike the other candidates,The economy,No,Omit,Somewhat,Strongly oppose,In the last few weeks,Non married women,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Omit,Ron Paul,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Town,Rural,Rural,Downscale,24141.0
238577.0, Virginia,21.0,Call 3,Complete,Election day exit poll,0.995252907276154,Ron Paul,Female,White,17-24,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,A minor factor,Yes,I strongly favor my candidate,The economy,No,Is a true conservative,Not at all,Neutral,Earlier this year,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,Not much or not at all,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Is a true conservative,Ron Paul,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22015.0
238521.0, Virginia,94.0,Call 3,Complete,Election day exit poll,1.23997628688812,Ron Paul,Male,White,25-29,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Illegal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,A great deal,Somewhat support,Just today,Non married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Newt Gingrich,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,23669.0
230478.0, Virginia,30.0,Call 1,Complete,Election day exit poll,1.13743185997009,Ron Paul,Female,White,17-24,Somewhat conservative,Republican,"Under $30,000",College graduate,Illegal in all cases,A minor factor,Yes,I like my candidate but with reservations,Abortion,No,Has strong moral character,A great deal,Somewhat support,Just today,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Not important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Ron Paul,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
230431.0, Virginia,58.0,Call 1,Complete,Election day exit poll,1.29583048820496,Ron Paul,Male,White,25-29,Very conservative,Republican,"$50,000-$99,999",High school or less,Illegal in all cases,One of several important factors,Yes,I like my candidate but with reservations,Federal budget deficit,Yes,Omit,A great deal,Strongly support,Just today,Married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Omit,Rick Santorum,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Town,Rural,Rural,Downscale,24141.0
238389.0, Virginia,97.0,Call 3,Complete,Election day exit poll,0.699337065219879,Ron Paul,Male,White,25-29,Very conservative,Republican,"Under $30,000",Postgraduate study,Omit,One of several important factors,Yes,I like my candidate but with reservations,Federal budget deficit,No,Has strong moral character,Somewhat,Neutral,In the last few weeks,Non married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Omit,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Newt Gingrich,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Downscale,24502.0
230381.0, Virginia,58.0,Call 1,Complete,Election day exit poll,1.4021703004837,Ron Paul,Female,White,17-24,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,Not much,Somewhat support,In the last few weeks,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Ron Paul,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Town,Rural,Rural,Downscale,24141.0
234620.0, Virginia,76.0,Call 2,Complete,Election day exit poll,0.81442791223526,Ron Paul,Male,White,25-29,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,No,Can defeat Barack Obama,Somewhat,Neutral,Earlier this year,Non married men,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,Rick Santorum,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0
234195.0, Virginia,30.0,Call 2,Complete,Election day exit poll,1.05116963386536,Ron Paul,Male,White,17-24,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Illegal in all cases,A minor factor,Yes,I strongly favor my candidate,The economy,No,Has strong moral character,Somewhat,Neutral,Before that,Non married men,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Not important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Ron Paul,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22152.0
230450.0, Virginia,58.0,Call 1,Complete,Election day exit poll,1.4021703004837,Ron Paul,Female,White,25-29,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Yes,Has strong moral character,A great deal,Strongly support,Earlier this year,Married women,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Ron Paul,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Town,Rural,Rural,Downscale,24141.0
235244.0, Virginia,1.0,Call 2,Complete,Election day exit poll,2.7655782699585,Mitt Romney,Female,White,25-29,Moderate,Independent,"$30,000-$49,999",College graduate,Legal in most cases,One of several important factors,Yes,I like my candidate but with reservations,Federal budget deficit,No,Has strong moral character,A great deal,Neutral,Earlier this year,Non married women,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Mitt Romney,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,23417.0
235243.0, Virginia,1.0,Call 2,Complete,Election day exit poll,2.7655782699585,Mitt Romney,Female,White,25-29,Moderate,Independent,"$30,000-$49,999",College graduate,Legal in most cases,One of several important factors,Yes,I like my candidate but with reservations,Federal budget deficit,No,Has strong moral character,A great deal,Neutral,Earlier this year,Non married women,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Has strong moral character,Mitt Romney,State questionnaire,Rural,Small Cities/Rural,5.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,23417.0
