ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,IARPRS12,SEX,QRACE3,XAGE8,PARTYIA,INCOME12RIA,EDUC12R,BIZVPOL,BREAK12CAU,BRNAGAIN,DESCRIBS12RIA,ISSREP12CAU,QLTIA12R,TEAPARTY,TIMEIA12,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,WHTEVANG,XQLTREP12,PREVCAU12R,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
20042.0, Iowa,85.0,Call 3,Complete,Election day exit poll,1.49267280101776,Michele Bachmann,Female,White,65 or over,Republican,"$50,000-$99,999",College graduate,Working in business,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19979.0, Iowa,100.0,Call 2,Complete,Election day exit poll,1.77322995662689,Michele Bachmann,Female,White,65 or over,Republican,,High school or less,Working in government,A minor factor,Yes,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Strongly support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
19903.0, Iowa,38.0,Call 3,Complete,Election day exit poll,0.608156502246857,Michele Bachmann,,White,50-59,Republican,"$50,000-$99,999",College graduate,Working in government,A minor factor,Yes,I like my candidate but with reservations,The economy,Has strong moral character,Somewhat support,Just today,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19897.0, Iowa,46.0,Call 2,Complete,Election day exit poll,0.982761859893799,Michele Bachmann,Male,White,50-59,Independent,"$30,000-$49,999",Some college/assoc. degree,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Abortion,Has strong moral character,Strongly support,In December,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19893.0, Iowa,38.0,Call 3,Complete,Election day exit poll,1.26780915260315,Michele Bachmann,Male,White,50-59,Republican,"$30,000-$49,999",Some college/assoc. degree,Working in business,A minor factor,No,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly support,In December,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Earlier than that,In the last month,All others,Is a true conservative,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19843.0, Iowa,94.0,Call 2,Complete,Election day exit poll,0.230776652693748,Michele Bachmann,,White,65 or over,Republican,"Under $30,000",High school or less,Working in business,The most important factor,,I strongly favor my candidate,The economy,Has the right experience,Neutral,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Neutral,Last few days,In the last month,,Has the right experience,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
19841.0, Iowa,104.0,Call 2,Complete,Election day exit poll,1.63984036445618,Michele Bachmann,Male,White,40-44,Independent,"$100,000 or more",College graduate,Working in business,A minor factor,No,I like my candidate but with reservations,Health care,Is a true conservative,Somewhat support,In the last few days,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,All others,Is a true conservative,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
19840.0, Iowa,20.0,Call 3,Complete,Election day exit poll,1.03246057033539,Michele Bachmann,Female,White,60-64,Independent,"$50,000-$99,999",Postgraduate study,Working in government,A minor factor,No,I like my candidate but with reservations,The economy,Has the right experience,Somewhat oppose,Just today,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Oppose,Last few days,In the last month,All others,Has the right experience,Yes,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
19834.0, Iowa,97.0,Call 2,Complete,Election day exit poll,0.710497915744781,Michele Bachmann,,White,65 or over,Republican,"$30,000-$49,999",Postgraduate study,Working in business,A minor factor,No,I strongly favor my candidate,The economy,Has the right experience,Somewhat support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,All others,Has the right experience,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19831.0, Iowa,4.0,Call 3,Complete,Election day exit poll,0.760946035385132,Michele Bachmann,,White,45-49,Democrat,"Under $30,000",Some college/assoc. degree,Omit,Not a factor at all,Yes,I strongly favor my candidate,Health care,Is a true conservative,Strongly support,Before that,45-65,30-59,45+,45-59,40-49,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale
19830.0, Iowa,46.0,Call 2,Complete,Election day exit poll,0.920395493507385,Michele Bachmann,Female,White,50-59,Republican,"$30,000-$49,999",High school or less,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Omit,Omit,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Omit,No,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19810.0, Iowa,113.0,Call 1,Complete,Election day exit poll,5.00629949569702,Michele Bachmann,Male,White,65 or over,Democrat,"$50,000-$99,999",Postgraduate study,Omit,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Omit,Strongly support,Before that,65+,60+,45+,60+,65+,Democrat,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Omit,Omit,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale
19800.0, Iowa,34.0,Call 3,Complete,Election day exit poll,0.515410304069519,Michele Bachmann,Male,White,60-64,Independent,"$50,000-$99,999",College graduate,Working in business,Omit,No,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Somewhat oppose,In the last few days,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Omit,Omit,Oppose,Last few days,In the last month,All others,Has strong moral character,No,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale
19792.0, Iowa,94.0,Call 2,Complete,Election day exit poll,0.230776652693748,Michele Bachmann,,White,65 or over,Republican,"$100,000 or more",Postgraduate study,Working in business,One of several important factors,No,I strongly favor my candidate,Health care,Can defeat Barack Obama,Strongly support,In December,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Earlier than that,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
19780.0, Iowa,4.0,Call 3,Complete,Election day exit poll,1.58632576465607,Michele Bachmann,Female,White,60-64,,"Under $30,000",High school or less,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Health care,Has strong moral character,Strongly support,Before that,45-65,60+,45+,60+,50-64,,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,Midwest,Version 1,Suburb,Rural,Rural,Very upscale
19742.0, Iowa,11.0,Call 2,Complete,Election day exit poll,0.648403525352478,Michele Bachmann,,White,60-64,Republican,"$50,000-$99,999",High school or less,Working in government,Not a factor at all,Yes,I like my candidate but with reservations,The economy,Is a true conservative,Strongly support,In December,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
19703.0, Iowa,38.0,Call 2,Complete,Election day exit poll,1.26780915260315,Michele Bachmann,Male,White,50-59,Republican,"$30,000-$49,999",Some college/assoc. degree,Working in business,Omit,Yes,I strongly favor my candidate,Federal budget deficit,Has strong moral character,Strongly support,In December,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Has strong moral character,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19696.0, Iowa,38.0,Call 2,Complete,Election day exit poll,1.26780915260315,Michele Bachmann,Female,White,50-59,Republican,"Under $30,000",Some college/assoc. degree,Working in government,A minor factor,Yes,I strongly favor my candidate,Abortion,Is a true conservative,Somewhat support,In the last few days,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Is a true conservative,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19590.0, Iowa,20.0,Call 2,Complete,Election day exit poll,0.991289913654327,Michele Bachmann,Male,White,50-59,Republican,"$50,000-$99,999",Some college/assoc. degree,Working in government,One of several important factors,Yes,I strongly favor my candidate,Health care,Is a true conservative,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,No,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
19557.0, Iowa,15.0,Call 1,Complete,Election day exit poll,2.07246255874634,Michele Bachmann,Male,White,50-59,Something else,"$50,000-$99,999",High school or less,Working in business,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
19551.0, Iowa,21.0,Call 2,Complete,Election day exit poll,1.55299150943756,Michele Bachmann,Female,White,45-49,Republican,"$100,000 or more",Some college/assoc. degree,Working in business,A minor factor,Yes,I strongly favor my candidate,The economy,Has strong moral character,Somewhat support,In the last few days,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
19547.0, Iowa,2.0,Call 1,Complete,Election day exit poll,1.15756487846375,Michele Bachmann,Male,,30-39,Independent,"$50,000-$99,999",Some college/assoc. degree,Working in government,One of several important factors,,I strongly favor my candidate,Omit,Is a true conservative,Somewhat support,In the last few days,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Last few days,In the last month,,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
19546.0, Iowa,49.0,Call 1,Complete,Election day exit poll,1.00372111797333,Michele Bachmann,Female,Other,50-59,Republican,,Some college/assoc. degree,Working in government,A minor factor,Yes,I strongly favor my candidate,Abortion,Can defeat Barack Obama,Neutral,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,A factor,Not important,Neutral,Earlier than that,Earlier than that,All others,Can defeat Barack Obama,Yes,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
19537.0, Iowa,2.0,Call 1,Complete,Election day exit poll,1.15756487846375,Michele Bachmann,Male,White,60-64,Republican,"Under $30,000",Some college/assoc. degree,Working in business,One of several important factors,Yes,I like my candidate but with reservations,The economy,Has the right experience,Strongly support,Just today,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Support,Last few days,In the last month,White Born-again/Evangelical Christians,Has the right experience,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale
19536.0, Iowa,49.0,Call 1,Complete,Election day exit poll,1.00372111797333,Michele Bachmann,Female,Other,50-59,Republican,"$50,000-$99,999",College graduate,Working in government,One of several important factors,Yes,I strongly favor my candidate,Abortion,Is a true conservative,Neutral,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Important,Neutral,Earlier than that,Earlier than that,All others,Is a true conservative,Yes,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale
19515.0, Iowa,97.0,Call 1,Complete,Election day exit poll,1.58259880542755,Michele Bachmann,Female,White,65 or over,Republican,"$30,000-$49,999",College graduate,Working in government,Not a factor at all,No,I strongly favor my candidate,The economy,Can defeat Barack Obama,Somewhat support,Just today,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,All others,Can defeat Barack Obama,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale
19484.0, Iowa,43.0,Call 2,Complete,Election day exit poll,0.545006692409515,Michele Bachmann,,White,60-64,Republican,"$30,000-$49,999",College graduate,Working in government,A minor factor,Yes,I strongly favor my candidate,The economy,Is a true conservative,Strongly support,In December,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Earlier than that,In the last month,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale
19468.0, Iowa,106.0,Call 2,Complete,Election day exit poll,1.60342633724213,Michele Bachmann,Male,,40-44,Republican,"$30,000-$49,999",High school or less,Working in government,One of several important factors,Yes,I strongly favor my candidate,Abortion,Is a true conservative,Strongly support,In December,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Support,Earlier than that,In the last month,,Is a true conservative,No,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
19462.0, Iowa,24.0,Call 1,Complete,Election day exit poll,1.58830797672272,Michele Bachmann,Female,White,25-29,Republican,"$50,000-$99,999",College graduate,Working in business,A minor factor,Yes,I strongly favor my candidate,Omit,Is a true conservative,Strongly support,Before that,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
19454.0, Iowa,94.0,Call 1,Complete,Election day exit poll,0.375189691781998,Michele Bachmann,Female,White,50-59,Republican,"$50,000-$99,999",Postgraduate study,Working in business,Not a factor at all,Yes,I strongly favor my candidate,Abortion,Has strong moral character,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Has strong moral character,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
19438.0, Iowa,94.0,Call 1,Complete,Election day exit poll,0.400612682104111,Michele Bachmann,Male,White,50-59,Republican,"$50,000-$99,999",College graduate,Working in government,Not a factor at all,Yes,I strongly favor my candidate,Abortion,Is a true conservative,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Earlier than that,Earlier than that,White Born-again/Evangelical Christians,Is a true conservative,Yes,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale
19399.0, Iowa,11.0,Call 1,Complete,Election day exit poll,1.21545052528381,Michele Bachmann,Female,,65 or over,Republican,"Under $30,000",College graduate,Omit,Not a factor at all,No,I strongly favor my candidate,Federal budget deficit,Is a true conservative,Strongly support,In the last few days,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Support,Last few days,In the last month,All others,Is a true conservative,Yes,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
