ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MDRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,TEAPARTY,TIMEMD12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WRKWOMEN,XQLTREP12,RECOVER,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
310102.0, Maryland,79.0,Call 3,Complete,Election day exit poll,0.824418962001801,Ron Paul,Female,White,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,Not conservative enough,Not conservative enough,The economy,Yes,Is a true conservative,Somewhat support,In March,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Is a true conservative,Getting worse,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20850.0
308734.0, Maryland,35.0,Call 2,Complete,Election day exit poll,0.434801757335663,Rick Santorum,Female,,50-59,Very conservative,Republican,"$30,000-$49,999",High school or less,Omit,No,Not conservative enough,About right,Illegal immigration,No,Is a true conservative,Strongly support,Earlier this year,Definitely vote for the Republican nominee,,Non married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,Omit,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,,All others,,Is a true conservative,Getting worse,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,21229.0
308733.0, Maryland,35.0,Call 2,Complete,Election day exit poll,0.434801757335663,Rick Santorum,Female,,50-59,Very conservative,Republican,"$30,000-$49,999",High school or less,Omit,No,Not conservative enough,About right,Illegal immigration,No,Is a true conservative,Strongly support,Earlier this year,Definitely vote for the Republican nominee,,Non married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Omit,Omit,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,,All others,,Is a true conservative,Getting worse,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 1,High Density Urban,Urban,Urban Core,Very downscale,21229.0
309981.0, Maryland,25.0,Call 3,Complete,Election day exit poll,0.815854609012604,Newt Gingrich,Female,White,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Omit,Yes,Not conservative enough,About right,Abortion,Yes,Has strong moral character,Strongly support,Before that,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,Has strong moral character,Getting worse,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
309716.0, Maryland,65.0,Call 3,Complete,Election day exit poll,1.11589133739471,Rick Santorum,Female,White,50-59,Very conservative,Republican,"$200,000 or more",College graduate,Not a factor at all,No,About right,About right,Abortion,Yes,Has strong moral character,Somewhat oppose,Earlier this year,Definitely vote for the Republican nominee,,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,Has strong moral character,Getting worse,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0
309653.0, Maryland,57.0,Call 3,Complete,Election day exit poll,0.773630678653717,Mitt Romney,Female,White,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,Omit,Too conservative,The economy,No,Has the right experience,Strongly oppose,Before that,Only vote for the Republican nominee if your candidate wins,,Non married women,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,Has the right experience,Staying the same,,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
307752.0, Maryland,79.0,Call 1,Complete,Election day exit poll,1.50281524658203,Mitt Romney,Female,White,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,One of several important factors,No,About right,About right,Federal budget deficit,Yes,Has the right experience,Strongly support,In March,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,A factor,Important,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,Has the right experience,Starting to recover,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20850.0
308770.0, Maryland,51.0,Call 2,Not complete,Election day exit poll,0.876797318458557,Rick Santorum,Female,White,17-24,,,,High school or less,Not a factor at all,,,,,No,,,Just today,,Yes,Non married women,17-29,17-29,17-44,17-29,17-24,,,,,,,,No college degree,High school graduate or less,Not a factor,Not important,,,Last few days,Since January 1st,,,Working women,,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,21780.0
309992.0, Maryland,51.0,Call 3,Not complete,Election day exit poll,0.998390793800354,Rick Santorum,Female,White,60-64,,,,College graduate,Not a factor at all,,,,,Yes,,,Before that,,Yes,Married women,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,Not a factor,Not important,,,Earlier than that,Before January 1st,,,Working women,,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,21780.0
309748.0, Maryland,57.0,Call 3,Complete,Election day exit poll,0.591585516929626,Did not vote,Female,White,50-59,Very liberal,Democrat,"$50,000-$99,999",High school or less,Not a factor at all,No,Omit,Omit,Federal budget deficit,Yes,Omit,Omit,Before that,Omit,Yes,Married women,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Omit,,Earlier than that,Before January 1st,No,All others,Working women,Omit,Starting to recover,Working women,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
308564.0, Maryland,107.0,Call 2,Complete,Election day exit poll,1.67190170288086,Newt Gingrich,Female,White,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,Yes,Not conservative enough,Not conservative enough,Federal budget deficit,Yes,Omit,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Working women,Omit,Getting worse,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Town,Rural,Rural,Downscale,20667.0
309868.0, Maryland,51.0,Call 3,Complete,Election day exit poll,1.31052577495575,Newt Gingrich,Female,White,45-49,Somewhat liberal,Republican,"$30,000-$49,999",College graduate,Not a factor at all,No,Too conservative,Too conservative,The economy,No,Omit,Strongly oppose,Just today,Omit,Yes,Non married women,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,Working women,Omit,Starting to recover,Working women,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,21780.0
310053.0, Maryland,104.0,Call 3,Complete,Election day exit poll,0.634355366230011,Ron Paul,Female,White,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Omit,Yes,Omit,Omit,Federal budget deficit,Yes,Omit,Strongly support,Before that,Omit,Yes,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Omit,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Working women,Omit,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21617.0
309932.0, Maryland,25.0,Call 3,Complete,Election day exit poll,0.85815954208374,Mitt Romney,Female,White,60-64,Moderate,Independent,"$100,000-$199,999",Some college/assoc. degree,A minor factor,No,Omit,Omit,Omit,Yes,Omit,Neutral,Earlier this year,Probably vote for the Republican nominee,Yes,Married women,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Neutral,Neither,Earlier than that,Since January 1st,No,All others,Working women,Omit,Staying the same,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Suburb,Urban,Urban Core,Very upscale,21204.0
307482.0, Maryland,28.0,Call 1,Complete,Election day exit poll,2.09390926361084,Mitt Romney,Female,White,60-64,Moderate,Republican,"$50,000-$99,999",College graduate,Not a factor at all,No,About right,Too conservative,Omit,No,Omit,Somewhat oppose,Before that,Definitely vote for the Republican nominee,Yes,Non married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Earlier than that,Before January 1st,No,All others,Working women,Omit,Getting worse,Working women,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,East,Version 1,High Density Urban,Urban,Urban Core,Upscale,21212.0
309734.0, Maryland,55.0,Call 3,Complete,Election day exit poll,0.82378101348877,Rick Santorum,Female,White,45-49,Moderate,,"$100,000-$199,999",Some college/assoc. degree,Omit,No,Omit,About right,Federal budget deficit,Yes,Omit,Omit,In the last few days,Omit,Yes,Married women,45-65,30-59,45+,45-59,40-49,,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Omit,Omit,Omit,,Last few days,Since January 1st,No,All others,Working women,Omit,Starting to recover,Working women,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21770.0
309712.0, Maryland,23.0,Call 3,Complete,Election day exit poll,0.844458281993866,Rick Santorum,Female,White,40-44,,Republican,"$50,000-$99,999",High school or less,A minor factor,No,Omit,About right,The economy,Yes,Omit,Omit,Just today,Definitely vote for the Republican nominee,Yes,Married women,30-44,30-59,17-44,30-44,40-49,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Omit,,Last few days,Since January 1st,No,All others,Working women,Omit,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
308735.0, Maryland,89.0,Call 2,Complete,Election day exit poll,1.16416573524475,Other,Female,White,30-39,Moderate,Independent,"$100,000-$199,999",Postgraduate study,Not a factor at all,No,About right,Too conservative,Federal budget deficit,Yes,Omit,Strongly oppose,Just today,Omit,Yes,Married women,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Neither,Last few days,Since January 1st,No,All others,Working women,Omit,Starting to recover,Working women,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
308598.0, Maryland,107.0,Call 2,Complete,Election day exit poll,1.46828174591064,Newt Gingrich,Female,White,17-24,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,A minor factor,Yes,Not conservative enough,About right,Illegal immigration,No,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Town,Rural,Rural,Downscale,20667.0
308597.0, Maryland,107.0,Call 2,Complete,Election day exit poll,1.46828174591064,Newt Gingrich,Female,White,17-24,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,A minor factor,Yes,Not conservative enough,About right,Illegal immigration,No,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Town,Rural,Rural,Downscale,20667.0
310442.0, Maryland,64.0,Call 3,Complete,Election day exit poll,1.60539126396179,Newt Gingrich,Female,White,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,No,Not conservative enough,About right,Federal budget deficit,No,Can defeat Barack Obama,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Non married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,Yes,All others,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,21043.0
308471.0, Maryland,26.0,Call 2,Complete,Election day exit poll,0.722409844398499,Newt Gingrich,Female,White,50-59,Moderate,Republican,"$100,000-$199,999",Some college/assoc. degree,Not a factor at all,No,About right,Not conservative enough,Illegal immigration,Yes,Can defeat Barack Obama,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Married women,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
309844.0, Maryland,42.0,Call 3,Complete,Election day exit poll,1.02118897438049,Newt Gingrich,Female,White,30-39,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,Not a factor at all,No,Not conservative enough,Not conservative enough,The economy,Yes,Can defeat Barack Obama,Strongly support,Before that,Definitely vote for the Republican nominee,Yes,Married women,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,Yes,All others,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,21157.0
309721.0, Maryland,112.0,Call 3,Complete,Election day exit poll,1.06258845329285,Newt Gingrich,Female,White,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,Yes,Not conservative enough,About right,The economy,Yes,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Married women,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Suburb,Rural,Rural,Very downscale,21740.0
309706.0, Maryland,112.0,Call 3,Complete,Election day exit poll,1.06258845329285,Newt Gingrich,Female,White,45-49,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,Yes,Too conservative,About right,Federal budget deficit,Yes,Can defeat Barack Obama,Neutral,Earlier this year,Definitely vote for the Republican nominee,Yes,Married women,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,East,Version 1,Suburb,Rural,Rural,Very downscale,21740.0
309644.0, Maryland,88.0,Call 3,Complete,Election day exit poll,1.80410146713257,Newt Gingrich,Female,Other,30-39,Very conservative,Republican,"$100,000-$199,999",College graduate,Not a factor at all,Yes,Not conservative enough,About right,Abortion,No,Can defeat Barack Obama,Somewhat oppose,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married women,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,All others,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,20707.0
307634.0, Maryland,57.0,Call 1,Complete,Election day exit poll,0.869377374649048,Newt Gingrich,Female,White,17-24,Somewhat liberal,Republican,"Under $30,000",High school or less,Not a factor at all,Yes,Not conservative enough,About right,Abortion,No,Can defeat Barack Obama,Strongly support,Earlier this year,Definitely vote for the Republican nominee,Yes,Non married women,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Not a factor,Not important,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,Rural,Small Cities/Rural,4.0,East,Version 1,Low Density Rural,Rural,Rural,Very downscale,21550.0
308909.0, Maryland,12.0,Call 2,Complete,Election day exit poll,0.917651534080505,Ron Paul,Female,White,50-59,Moderate,Republican,"$100,000-$199,999",College graduate,Not a factor at all,No,Too conservative,Too conservative,The economy,Yes,Can defeat Barack Obama,Somewhat support,Just today,Definitely vote for the Republican nominee,Yes,Married women,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not a factor,Not important,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Working women,Can defeat Barack Obama,Getting worse,Working women,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21057.0
