ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NVRPRS12,SEX,QRACEAI,XAGE8,PHIL5,PARTYIA,INCOME12RNH,EDUC12R,LATINO,BREAK12CAUNV,BRNAGAIN,ISSREP12NV,QLTIA12R,RELIGN10,TEAPARTY,TIMENV12,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,QRACE3,RACE,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
112191.0,Nevada,76.0,Call 1,Complete,Election day exit poll,0.719517827033997,,Female,White,60-64,Somewhat liberal,Republican,"Under $30,000",High school or less,No,One of several important factors,Yes,Omit,Can defeat Barack Obama,Protestant,Somewhat support,Omit,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Omit,Omit,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
111856.0,Nevada,51.0,Call 1,Complete,Election day exit poll,0.75540030002594,,Female,White,50-59,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,One of several important factors,Yes,The economy,Can defeat Barack Obama,Catholic,Strongly support,Just today,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Catholic,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
112382.0,Nevada,112.0,Call 1,Complete,Election day exit poll,0.81723016500473,,Female,Other,60-64,Somewhat conservative,Independent,"Under $30,000",College graduate,No,A minor factor,No,Federal budget deficit,Omit,Other,Strongly support,Omit,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Something else,Support,Tea Party supporter and not born-again,Omit,Omit,No,All others,No,All others,Omit,Other,Other,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Very upscale
111868.0,Nevada,51.0,Call 1,Complete,Election day exit poll,0.817339837551117,,Male,White,65 or over,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,No,A minor factor,Yes,Abortion,Can defeat Barack Obama,Other christian,Neutral,Omit,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Omit,Omit,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
111847.0,Nevada,38.0,Call 1,Complete,Election day exit poll,0.853023827075958,,Male,White,40-44,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,A minor factor,No,Abortion,Has strong moral character,Mormon,Neutral,Before that,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Earlier than that,No,All others,No,White Protestant non-evangelical,Has strong moral character,White,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
111842.0,Nevada,38.0,Call 1,Complete,Election day exit poll,0.853023827075958,,Male,White,40-44,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,A minor factor,Yes,The economy,Has strong moral character,Mormon,Neutral,In January,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,No,White Protestant evangelical,Has strong moral character,White,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
111836.0,Nevada,38.0,Call 1,Complete,Election day exit poll,0.879416227340698,,Male,White,65 or over,Very conservative,Republican,,Some college/assoc. degree,,Omit,No,Illegal immigration,Omit,Protestant,Neutral,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Omit,Omit,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Earlier than that,,All others,No,White Protestant non-evangelical,Omit,White,White,,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
112595.0,Nevada,107.0,Call 1,Complete,Election day exit poll,1.16865706443787,,Female,Black,50-59,,Something else,"Under $30,000",Some college/assoc. degree,No,Omit,No,Omit,Omit,None,Neutral,Omit,45-65,30-59,45+,45-59,50-64,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Omit,None,Neutral,Neither,Omit,Omit,No,All others,No,All others,Omit,Black,Black,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very downscale
112810.0,Nevada,113.0,Call 1,Complete,Election day exit poll,1.23478901386261,,Female,White,40-44,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Not a factor at all,Yes,Federal budget deficit,Has the right experience,Other christian,Strongly support,Omit,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Omit,Omit,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
112356.0,Nevada,103.0,Call 1,Complete,Election day exit poll,1.29594004154205,,Male,White,40-44,Somewhat conservative,Independent,"$200,000 or more",Some college/assoc. degree,No,One of several important factors,No,Federal budget deficit,Is a true conservative,Other christian,Strongly support,Omit,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Omit,Omit,No,All others,No,White Protestant non-evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Upscale
112625.0,Nevada,107.0,Call 1,Complete,Election day exit poll,1.46404242515564,,Male,White,50-59,Somewhat conservative,Republican,,Some college/assoc. degree,No,Not a factor at all,No,The economy,Has strong moral character,Other,Neutral,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,Not a factor,Not important,Something else,Neutral,Neither,Earlier than that,Earlier than that,,All others,No,All others,Has strong moral character,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very downscale
113389.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.485346227884293,Newt Gingrich,Female,White,50-59,Very conservative,Republican,"Under $30,000",College graduate,No,One of several important factors,Yes,Omit,Can defeat Barack Obama,Other christian,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113383.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.485346227884293,Newt Gingrich,Female,White,50-59,Very conservative,Republican,"$30,000-$49,999",High school or less,No,A minor factor,Yes,Federal budget deficit,Can defeat Barack Obama,Other christian,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113121.0,Nevada,7.0,Call 1,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,65 or over,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,No,The most important factor,Yes,The economy,Can defeat Barack Obama,Protestant,Neutral,In the last few days,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Neutral,Born-again but not Tea Party supporter,Last few days,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113108.0,Nevada,7.0,Call 1,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,65 or over,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Not a factor at all,Yes,Federal budget deficit,Can defeat Barack Obama,Other christian,Somewhat support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
112912.0,Nevada,7.0,Call 1,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,A minor factor,No,Federal budget deficit,Can defeat Barack Obama,Protestant,Strongly support,In January,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113405.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,60-64,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,No,One of several important factors,No,The economy,Can defeat Barack Obama,Protestant,Omit,Before that,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Omit,,Earlier than that,Earlier than that,Yes,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
112936.0,Nevada,7.0,Call 1,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,One of several important factors,Yes,The economy,Is a true conservative,Protestant,Strongly support,Before that,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113390.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,The most important factor,Yes,Omit,Is a true conservative,Other christian,Strongly support,Before that,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113379.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.500362753868103,Newt Gingrich,Female,White,60-64,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,Not a factor at all,No,Federal budget deficit,Has the right experience,Protestant,Neutral,Before that,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Neutral,Neither,Earlier than that,Earlier than that,No,All others,No,White Protestant non-evangelical,Has the right experience,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113395.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,40-44,Very conservative,Republican,,High school or less,No,The most important factor,Yes,Omit,Omit,Other christian,Strongly support,Before that,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Omit,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113147.0,Nevada,7.0,Call 1,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,A minor factor,Yes,The economy,Can defeat Barack Obama,Protestant,Strongly support,Before that,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113373.0,Nevada,7.0,Call 2,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",High school or less,No,One of several important factors,Yes,Federal budget deficit,Can defeat Barack Obama,Other christian,Strongly support,In January,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113363.0,Nevada,7.0,Call 2,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,50-59,Very conservative,Republican,"$50,000-$99,999",College graduate,No,A minor factor,Yes,Illegal immigration,Is a true conservative,Protestant,Strongly support,In January,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113347.0,Nevada,7.0,Call 2,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,50-59,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,No,A minor factor,No,Federal budget deficit,Is a true conservative,Other christian,Strongly support,In January,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,A factor,Not important,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,No,White Protestant non-evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113015.0,Nevada,7.0,Call 1,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,45-49,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Not a factor at all,Yes,Federal budget deficit,Is a true conservative,Protestant,Strongly support,Before that,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113381.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,50-59,Very conservative,Something else,"Under $30,000",Some college/assoc. degree,No,Not a factor at all,Yes,Omit,Is a true conservative,Other christian,Strongly support,In the last few days,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not a factor,Not important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Last few days,In the last month,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Is a true conservative,White,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
113407.0,Nevada,7.0,Call 3,Complete,Election day exit poll,0.509382247924805,Newt Gingrich,Male,White,40-44,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Yes,One of several important factors,Yes,The economy,Is a true conservative,Other christian,Strongly support,Before that,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,A factor,Important,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,All others,No,All others,Is a true conservative,Other,Hispanic/Latino,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
