ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,BROWNBACK2,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSKS12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
25366.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Once a week,Weekly,Complete,No,,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,76.0,Barack Obama,Black,Black,National questionnaire,Black,Midwest,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,0.892423272132874
69229.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Yes,,Call 3,4.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.921021461486816
28508.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Once a week,Weekly,Complete,Yes,,Call 1,4.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,5.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Upscale,67156.0,0.544416844844818
49378.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,No,,Call 2,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,5.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,Yes,All others,Low Density Rural,Rural,Rural,Upscale,67156.0,0.52106648683548
28075.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,Yes,,Call 1,4.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,5.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Upscale,67156.0,0.45695036649704
47230.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Yes,,Call 2,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,,,,,,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,17.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.97332501411438
70392.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,Complete,No,,Call 3,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,Yes,No,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,17.0,Mitt Romney,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Female,Latino women,Non married women,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.85355943441391
13789.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,Once a week,Weekly,Complete,Yes,,,4.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50014.0,Mitt Romney,Other,American Indian,National questionnaire,Other,Midwest,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Telephone survey,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,67207.0,0.0
25020.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,No,,Call 1,2.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,76.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.15063560009003
47062.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Complete,Yes,,Call 2,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.97332501411438
75677.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,Yes,,Call 3,4.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,5.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Upscale,67156.0,0.482899963855743
70018.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,,Call 3,2.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.07303869724274
69832.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,,Call 3,2.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.13397514820099
50463.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,No,,Call 2,4.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,No,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,5.0,Barack Obama,Black,Black,National questionnaire,Black,Midwest,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,All others,Low Density Rural,Rural,Rural,Upscale,67156.0,0.342330366373062
13787.0,30-44,30-59,18-44,30-44,40-49,40-44,,,,A few times a year,Occasionally,Complete,No,,,3.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,,,,,Yes,18-44,18-64,Independent/Something else,,,Independent,,Conservative,50008.0,Mitt Romney,,,National questionnaire,,Midwest,Male,,Married men,Suburbs,Suburbs,Kansas,Telephone survey,,,,Version 3,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,66062.0,0.0
69958.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,No,,Call 3,2.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,76.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.24157726764679
25257.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,Yes,,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,No,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,76.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Upscale,66611.0,1.24157726764679
69653.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Yes,,Call 3,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,17.0,Barack Obama,White,White,National questionnaire,White,Midwest,Male,White men,Non married men,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,1.44167816638947
70076.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,No,,Call 3,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,Yes,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.13397514820099
25482.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,No,,Call 1,2.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.07303869724274
70200.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,No,,Call 3,2.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.24157726764679
27919.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,,Call 1,4.0,I like my candidate but with reservations,,,,,,,,4.0,,,,,,,,,,,No,,45+,65+,,,,,,,17.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,,,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.97332501411438
27918.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,,Call 1,4.0,I like my candidate but with reservations,,,,,,,,4.0,,,,,,,,,,,No,,45+,65+,,,,,,,17.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Male,White men,,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,,,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,0.97332501411438
49181.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,No,,Call 2,2.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,76.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.08880388736725
75748.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,No,,Call 3,4.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,5.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,All others,Low Density Rural,Rural,Rural,Upscale,67156.0,0.4930659532547
70271.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,Yes,,Call 3,2.0,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Upscale,66611.0,1.13397514820099
68314.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,,,Call 3,4.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Barack Obama,White,White,National questionnaire,White,Midwest,Female,White women,,Rural,Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,67009.0,1.36420667171478
48946.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,No,,Call 2,2.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.13397514820099
48857.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,No,,Call 2,2.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,Barack Obama,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Kansas,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,66611.0,1.15784752368927
75632.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,Yes,,Call 3,4.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,5.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Kansas,Election day exit poll,,,,Version 3,Yes,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Upscale,67156.0,0.45695036649704
