ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,AUTOHH,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMI12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENMI12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
23186.0,Omit,Omit,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,No,Call 1,1.0,No,I strongly favor my candidate,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,All others,No,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,20.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,Debbie Stabenow,Female,White women,Non married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Town,Rural,Rural,Upscale,49684.0,0.820213496685028
49645.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,Yes,Call 2,4.0,No,I strongly favor my candidate,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,All others,Yes,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,18.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,Debbie Stabenow,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.908544182777405
47759.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,No,Call 2,6.0,Yes,I strongly favor my candidate,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,,,,,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Debbie Stabenow,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.509515106678009
22523.0,Legal,Legal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,No,Call 1,1.0,No,I strongly favor my candidate,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,All others,Yes,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,20.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Debbie Stabenow,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Town,Rural,Rural,Upscale,49684.0,0.820213496685028
47265.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,No,Call 2,6.0,Yes,I strongly favor my candidate,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,2.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,Debbie Stabenow,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.509515106678009
11929.0,Legal,Legal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,,4.0,,I strongly favor my candidate,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,,,,,,,,,,No,,,,,,,,45+,18-64,,,,,,,,50019.0,Barack Obama,,White,White,National questionnaire,White,Midwest,,,,Debbie Stabenow,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Telephone survey,,,,,Version 3,,No,All others,,,,,,,Suburb,Rural,Rural,Very upscale,48640.0,0.480450361967087
50634.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,No,Call 2,1.0,Yes,I strongly favor my candidate,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,20.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,Debbie Stabenow,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Town,Rural,Rural,Upscale,49684.0,0.63878858089447
11928.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,No,,3.0,No,I strongly favor my candidate,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,,,,,,,,,,,No,All others,Yes,,,,,,45+,18-64,Women without children,,,,,,,50013.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,None,None,,Pete Hoekstra,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Telephone survey,,,,,Version 3,White none,,All others,,,,No,All others,,Low Density Rural,Rural,Rural,Downscale,48881.0,0.91071093082428
21071.0,Illegal,Illegal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,No,Call 1,6.0,No,I strongly favor my candidate,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,All others,Yes,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.799150347709656
50012.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,Yes,Call 2,4.0,No,I strongly favor my candidate,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,No,All others,Yes,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,18.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Extremely Low Density Rural,Rural,Rural,Very downscale,48624.0,0.876228511333466
48800.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,6.0,Yes,I strongly favor my candidate,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,,,,,,,,,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Pete Hoekstra,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,,All others,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.623259842395782
48781.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,1.0,Yes,I strongly favor my candidate,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,,,,,,,,,,No,Married with children,Yes,,,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,Pete Hoekstra,Male,White men,Married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Catholics,No,All others,,,,No,,,Town,Rural,Rural,Upscale,49684.0,0.791039645671844
23503.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,No,Call 1,1.0,Yes,I strongly favor my candidate,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,Pete Hoekstra,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,Town,Rural,Rural,Upscale,49684.0,0.756649434566498
48437.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,Yes,Call 2,6.0,Yes,I strongly favor my candidate,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Pete Hoekstra,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.623259842395782
65127.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,Yes,Call 3,1.0,Yes,I strongly favor my candidate,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,20.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,Pete Hoekstra,Female,White women,Married women,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Town,Rural,Rural,Upscale,49684.0,0.869151890277863
20506.0,Illegal,Illegal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 1,6.0,No,I strongly favor my candidate,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,,,,,,,,,,No,All others,Yes,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,Pete Hoekstra,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,,All others,,,,,,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.83664733171463
49427.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,Complete,No,Call 2,1.0,Yes,I like my candidate but with reservations,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,No,All others,No,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,20.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Mormon,,Debbie Stabenow,Male,White men,Non married men,Rural,Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Town,Rural,Rural,Upscale,49684.0,0.733766913414001
66153.0,Legal,Legal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,No,Call 3,6.0,No,I like my candidate but with reservations,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,No,All others,Yes,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,2.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,Debbie Stabenow,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Low Density Rural,Rural,Rural,Downscale,49010.0,0.907649517059326
