ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FAVRYAN2,FINSIT,GEOCODE,GOVTDO10,GUNOWNER12,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWI12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENWI12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WALKER2,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
26833.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,Complete,,Call 1,5.0,,I strongly favor my candidate,Getting better,Barack Obama,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,Omit,,2.0,,,,Barack Obama,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,,No,Not so good,Not so good or poor,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,,36.0,Barack Obama,Omit,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Non married women,Rural,Small Cities/Rural,Wisconsin,,Election day exit poll,,,,,Version 2,,,Yes,,,,Low Density Rural,Rural,Rural,Downscale,53156.0,0.755906224250793
10644.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,,Complete,,,1.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Better today,2.0,Government should do more to solve problems,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Health care,No,All others,No,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Conservative,50001.0,Barack Obama,Has a vision for the future,Other,Other,National questionnaire,Other,Midwest,,,,,Female,All other races,Non married women,Suburbs,Suburbs,Wisconsin,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,Version 1,,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,53406.0,0.686749517917633
73025.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,Complete,,Call 3,4.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Omit,,,1.0,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,Yes,Married with children,Yes,,,,,Omit,18-44,18-64,Women with children,,,,,,,52.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,Omit,,Female,Latino women,Married women,Suburbs,Suburbs,Wisconsin,,Election day exit poll,,,,,Version 5,,Non-white,No,,,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,53110.0,0.715778946876526
28564.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Omit,Not complete,,Call 1,3.0,No,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,Women without children,,,,,,,74.0,Barack Obama,,White,White,State questionnaire,White,Midwest,,,,,Female,White women,,Rural,Small Cities/Rural,Wisconsin,Omit,Election day exit poll,,,,No,Version 3,,,,,,,Low Density Rural,Rural,Rural,Very upscale,54467.0,0.673486113548279
9880.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Approve,Complete,Yes,,7.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50034.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Male,White men,Non married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Telephone survey,,,,Yes,Version 3,Approve,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Downscale,54001.0,1.66636490821838
73937.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Disapprove,Complete,Yes,Call 3,8.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,24.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Female,White women,,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,Yes,Version 3,Disapprove,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Downscale,54235.0,0.647802770137787
73936.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Disapprove,Complete,Yes,Call 3,8.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,24.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Female,White women,,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,Yes,Version 3,Disapprove,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Downscale,54235.0,0.647802770137787
51772.0,Omit,Omit,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Approve,Complete,No,Call 2,1.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,2.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,All others,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The rich,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,77.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,None,None,The rich,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Disapprove,Non-white,No,All others,No,,Suburb,Urban,Urban Core,Very upscale,53402.0,0.443189650774002
72012.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Approve,Complete,No,Call 3,7.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,86.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Female,White women,Non married women,Suburbs,Suburbs,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Disapprove,White Protestants,Yes,All others,No,White Protestant non-evangelical,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,54017.0,0.597496628761292
27122.0,Illegal,Illegal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Disapprove,Complete,No,Call 1,7.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,Barack Obama,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,93.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The rich,,Male,White men,Married men,Rural,Small Cities/Rural,Wisconsin,Not increase for anyone,Election day exit poll,,,,No,Version 3,Disapprove,White Catholics,Yes,All others,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,54451.0,1.14127612113953
27180.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,Complete,,Call 1,3.0,,,,,,,,,,,Unfavorable,Omit,,Worse today,5.0,Omit,,,,,Omit,Omit,,,,,,,,The economy,No,,,,,,,,45+,65+,,,,,,,,43.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,,Election day exit poll,Omit,Omit,Omit,,Version 1,,,,,,,Suburb,Urban,Urban Core,Downscale,54601.0,0.821718811988831
27345.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,Complete,,Call 1,1.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,Better today,2.0,Government should do more to solve problems,Yes,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,No,All others,No,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,76.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Suburbs,Suburbs,Wisconsin,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,No,Version 1,,,No,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,53108.0,1.0623517036438
28347.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,Not complete,,Call 1,4.0,,,,,,,,,,,Favorable,Unfavorable,,,1.0,,No,,,,,,,,,,,,,,,,,,,,,,45+,65+,,,,,,,,58.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",Wisconsin,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,Version 1,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,53210.0,1.31450605392456
9462.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,Complete,,,4.0,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,About the same,1.0,Government should do more to solve problems,No,,,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,No,All others,No,,,,,,18-44,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,50015.0,Barack Obama,Omit,Black,Black,State questionnaire,Black,Midwest,,,,,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Wisconsin,,Telephone survey,In September,"In October, in September, or before that",In September or before that,Yes,Version 1,,,No,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,53233.0,5.56612730026245
30344.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,Complete,,Call 1,6.0,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,Better today,4.0,Government is doing too many things better left to businesses and individuals,No,,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,All others,No,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,113.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,,,No,,,,Suburb,Urban,Urban Core,Very upscale,54904.0,0.733870089054108
51702.0,,,65+,60+,45+,60+,65+,65 or over,,,,,Complete,,Call 2,8.0,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,No high school diploma,No college degree,High school graduate or less,,,,Favorable,,4.0,,,,Mitt Romney,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,,Mitt Romney,The economy,No,,Yes,Not so good,Not so good or poor,,,,45+,65+,,Republican,,,Republican,,Moderate,24.0,Mitt Romney,Is a strong leader,,,State questionnaire,,Midwest,,,,,Female,,Married women,Rural,Small Cities/Rural,Wisconsin,,Election day exit poll,,,,,Version 2,,,,,,,Low Density Rural,Rural,Rural,Downscale,54235.0,1.05978763103485
29638.0,,,45-65,30-59,45+,45-59,50-64,50-59,,,,,Complete,,Call 1,1.0,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,,,,Favorable,,2.0,,,,Mitt Romney,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,,Mitt Romney,The economy,No,,,Poor,Not so good or poor,,,,45+,18-64,,Republican,,,Republican,,Conservative,96.0,Mitt Romney,Is a strong leader,,,State questionnaire,,Midwest,,,,,Female,,,Rural,Small Cities/Rural,Wisconsin,,Election day exit poll,,,,,Version 2,,,,,,,Suburb,Rural,Rural,Very downscale,53157.0,0.356879353523254
13603.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,Complete,,,1.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,,2.0,,,,,,,,,,,,,,,,No,Married with children,Yes,,,,,The rich,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,50001.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,Omit,,Female,White women,Married women,Rural,Small Cities/Rural,Wisconsin,,Telephone survey,,,,No,Version 5,,White Protestants,,,,,Low Density Rural,Rural,Rural,Downscale,53115.0,1.07109880447388
32454.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,Complete,,Call 1,7.0,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,,5.0,,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,,,The poor,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,1.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The middle class,,Male,White men,Married men,Rural,Small Cities/Rural,Wisconsin,,Election day exit poll,,,,No,Version 5,,White Protestants,No,,,,Low Density Rural,Rural,Rural,Downscale,54868.0,0.788520216941834
51632.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Approve,Complete,No,Call 2,8.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,Omit,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,24.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Male,White men,Married men,Rural,Small Cities/Rural,Wisconsin,"Increase only on income over $250,000",Election day exit poll,,,,No,Version 3,Approve,White Catholics,No,All others,No,All others,Low Density Rural,Rural,Rural,Downscale,54235.0,0.974596381187439
