ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMS12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMS12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
65323.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 3,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.596982061862946
30420.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
30306.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
30244.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
45662.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 2,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
29972.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.674788594245911
29688.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
45586.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Once a week,Weekly,Complete,Yes,Call 2,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Omit,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.674788594245911
65643.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 3,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Omit,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
30692.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.652794897556305
30691.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.652794897556305
30473.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.596982061862946
45874.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 2,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
30362.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.596982061862946
30031.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
65879.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 3,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,Yes,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.596982061862946
66076.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 3,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.596982061862946
29112.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 1,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.56160706281662
63974.0,45-65,60+,45+,60+,50-64,60-64,,,,Once a week,Weekly,Complete,Yes,Call 3,2.0,Omit,College graduate,College graduate,More than High school graduate,,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,,Barack Obama,Federal budget deficit,No,Yes,45+,18-64,Democrat,,,Democrat,,Conservative,109.0,Barack Obama,,,State questionnaire,,South,Albert Gore,Male,,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,All others,,,,,3876.0,0.595592737197876
29281.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,Complete,Yes,Call 1,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.652794897556305
44828.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a month,Occasionally,Complete,Yes,Call 2,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.614112615585327
65033.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Yes,Call 3,2.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,,,,,3876.0,0.596982061862946
