ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,DESCRIBS10,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHCT12,ETHMCMA,ETHMURPHY,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,MCMAWREST,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSCT12,PTYIMPT,PTYIMPT2,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENCT12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WORK,WORKPARENT,WORKSEX,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
62360.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,3.0,No,I dislike the other candidates,,Staying about the same,Poor and staying the same,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,,Not so good,Not so good or poor,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,95.0,Barack Obama,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Chris Murphy,Male,White men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0,1.24823427200317
36891.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,3.0,No,I dislike the other candidates,,Getting worse,Worse,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,,Not so good,Not so good or poor,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,95.0,Other,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Other,Male,White men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,All men,Non-working men,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0,1.09864103794098
36344.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 2,1.0,No,I strongly favor my candidate,,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,,Not so good,Not so good or poor,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,33.0,Other,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Chris Murphy,Male,White men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,All men,Non-working men,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,0.922258615493774
14364.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,No,I strongly favor my candidate,,Getting better,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,All others,Yes,,Not so good,Not so good or poor,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,10.0,Barack Obama,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6019.0,0.911688983440399
63979.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,Yes,I strongly favor my candidate,,Staying about the same,Poor and staying the same,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Only Linda McMahon does,Only Linda McMahon does or both do,Only Linda McMahon does or neither do,,,,3.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Married with children,Yes,,Not so good,Not so good or poor,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,22.0,Mitt Romney,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,Mothers with no full time job,Non-working women,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,6333.0,0.95108687877655
17848.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,Yes,I strongly favor my candidate,,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,,Married with children,Yes,,Not so good,Not so good or poor,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,95.0,Mitt Romney,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Male,White men,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0,1.08077454566956
65345.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,No,I like my candidate but with reservations,,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,3.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,All others,Yes,,Not so good,Not so good or poor,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,69.0,Mitt Romney,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Other,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,"Women, no kids",Non-working women,All others,Suburb,60s Suburbs,Urban Perimeter,Upscale,6472.0,0.527290940284729
65139.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,No,I like my candidate but with reservations,,Omit,Omit,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,Omit,,,,2.0,,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,Omit,No,All others,Yes,,Not so good,Not so good or poor,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,74.0,Barack Obama,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6062.0,1.00694000720978
66794.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,Yes,I like my candidate but with reservations,,Getting worse,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,Only Linda McMahon does,Only Linda McMahon does or both do,Only Linda McMahon does or neither do,,,,1.0,,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,,Poor,Not so good or poor,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,107.0,Barack Obama,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,Yes,Yes,Working mom,Working women,Working women,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,6516.0,0.69557124376297
14865.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,Yes,I like my candidate but with reservations,,Staying about the same,Poor and staying the same,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,Both do,Only Linda McMahon does or both do,Only Chris Murphy does or both do,,,,4.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,,Poor,Not so good or poor,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,96.0,Mitt Romney,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Male,White men,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6708.0,1.03396272659302
62686.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,No,I dislike the other candidates,,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,All others,No,,Poor,Not so good or poor,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,113.0,Mitt Romney,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Female,White women,Non married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6096.0,0.920652449131012
37706.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,4.0,No,I strongly favor my candidate,,Getting worse,Worse,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Omit,Omit,,,,1.0,,Mitt Romney,,,,,,,Mitt Romney,The economy,No,All others,Yes,,Poor,Not so good or poor,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,111.0,Mitt Romney,Not at all important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Male,White men,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6897.0,1.20806288719177
62630.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,4.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,1.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Foreign policy,No,All others,No,,Good,Excellent or good,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,111.0,Barack Obama,Not too important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Chris Murphy,Male,White men,Non married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6897.0,1.20462727546692
15361.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,No,I strongly favor my candidate,,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,4.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Federal budget deficit,,All others,Yes,,Good,Excellent or good,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,89.0,Barack Obama,Not too important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Linda McMahon,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,,,,Version 2,,No,No,All men,Non-working men,All others,Suburb,Rural,Rural,Very downscale,6790.0,1.20490145683289
34591.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,No,I like my candidate but with reservations,,Staying about the same,Good and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Neither does,Only Chris Murphy does or neither do,Only Linda McMahon does or neither do,,,,2.0,,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Federal budget deficit,No,All others,Yes,,Good,Excellent or good,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,33.0,Mitt Romney,Not too important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Chris Murphy,Male,White men,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,No,All men,Non-working men,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,6033.0,1.06206142902374
35550.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,3.0,No,I strongly favor my candidate,,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,,Good,Excellent or good,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,69.0,Barack Obama,Not too important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Chris Murphy,Female,White women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,"Women, no kids",Working women,Working women,Suburb,60s Suburbs,Urban Perimeter,Upscale,6472.0,0.837090849876404
65055.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,Yes,I strongly favor my candidate,,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Only Chris Murphy does,Only Chris Murphy does or neither do,Only Chris Murphy does or both do,,,,3.0,,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,,Married with children,Yes,,Good,Excellent or good,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,22.0,Barack Obama,Not too important,Not too important or not at all important,,White,White,State questionnaire,White,East,,,Chris Murphy,Male,White men,Married men,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,All men,Working men,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,6333.0,0.839734554290771
35272.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,2.0,Yes,I strongly favor my candidate,,Staying about the same,Good and staying the same,The housing market,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Only Linda McMahon does,Only Linda McMahon does or both do,Only Linda McMahon does or neither do,,,,3.0,,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,,Good,Excellent or good,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,101.0,Barack Obama,Not too important,Not too important or not at all important,,Black,Black,State questionnaire,Black,East,,,Chris Murphy,Female,Black women,Married women,Suburbs,Suburbs,Connecticut,Election day exit poll,,,,Version 2,,No,Yes,Working mom,Working women,Working women,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6385.0,0.680832028388977
