ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMD64CO,BACKSIDE,BRNAGAIN,CALL,CDNUM,COGUNLAW,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSCO12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
11813.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,No,,7.0,,I dislike the other candidates,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50025.0,,,White,White,National questionnaire,White,West,Male,White men,Non married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,,,Version 3,Yes,All others,Suburb,70s Suburbs,Urban Perimeter,Very downscale,80229.0,0.145494312047958
922.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,No,,7.0,About right,I dislike the other candidates,Getting worse,George W. Bush,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,,,,,,,Omit,The economy,No,No,Poor,Not so good or poor,45+,65+,,,,,,Conservative,50025.0,,Omit,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,80221.0,0.0346876196563244
202.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Yes,Complete,No,,2.0,Omit,I dislike the other candidates,Staying about the same,Barack Obama,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,The economy,No,Yes,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50006.0,,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80525.0,0.0229367017745972
100.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,No,,1.0,About right,Omit,Getting better,Omit,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Better today,1.0,Omit,Omit,Expand it,Expand it or leave it as is,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,The economy,No,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50000.0,,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,No,All others,High Density Urban,Urban,Urban Core,Very downscale,80204.0,0.0316918380558491
10327.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,,4.0,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,3.0,Omit,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50014.0,,Cares about people like me,White,White,National questionnaire,White,West,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Suburb,Urban,Urban Core,Upscale,80634.0,0.157801568508148
610.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,About right,Omit,Staying about the same,Omit,Poor and staying the same,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Omit,Omit,3.0,Omit,Omit,Repeal some of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,No,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50018.0,,Omit,White,White,State questionnaire,White,West,Female,White women,Non married women,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,No,All others,Low Density Rural,Rural,Rural,Very downscale,81226.0,0.0136745795607567
339.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,3.0,About right,I dislike the other candidates,Getting worse,Omit,Worse,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Omit,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,The economy,No,Yes,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50011.0,,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Very upscale,80487.0,0.0253004264086485
351.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,No,Complete,Yes,,3.0,About right,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,4.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,Yes,Yes,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50011.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Upscale,81301.0,0.0237227212637663
11062.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,No,Complete,,,4.0,,,Staying about the same,Omit,Poor and staying the same,Taxes,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,4.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50015.0,,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Male,Latino men,Non married men,Rural,Small Cities/Rural,English,Colorado,Telephone survey,,,,Version 2,No,,Extremely Low Density Rural,Rural,Rural,Very downscale,81082.0,0.0982169583439827
432.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,Complete,No,,4.0,About right,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50014.0,,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80104.0,0.147233560681343
808.0,45-65,60+,45+,60+,50-64,60-64,,,,No,Complete,Yes,,7.0,About right,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Unemployment,Postgraduate study,College graduate,More than High school graduate,,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,,,,,,,Mitt Romney,Federal budget deficit,No,Yes,Not so good,Not so good or poor,45+,18-64,Republican,,,Republican,,Conservative,50026.0,,Has a vision for the future,,,State questionnaire,,West,Male,,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,80134.0,0.0543772354722023
724.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,6.0,Omit,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,About the same,2.0,Omit,Barack Obama,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Federal budget deficit,No,No,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50021.0,,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80601.0,0.0143041461706162
615.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,About right,I dislike the other candidates,Getting worse,Omit,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,The economy,No,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50018.0,,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,80817.0,0.0322237834334373
243.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,2.0,Too weak,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal some of it,Repeal some of it or repeal all of it,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50005.0,,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,70s Suburbs,Urban Perimeter,Very upscale,80465.0,0.0301128309220076
867.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,7.0,Too weak,Omit,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,About the same,2.0,Omit,Omit,Omit,Omit,Offered a chance to apply for legal status,,,,,,,Mitt Romney,The economy,No,No,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50025.0,,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,80215.0,0.0143041461706162
570.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,Complete,No,,5.0,About right,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Better today,3.0,Omit,Omit,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,The economy,No,Yes,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50018.0,,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,Omit,Omit,Omit,Version 1,No,All others,Low Density Rural,60s Suburbs,Urban Perimeter,Upscale,80819.0,0.154976710677147
716.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,No,Complete,No,,6.0,Omit,I strongly favor my candidate,Staying about the same,Omit,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,,,,,,,Omit,The economy,No,,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Conservative,50021.0,,Has a vision for the future,Other,Other,State questionnaire,Other,West,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Very upscale,80015.0,0.029159938916564
483.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,Yes,,4.0,Omit,I strongly favor my candidate,Getting worse,Barack Obama,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,50014.0,,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Upscale,80634.0,0.0273491591215134
468.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,4.0,Omit,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,About the same,3.0,Omit,Omit,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,No,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50014.0,,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Suburb,Urban,Urban Core,Upscale,80634.0,0.0136745795607567
18.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,1.0,About right,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50000.0,,Omit,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Upscale,80210.0,0.0234856922179461
