ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,CALL,CDNUM,CHILD12,CONTROLSEN,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSME12,QLT12,QRACE3,QRACEAI,QTYPE,QUES1ME,RACE,REGION,REL5,RELIGN10,SENME12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
74028.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,2.0,No,,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,All others,Yes,,,45+,65+,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,13.0,Barack Obama,,Other,American Indian,National questionnaire,Yes,Other,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,All other races,Married women,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,Non-white,No,Town,Rural,Rural,Upscale,4401.0,0.955706238746643
69569.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,1.0,Yes,,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Protestants,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.32497406005859
69568.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,1.0,Yes,,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Protestants,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.32497406005859
68997.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,Call 3,1.0,Yes,,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,89.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Protestants,Yes,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.32497406005859
45386.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,Call 2,1.0,No,,I strongly favor my candidate,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,Yes,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,89.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Protestants,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.32497406005859
47278.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Protestant/Do not attend weekly,Complete,Call 2,1.0,Yes,,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,89.0,,,White,White,National questionnaire,,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Male,White men,,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Protestants,Yes,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.48219740390778
46522.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,All others,Complete,Call 2,1.0,Yes,,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Married with children,Yes,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Other christian,Charles Summers,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Protestants,Yes,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.63715147972107
45975.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,All others,Complete,Call 2,2.0,No,,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,Yes,,,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,13.0,Barack Obama,,Black,Black,National questionnaire,Yes,Black,East,Protestant/Other Non-Catholic Christian,Other christian,Cynthia Dill,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,Non-white,No,Town,Rural,Rural,Upscale,4401.0,0.647089242935181
74735.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,All others,Complete,Call 3,2.0,No,,I strongly favor my candidate,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,13.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,Protestant/Other Non-Catholic Christian,Other christian,Cynthia Dill,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,White Protestants,Yes,Town,Rural,Rural,Upscale,4401.0,0.816880226135254
33035.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,All others,Complete,Call 1,2.0,No,,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,13.0,Barack Obama,,Black,Black,National questionnaire,Yes,Black,East,None,None,Cynthia Dill,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,Non-white,No,Town,Rural,Rural,Upscale,4401.0,0.681658744812012
31848.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,All others,Complete,Call 1,2.0,No,,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,13.0,Mitt Romney,,White,White,National questionnaire,No,White,East,Something else,Other,Charles Summers,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,White something else,Yes,Town,Rural,Rural,Upscale,4401.0,1.18247592449188
47522.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,Call 2,1.0,No,,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,89.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,None,None,Angus King,Male,White men,Non married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White none,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.64568185806274
32611.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,All others,Complete,Call 1,2.0,No,,I strongly favor my candidate,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,13.0,Barack Obama,,White,White,National questionnaire,Yes,White,East,,,Angus King,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,,No,Town,Rural,Rural,Upscale,4401.0,0.955706238746643
46260.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,More than once a week,Weekly,All others,Complete,Call 2,2.0,No,,I like my candidate but with reservations,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,All others,No,,,18-44,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,13.0,Barack Obama,,Black,Black,National questionnaire,Yes,Black,East,Protestant/Other Non-Catholic Christian,Other christian,Cynthia Dill,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,Non-white,No,Town,Rural,Rural,Upscale,4401.0,0.681658744812012
69216.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,Call 3,1.0,No,,I like my candidate but with reservations,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,89.0,Mitt Romney,,White,White,National questionnaire,Yes,White,East,None,None,Charles Summers,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White none,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.25401759147644
45656.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Protestant/Attend weekly,Complete,Call 2,2.0,Yes,,I dislike the other candidates,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,13.0,,,White,White,National questionnaire,No,White,East,Protestant/Other Non-Catholic Christian,Protestant,Angus King,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 3,White Protestants,No,Town,Rural,Rural,Upscale,4401.0,0.997661173343658
68659.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,Call 3,1.0,Yes,,I dislike the other candidates,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,Yes,White,East,Catholic,Catholic,Charles Summers,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Catholics,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.44140720367432
44935.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Catholic/Do not attend weekly,Complete,Call 2,1.0,No,,I dislike the other candidates,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,89.0,Other,,White,White,National questionnaire,Yes,White,East,Catholic,Catholic,Angus King,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 3,White Catholics,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.38090074062347
67735.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Call 3,1.0,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,Married with children,Yes,,,18-44,18-64,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Liberal,89.0,Barack Obama,,Black,Black,National questionnaire,Yes,Black,East,Catholic,Catholic,Angus King,Male,Black men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 5,Non-white,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.10564565658569
31784.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Call 1,2.0,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,13.0,Mitt Romney,,White,White,National questionnaire,No,White,East,Catholic,Catholic,Charles Summers,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Maine,Election day exit poll,,,,Version 5,White Catholics,No,Town,Rural,Rural,Upscale,4401.0,0.95203685760498
69073.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Call 3,1.0,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,1.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,89.0,Mitt Romney,,White,White,National questionnaire,No,White,East,Catholic,Catholic,Charles Summers,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,,,Version 5,White Catholics,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,4074.0,1.88179326057434
