ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMD1FL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CUBAN3,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSFL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENFL12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3059.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,No,Complete,No,,20.0,Yes,Only cell phone service,,No,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,5.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,50099.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Something else,Other,The rich,Bill Nelson,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Telephone survey,,,,Version 3,Non-white,No,All others,No,Non-working women,No,,All others,High Density Urban,Urban,Urban Core,Downscale,33312.0,4.1293625831604
3061.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,Complete,No,,13.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,3.0,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Barack Obama,Yes,No,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50062.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Telephone survey,,,,Version 3,White Protestants,Yes,All others,Yes,Working women,No,White Protestant non-evangelical,Working women,High Density Urban,Urban,Urban Core,Downscale,33770.0,4.76774072647095
3094.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Yes,Complete,No,,27.0,Yes,Only cell phone service,,"Yes, Cuban",,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Omit,,5.0,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Mitt Romney,No,Yes,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50134.0,Mitt Romney,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,The middle class,Connie Mack,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Telephone survey,,,,Version 3,Non-white,No,All others,Yes,Working men,No,,All others,High Density Urban,Urban,Urban Core,Downscale,33132.0,3.72866082191467
18995.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Yes,Complete,No,Call 1,2.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The rich,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,7.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Something else,Other,The rich,Bill Nelson,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,Non-white,No,All others,Yes,Working women,No,,Working women,Town,Rural,Rural,Upscale,32444.0,0.551648795604706
65809.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,Yes,Call 3,2.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,7.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,Yes,Working men,Yes,White Protestant evangelical,All others,Town,Rural,Rural,Upscale,32444.0,0.868444502353668
40116.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Yes,Complete,Yes,Call 2,2.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,1.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,7.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Connie Mack,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,Working men,Yes,White Protestant evangelical,All others,Town,Rural,Rural,Upscale,32444.0,0.855608105659485
40419.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Yes,Complete,Yes,Call 2,2.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,7.0,Mitt Romney,,White,White,State questionnaire,White,South,,,The middle class,Connie Mack,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,,No,White Born-again/Evangelical Christians,Yes,Working women,,,Working women,Town,Rural,Rural,Upscale,32444.0,0.780899286270142
23721.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,Not complete,,Call 1,1.0,Yes,Only cell phone service,,No,,,,,,,,,,,,,1.0,,,,,,,,,,,,Only Mitt Romney,No,Yes,,,No,,Yes,,,,,,45+,18-64,,,,,,,,34.0,Mitt Romney,,White,White,State questionnaire,White,South,,,,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,,,,Yes,Working men,,,All others,Suburb,Rural,Rural,Upscale,32514.0,0.925276577472687
39460.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,Call 2,16.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,4.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Both of them,Yes,Yes,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,105.0,Barack Obama,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,No,All others,No,Non-working women,No,White Protestant non-evangelical,All others,Suburb,Rural,Rural,Upscale,34292.0,0.934064328670502
20742.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,No,Complete,Yes,Call 1,16.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Omit,,4.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,,,No,,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,105.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,Non-white,No,All others,Yes,Working women,No,,Working women,Suburb,Rural,Rural,Upscale,34292.0,0.842993319034576
20741.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,No,Complete,Yes,Call 1,16.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Omit,,4.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,,,No,,Yes,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,105.0,Barack Obama,,Black,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Other christian,The rich,Bill Nelson,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,Non-white,No,All others,Yes,Working women,No,,Working women,Suburb,Rural,Rural,Upscale,34292.0,0.842993319034576
22595.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,No,Complete,No,Call 1,1.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,,1.0,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Only Barack Obama,Yes,No,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Liberal,34.0,Barack Obama,,Other,Other,State questionnaire,Other,South,None,None,The rich,Connie Mack,Female,All other races,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,Non-white,No,All others,No,Non-working women,No,,All others,Suburb,Rural,Rural,Upscale,32514.0,0.717899084091187
70865.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Yes,Complete,No,Call 3,1.0,Yes,Only cell phone service,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,No,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The rich,Connie Mack,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,No,All others,Yes,Working women,No,White Protestant non-evangelical,Working women,Suburb,Rural,Rural,Upscale,32514.0,0.658186554908752
24019.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,Complete,Yes,Call 1,1.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,1.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,,,No,,No,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Omit,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,34.0,Barack Obama,,Black,Black,State questionnaire,Black,South,,,The rich,Bill Nelson,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,Non-white,No,All others,Yes,Working women,No,,Working women,Suburb,Rural,Rural,Upscale,32514.0,0.341163784265518
21824.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,No,Call 1,1.0,Yes,Only cell phone service,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The rich,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,The middle class,Connie Mack,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Catholics,No,All others,Yes,Working women,No,All others,Working women,Suburb,Rural,Rural,Upscale,32514.0,0.844484567642212
60232.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Yes,Complete,Yes,Call 3,16.0,Yes,Only cell phone service,,"Yes, other Hispanic",,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,,4.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Only Mitt Romney,No,Yes,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,105.0,Mitt Romney,,Other,White,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,Connie Mack,Female,Latino women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,Non-white,No,All others,Yes,Working women,No,,Working women,Suburb,Rural,Rural,Upscale,34292.0,0.66080766916275
72345.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Yes,Complete,No,Call 3,1.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Mormon,The middle class,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,No,All others,Yes,Working men,No,White Protestant non-evangelical,All others,Suburb,Rural,Rural,Upscale,32514.0,0.73197466135025
19815.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,No,Call 1,16.0,Yes,Only cell phone service,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,4.0,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,105.0,Mitt Romney,,White,White,State questionnaire,White,South,None,None,The middle class,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White none,No,All others,Yes,Working men,No,All others,All others,Suburb,Rural,Rural,Upscale,34292.0,0.724027276039124
69615.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,No,Call 3,1.0,Yes,Only cell phone service,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,The middle class,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,No,All others,Yes,Working men,No,White Protestant non-evangelical,All others,Suburb,Rural,Rural,Upscale,32514.0,0.73197466135025
40920.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Complete,Yes,Call 2,1.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,No,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,The middle class,Connie Mack,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Catholics,No,White Born-again/Evangelical Christians,Yes,Working men,No,All others,All others,Suburb,Rural,Rural,Upscale,32514.0,0.911600112915039
22329.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,No,Call 1,1.0,Yes,Only cell phone service,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,Connie Mack,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,Yes,All others,No,Non-working women,No,White Protestant non-evangelical,All others,Suburb,Rural,Rural,Upscale,32514.0,0.844484567642212
70066.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Complete,Yes,Call 3,1.0,Yes,Only cell phone service,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The middle class,Bill Nelson,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,Yes,Working men,Yes,White Protestant evangelical,All others,Suburb,Rural,Rural,Upscale,32514.0,0.784464538097382
39949.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,No,Call 2,16.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,4.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,105.0,Mitt Romney,,White,White,State questionnaire,White,South,Something else,Other,The middle class,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White something else,No,All others,Yes,Working men,No,All others,All others,Suburb,Rural,Rural,Upscale,34292.0,0.724027276039124
71016.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Yes,Complete,Yes,Call 3,1.0,Yes,Only cell phone service,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,1.0,,,Mitt Romney,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",The rich,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,The poor,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,Yes,Working men,Yes,White Protestant evangelical,All others,Suburb,Rural,Rural,Upscale,32514.0,0.721155405044556
59478.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,Complete,No,Call 3,16.0,Yes,Only cell phone service,,No,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,,4.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Mitt Romney,No,Yes,,,No,,No,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Omit,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,105.0,Mitt Romney,,White,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other christian,Omit,Connie Mack,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Protestants,Yes,All others,Yes,Working women,No,White Protestant non-evangelical,Working women,Suburb,Rural,Rural,Upscale,34292.0,0.554388523101807
21679.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,Complete,Yes,Call 1,1.0,Yes,Only cell phone service,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,1.0,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Only Mitt Romney,No,Yes,,,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",Omit,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,34.0,Mitt Romney,,White,White,State questionnaire,White,South,Catholic,Catholic,Omit,Connie Mack,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,,Election day exit poll,,,,Version 3,White Catholics,No,White Born-again/Evangelical Christians,Yes,Working men,No,All others,All others,Suburb,Rural,Rural,Upscale,32514.0,0.925276577472687
3122.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,No,,25.0,Yes,Only cell phone service,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,4.0,,,Barack Obama,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,,,No,,No,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",The middle class,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50123.0,Barack Obama,,White,White,State questionnaire,White,South,Jewish,Jewish,The rich,Bill Nelson,Male,White men,Non married men,Suburbs,Suburbs,English,Florida,,Telephone survey,,,,Version 3,White Jewish,No,All others,Yes,Working men,No,All others,All others,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,34120.0,2.56785416603088
