ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVNH12,GOVTDO10,GUNOWNER12,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNH12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
44105.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,2.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,Maggie Hassan,,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,,,No,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,14.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Male,White men,,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,Yes,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.01763296127319
24088.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 1,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Maggie Hassan,,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,,,No,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,14.0,Barack Obama,,White,White,National questionnaire,White,East,,,,,Female,White women,,Rural,Small Cities/Rural,New Hampshire,Not increase for anyone,Election day exit poll,,,,Version 4,,Yes,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,0.928734540939331
43674.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Ovide Lamontagne,,,Mitt Romney,Mitt Romney,Mitt Romney,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,,No,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Female,White women,,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,Yes,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.13475847244263
59947.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Maggie Hassan,,,Mitt Romney,Omit,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,,No,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Increase for all,Election day exit poll,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.37170386314392
61733.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,2.0,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,Ovide Lamontagne,,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,,No,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.24337732791901
60355.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Ovide Lamontagne,,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,,,No,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Female,White women,,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.13475847244263
22694.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 1,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Ovide Lamontagne,,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,,No,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.37749671936035
22415.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,Ovide Lamontagne,,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,,,No,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Female,White women,,Rural,Small Cities/Rural,New Hampshire,Not increase for anyone,Election day exit poll,,,,Version 4,,No,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.13475847244263
60838.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,2.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,Ovide Lamontagne,,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,,,No,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,14.0,Mitt Romney,,White,White,National questionnaire,White,East,,,,,Female,White women,,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,,,,Version 4,,Yes,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3743.0,1.13475847244263
23959.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,Call 1,1.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,2.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,Married with children,Yes,Excellent,Excellent or good,,,,45+,18-64,Men with children,,,,,,,55.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,High Density Urban,Urban,Urban Core,Upscale,3104.0,0.483978480100632
46227.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Not complete,,Call 2,2.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,2.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,Married with children,Yes,Excellent,Excellent or good,,,,45+,18-64,Women with children,,,,,,,78.0,Barack Obama,,Black,Black,State questionnaire,Black,East,,,,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,Urban,Urban Core,Very upscale,3062.0,0.781138241291046
22675.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Not complete,,Call 1,2.0,,,No,I strongly favor my candidate,,,,,,,,,,,,2.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,Yes,Excellent,Excellent or good,,,,45+,18-64,Women without children,,,,,,,78.0,Barack Obama,,Black,Black,State questionnaire,Black,East,,,,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,Urban,Urban Core,Very upscale,3062.0,0.781138241291046
46435.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Not complete,,Call 2,2.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,2.0,Ovide Lamontagne,,Yes,,,,,,,,,,,,,,,Yes,Married with children,Yes,Good,Excellent or good,,,,18-44,18-64,Men with children,,,,,,,78.0,Barack Obama,,Other,White,State questionnaire,Hispanic/Latino,East,,,,,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,Urban,Urban Core,Very upscale,3062.0,0.685388326644897
73020.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Not complete,,Call 3,2.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,2.0,Ovide Lamontagne,,Yes,,,,,,,,,,,,,,,No,Married with children,Yes,Good,Excellent or good,,,,18-44,18-64,Men with children,,,,,,,78.0,Mitt Romney,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,Urban,Urban Core,Very upscale,3062.0,0.91534161567688
73224.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Not complete,,Call 3,2.0,,,Yes,I like my candidate but with reservations,,,,,,,,,,,,2.0,Ovide Lamontagne,,Yes,,,,,,,,,,,,,,,No,Married with children,Yes,Good,Excellent or good,,,,45+,18-64,Men with children,,,,,,,78.0,Mitt Romney,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,Urban,Urban Core,Very upscale,3062.0,1.01407670974731
58369.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Not complete,,Call 3,2.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,5.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,Married with children,Yes,Good,Excellent or good,,,,18-44,18-64,Women with children,,,,,,,90.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3264.0,0.691194236278534
58323.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Not complete,,Call 3,1.0,,,No,I strongly favor my candidate,,,,,,,,,,,,2.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,No,Good,Excellent or good,,,,18-44,18-64,Men without children,,,,,,,60.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,High Density Urban,Urban,Urban Core,Upscale,3104.0,0.937660455703735
49380.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Not complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,1.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,No,Good,Excellent or good,,,,45+,18-64,Men with children,,,,,,,40.0,Barack Obama,,Other,American Indian,State questionnaire,Other,East,,,,,Male,All other races,Non married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,3842.0,1.28728497028351
21656.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Not complete,,Call 1,2.0,,,No,I strongly favor my candidate,,,,,,,,,,,,3.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,Yes,Good,Excellent or good,,,,45+,65+,Men without children,,,,,,,107.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3465.0,1.20937287807465
46853.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,Call 2,1.0,,,Yes,I strongly favor my candidate,,,,,,,,,,,,2.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,Married with children,Yes,Good,Excellent or good,,,,45+,18-64,Men with children,,,,,,,68.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3054.0,2.17719340324402
21043.0,,,65+,60+,45+,60+,65+,65 or over,,,,,,,Not complete,,Call 1,1.0,,,No,I strongly favor my candidate,,,,,,,,,,,,4.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,Yes,Good,Excellent or good,,,,45+,65+,Women without children,,,,,,,39.0,Barack Obama,,,,State questionnaire,,East,,,,,Female,,Married women,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3841.0,0.622737169265747
20132.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Not complete,,Call 1,2.0,,,No,I strongly favor my candidate,,,,,,,,,,,,3.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,No,Good,Excellent or good,,,,45+,65+,Women without children,,,,,,,94.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Female,White women,Non married women,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Low Density Rural,Rural,Rural,Downscale,3461.0,0.87731945514679
46553.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,Call 2,1.0,,,No,I like my candidate but with reservations,,,,,,,,,,,,1.0,Maggie Hassan,,No,,,,,,,,,,,,,,,No,All others,Yes,Good,Excellent or good,,,,45+,18-64,Men without children,,,,,,,40.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,3842.0,1.28728497028351
59228.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,Call 3,1.0,,,Yes,I like my candidate but with reservations,,,,,,,,,,,,1.0,Maggie Hassan,,,,,,,,,,,,,,,,,No,All others,No,Not so good,Not so good or poor,,,,45+,18-64,Men with children,,,,,,,51.0,Mitt Romney,,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3824.0,1.10572326183319
66182.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Not complete,,Call 3,1.0,,,No,I strongly favor my candidate,,,,,,,,,,,,1.0,Maggie Hassan,,Yes,,,,,,,,,,,,,,,No,All others,Yes,Not so good,Not so good or poor,,,,18-44,18-64,Men without children,,,,,,,40.0,Barack Obama,,White,White,State questionnaire,White,East,,,,,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,3842.0,1.33552074432373
22576.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Not complete,,Call 1,2.0,,,No,I strongly favor my candidate,,,,,,,,,,,,3.0,Maggie Hassan,,Yes,,,,,,,,,,,,,,,No,All others,No,Not so good,Not so good or poor,,,,18-44,18-64,Men without children,,,,,,,107.0,Mitt Romney,,White,White,State questionnaire,White,East,,,,,Male,White men,Non married men,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,Version 2,,,,,,,,,,Low Density Rural,Rural,Rural,Very downscale,3465.0,1.58377587795258
