ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVMT12,GOVTDO10,GUNOWNER12,HANDLEECON12,HOUMT12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMT12,PTYIMPT,PTYIMPT2,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMT12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
32218.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Not complete,Call 1,1.0,I strongly favor my candidate,,,,,,,,,,,2.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,No,,,45+,18-64,,,,,,,19.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Low Density Rural,Rural,Rural,Upscale,59901.0,0.651095688343048
32147.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Not complete,Call 1,1.0,I strongly favor my candidate,,,,,,,,,,,3.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,Yes,,,45+,18-64,,,,,,,4.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Female,White women,Married women,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Low Density Rural,Rural,Rural,Downscale,59014.0,0.679805815219879
54635.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,Rick Hill,,,,Steve Daines,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,52.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,Yes,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.595978975296021
54634.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I strongly favor my candidate,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,Rick Hill,,,,Steve Daines,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,52.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,Yes,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.595978975296021
32935.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Not complete,Call 1,1.0,I strongly favor my candidate,,,,,,,,,,,2.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,,,,45+,18-64,,,,,,,70.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Male,White men,,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Extremely Low Density Rural,Rural,Rural,Downscale,59422.0,0.501527369022369
53511.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not complete,Call 2,1.0,I strongly favor my candidate,,,,,,,,,,,3.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,Yes,,,45+,65+,,,,,,,63.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Male,White men,Married men,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Low Density Rural,Rural,Rural,Downscale,59270.0,1.02420449256897
77374.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Complete,Call 3,1.0,I like my candidate but with reservations,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,52.0,Barack Obama,,,,Other,Asian,National questionnaire,Asian,West,Jon Tester,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.644159853458405
53568.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Call 2,1.0,I like my candidate but with reservations,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,Yes,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.696068584918976
77155.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,I like my candidate but with reservations,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.644159853458405
76986.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,I like my candidate but with reservations,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.658852577209473
32439.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,I like my candidate but with reservations,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.609719157218933
77807.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,1.0,I like my candidate but with reservations,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,Rick Hill,,,,Kim Gillan,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,Yes,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.594752192497253
33084.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not complete,Call 1,1.0,I like my candidate but with reservations,,,,,,,,,,,3.0,Steve Bullock,,,,Kim Gillan,,,,,,,,,No,Yes,,,45+,65+,,,,,,,9.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Jon Tester,Female,White women,Married women,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Extremely Low Density Rural,Rural,Rural,Downscale,59301.0,1.00605952739716
53669.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I dislike the other candidates,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 3,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.658852577209473
52146.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not complete,Call 2,1.0,I dislike the other candidates,,,,,,,,,,,1.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,Yes,,,45+,65+,,,,,,,11.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Male,White men,Married men,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Extremely Low Density Rural,Rural,Rural,Very downscale,59711.0,0.55067104101181
77077.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Not complete,Call 3,1.0,I dislike the other candidates,,,,,,,,,,,1.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,Yes,,,45+,18-64,,,,,,,67.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Low Density Rural,Rural,Rural,Downscale,59701.0,0.402365207672119
33398.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Not complete,Call 1,1.0,Omit,,,,,,,,,,,1.0,Other,,,,Kim Gillan,,,,,,,,,No,Yes,,,45+,18-64,,,,,,,11.0,Barack Obama,,,,White,White,State questionnaire,White,West,Jon Tester,Male,White men,Married men,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Extremely Low Density Rural,Rural,Rural,Very downscale,59711.0,1.3038055896759
32478.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not complete,Call 1,1.0,Omit,,,,,,,,,,,3.0,Rick Hill,,,,Steve Daines,,,,,,,,,No,No,,,45+,65+,,,,,,,63.0,Mitt Romney,,,,White,White,State questionnaire,White,West,Denny Rehberg,Female,White women,Non married women,Rural,Small Cities/Rural,Montana,Election day exit poll,,,,Version 2,,Low Density Rural,Rural,Rural,Downscale,59270.0,0.947825253009796
54099.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.658852577209473
54018.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Steve Bullock,,,,Steve Daines,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Jon Tester,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.875818431377411
13417.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Rick Hill,,,,Kim Gillan,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50000.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,,,,Version 5,No,Town,Rural,Rural,Very upscale,59601.0,0.650060892105103
77682.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Rick Hill,,,,Kim Gillan,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,52.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.986130595207214
76783.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Rick Hill,,,,Steve Daines,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,52.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.644005119800568
52905.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,Rick Hill,,,,Steve Daines,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,Yes,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.574806153774261
13416.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,2.0,Rick Hill,,,,Steve Daines,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50001.0,Mitt Romney,,,,White,White,National questionnaire,White,West,Denny Rehberg,Female,White women,Married women,Rural,Small Cities/Rural,Montana,Telephone survey,,,,Version 5,No,Extremely Low Density Rural,Rural,Rural,Downscale,59860.0,0.818805456161499
77508.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 3,1.0,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,Yes,No,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,52.0,Barack Obama,,,,Other,White,National questionnaire,Hispanic/Latino,West,Jon Tester,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.696068584918976
52815.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.738169610500336
54233.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,52.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Montana,Election day exit poll,,,,Version 5,No,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.658852577209473
13418.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,1.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,3.0,Steve Bullock,,,,Kim Gillan,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50002.0,Barack Obama,,,,White,White,National questionnaire,White,West,Jon Tester,Female,White women,Married women,Rural,Small Cities/Rural,Montana,Telephone survey,,,,Version 5,No,Extremely Low Density Rural,Rural,Rural,Very upscale,59068.0,4.1633563041687
