ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUAZ12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSAZ12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENAZ12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
74368.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,1.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,Yes,,No,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,10.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Richard Carmona,Female,Latino women,Non married women,Rural,Small Cities/Rural,English,Arizona,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.34009790420532
74305.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 3,1.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,About the same,,3.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Federal budget deficit,,Yes,All others,No,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,10.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Richard Carmona,Female,Latino women,Non married women,Rural,Small Cities/Rural,English,Arizona,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.34009790420532
74989.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,1.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,Yes,3.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,Yes,Yes,All others,No,,,,,,,The middle class,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,10.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,The rich,,Richard Carmona,Female,Latino women,Non married women,Rural,Small Cities/Rural,English,Arizona,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,Working mom,Working women,,,Working women,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.34009790420532
75036.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 3,1.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,3.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,Yes,Yes,All others,Yes,,,,,,,The middle class,45+,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,10.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,The rich,,Richard Carmona,Male,Latino men,Married men,Rural,Small Cities/Rural,English,Arizona,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.3444048166275
74612.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Protestant/Do not attend weekly,Complete,,,,Yes,Call 3,1.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,10.0,Barack Obama,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,,Yes,Richard Carmona,Male,White men,,Rural,Small Cities/Rural,English,Arizona,,,Oppose,Election day exit poll,,,,,,Version 3,White Protestants,Yes,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.3444048166275
74154.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Not complete,An important factor,Important,Factor,,Call 3,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,The Democratic candidate,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,45+,18-64,,,,,,,,10.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Richard Carmona,Male,Latino men,Married men,Rural,Small Cities/Rural,English,Arizona,,,,Election day exit poll,,,,,,Version 1,,,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.3444048166275
74882.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,1.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Yes,3.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,10.0,Barack Obama,,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,,Rural,Small Cities/Rural,English,Arizona,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.3444048166275
10826.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,,,,Complete,,,,,,8.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,The housing market,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,,,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,50023.0,Barack Obama,Has a vision for the future,Other,Asian,National questionnaire,Asian,West,,,,,Richard Carmona,Female,All other races,Non married women,Rural,Small Cities/Rural,English,Arizona,Yes,,,Telephone survey,,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85324.0,4.26288652420044
12196.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,2.0,,,,,,,,Favors the wealthy,,College graduate,College graduate,More than High school graduate,White college degree,,,,No,3.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Both of them,Yes,Yes,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50005.0,Barack Obama,,White,White,National questionnaire,White,West,,,,,Richard Carmona,Male,White men,,Rural,Small Cities/Rural,English,Arizona,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85701.0,5.05305957794189
32724.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,1.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Health care,,No,,No,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,10.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Richard Carmona,Female,White women,Non married women,Rural,Small Cities/Rural,English,Arizona,No,,,Election day exit poll,,,,,,Version 2,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,2.98056435585022
52878.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 2,1.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,No,Poor,Not so good or poor,,,Angry,"Dissatisfied, but not angry or angry",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,10.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,West,,,,,Richard Carmona,Female,White women,Non married women,Rural,Small Cities/Rural,English,Arizona,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,2.57049179077148
12952.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Omit,,No,3.0,,,,,,,Did not vote,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,The middle class,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50011.0,Did not vote,,White,White,National questionnaire,White,West,None,None,The rich,,Jeff Flake,Female,White women,Married women,Rural,Small Cities/Rural,English,Arizona,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,White none,No,,No,"Women, no kids",Non-working women,,,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,86333.0,0.0180511437356472
12171.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,,,,Complete,,,,,,1.0,,,,,,,,Is fair to most Americans,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,No,3.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Both of them,Yes,Yes,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50002.0,Barack Obama,,Other,American Indian,National questionnaire,Other,West,,,,,Jeff Flake,Male,All other races,,Rural,Small Cities/Rural,English,Arizona,,Increase for all,,Telephone survey,,,,,,Version 4,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,86054.0,2.769291639328
74547.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,,,No,Call 3,1.0,,,No,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,,,,,Other,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,No,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,10.0,Barack Obama,,White,White,National questionnaire,White,West,None,None,,Yes,Jeff Flake,Male,White men,Non married men,Rural,Small Cities/Rural,English,Arizona,,,Neutral,Election day exit poll,,,,,,Version 3,White none,No,All others,,,,No,All others,,Extremely Low Density Rural,Rural,Rural,Very downscale,85539.0,1.17611527442932
9931.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,1.0,,,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,,3.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,50002.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Jeff Flake,Female,White women,Non married women,Rural,Small Cities/Rural,English,Arizona,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,Yes,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85534.0,0.200861439108849
12240.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,4.0,,,,,,,,Omit,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,3.0,,Mitt Romney,Mitt Romney,Mitt Romney,Leave it as is,Expand it or leave it as is,The Republican candidate,,,,,,,,Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50011.0,Mitt Romney,,White,White,National questionnaire,White,West,,,,,Jeff Flake,Female,White women,,Rural,Small Cities/Rural,English,Arizona,,Not increase for anyone,,Telephone survey,,,,,,Version 4,,,,,,,,,,Extremely Low Density Rural,Rural,Rural,Very downscale,85545.0,0.240165799856186
