ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUCA12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROP30CA,PRSCA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENCA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
77831.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Once a week,Weekly,Protestant/Attend weekly,Complete,,,,Yes,Call 3,45.0,,,Yes,I like my candidate but with reservations,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,,,,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,,,,,,Conservative,62.0,No,,,Other,Asian,National questionnaire,Asian,West,Protestant/Other Non-Catholic Christian,Protestant,,Omit,,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Suburb,Urban,Urban Core,Very upscale,92620.0,1.65469658374786
13197.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,11.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,3.0,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,Omit,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,50052.0,Yes,Did not vote,,White,White,National questionnaire,White,West,Catholic,Catholic,The rich,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,No,"Women, no kids",Non-working women,,,All others,Suburb,Urban,Urban Core,Very upscale,94598.0,0.42503347992897
78213.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Omit,Omit,Omit,,Call 3,45.0,,,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,5.0,Government should do more to solve problems,,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,,All others,No,,,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,61.0,,Barack Obama,Omit,White,White,National questionnaire,White,West,,,,,,Female,White women,Non married women,Suburbs,Suburbs,,California,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,92691.0,1.1484797000885
13215.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,18.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,3.0,,,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50087.0,,Barack Obama,,White,White,National questionnaire,White,West,None,None,The rich,,,Female,White women,Non married women,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,White none,No,,Yes,"Women, no kids",Working women,,,Working women,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,95008.0,1.09809553623199
13199.0,,,,,,,,,,,,,,,Complete,,,,,,11.0,Yes,Omit,,,,,,,,,,,,Favorable,Unfavorable,,,3.0,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Omit,,,,,,,,,,50052.0,,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,The rich,,,Male,Latino men,,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,Generally going in the right direction,,Version 5,Non-white,,,,,,,,All others,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Downscale,94520.0,0.0584783405065537
36490.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Complete,,,,,Call 1,18.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,3.0,,,,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,107.0,,Barack Obama,Has a vision for the future,Other,Asian,National questionnaire,Asian,West,,,,,,Male,All other races,Married men,Suburbs,Suburbs,English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,94303.0,1.10764586925507
13092.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,4.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,No,2.0,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50016.0,,Barack Obama,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,The rich,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,White Protestants,Yes,,No,"Women, no kids",Non-working women,,,All others,Suburb,Urban,Urban Core,Very upscale,95747.0,0.852580785751343
10301.0,,,,,,,,,,,,,,,Complete,,,,,,51.0,,,,,,,,,,,,,,,,Omit,,5.0,Omit,,,,,,,,,,,,,,,,,,Omit,,,,,,,,,,,,,,,,,,,,,50254.0,,Barack Obama,Omit,,,National questionnaire,,West,,,,,,Male,,,"Cities over 500,000","Cities over 50,000",,California,,,,Telephone survey,Omit,Omit,Omit,,,Version 1,,,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,92104.0,0.0722911655902863
33971.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,,Call 1,26.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,No,,No,Excellent,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,113.0,Yes,Barack Obama,Is a strong leader,Black,Black,National questionnaire,Black,West,,,,,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.917876899242401
11623.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,,,10.0,,,Yes,Omit,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,2.0,,,,,,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,All others,No,,,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50046.0,No,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,,Yes,,Female,Latino women,Non married women,Suburbs,Suburbs,English,California,,,Omit,Telephone survey,,,,,,Version 3,Non-white,No,All others,,,,No,,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,95360.0,1.4968603849411
11749.0,Omit,Omit,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,A few times a year,Occasionally,All others,Complete,,,,No,,33.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,4.0,,,,,,,,Offered a chance to apply for legal status,,,,,,,,,,,,,No,All others,No,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,50163.0,No,Barack Obama,,Other,Asian,National questionnaire,Asian,West,None,None,,Yes,,Female,All other races,Non married women,Suburbs,Suburbs,English,California,,,Oppose,Telephone survey,,,,,,Version 3,Non-white,No,All others,,,,No,,,Suburb,60s Suburbs,Urban Perimeter,Very upscale,90275.0,11.5986213684082
13180.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,,4.0,No,Only regular land-line phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,,2.0,,,,,,,,,,,,,,,,,,,,Yes,No,All others,Yes,,,,,,,Omit,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50016.0,,Mitt Romney,,White,White,National questionnaire,White,West,,,Omit,,,Female,White women,Married women,Suburbs,Suburbs,English,California,,,,Telephone survey,,,,Seriously off on the wrong track,No,Version 5,,,,No,"Women, no kids",Non-working women,,,All others,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,95684.0,1.41909861564636
56526.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,All others,Complete,,,,Yes,Call 2,26.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,All others,,,,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,113.0,,Mitt Romney,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,,Omit,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English,California,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.813567221164703
11783.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Never,Never,All others,Complete,,,,No,,52.0,,,Yes,I like my candidate but with reservations,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,,,,Omit,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50259.0,,Mitt Romney,,Other,Other,National questionnaire,Other,West,Something else,Other,,Yes,,Female,All other races,Married women,"Cities over 500,000","Cities over 50,000",English,California,,,Omit,Telephone survey,,,,,,Version 3,Non-white,No,All others,,,,No,,,High Density Urban,Urban,Urban Core,Upscale,92109.0,0.460904061794281
34798.0,,,,,,,,,,,,,,,Complete,Omit,Omit,Omit,,Call 1,45.0,,,,,,,,,,,,,,,,Omit,,5.0,Omit,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,Omit,,,,Yes,,,,,,,,,,,,,,,,,61.0,Yes,Mitt Romney,Cares about people like me,Other,Other,National questionnaire,Other,West,,,,,,Male,All other races,Married men,Suburbs,Suburbs,,California,,,,Election day exit poll,In September,"In October, in September, or before that",In September or before that,,,Version 1,,,,,,,,,,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,92691.0,0.921877324581146
54666.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 2,28.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,About the same,,4.0,Government should do more to solve problems,,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,Yes,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,34.0,Yes,Mitt Romney,Shares my values,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very upscale,91214.0,0.714375078678131
35491.0,Legal,Legal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 1,10.0,,,No,Omit,,,,,,,,,,,,,,2.0,,,,,,,,Deported to the country they came from,,,,,,,,,,,,,,All others,Yes,,,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,110.0,No,Mitt Romney,,White,White,National questionnaire,White,West,Catholic,Catholic,,No,,Female,White women,Married women,Suburbs,Suburbs,,California,,,Support,Election day exit poll,,,,,,Version 3,White Catholics,,All others,,,,No,All others,,Suburb,70s Suburbs,Urban Perimeter,Very downscale,95307.0,0.806501448154449
12450.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,4.0,,,,,,,,Favors the wealthy,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,No,2.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,,,Only Mitt Romney,No,Yes,Omit,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50016.0,No,Mitt Romney,,White,White,National questionnaire,White,West,,,,,,Male,White men,,Suburbs,Suburbs,English,California,,"Increase only on income over $250,000",,Telephone survey,,,,,,Version 4,,,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96150.0,2.21776556968689
13240.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,30.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,4.0,,,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,50148.0,No,Mitt Romney,,White,White,National questionnaire,White,West,Jewish,Jewish,The middle class,,,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,,,,Seriously off on the wrong track,No,Version 5,White Jewish,No,,No,Mothers with no full time job,Non-working women,,,All others,Extremely High Density Urban,Urban,Urban Core,Downscale,91335.0,3.29783511161804
10179.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,34.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,4.0,Government should do more to solve problems,,,,,,,,,,,,,,,,,,The economy,,No,All others,No,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50168.0,,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Did not vote,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,90057.0,3.53374099731445
