ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AKINCOMMENT,AKINCOMMENTIMP,AKINLIB,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,DESCRIBS10B,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHAKIN,ETHMCCAS,ETHMO12,FAVOBAMA2,FAVROMN2,GEOCODE,GOVMO12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARCHILD,MARRIED,MCCASLIB,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMO12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMO12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
68542.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,No,Call 3,7.0,Yes,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,5.0,Jay Nixon,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,Married with children,Yes,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,62.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Town,Rural,Rural,Upscale,64804.0,0.729611814022064
25907.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 1,5.0,No,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,All others,No,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,46.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,Yes,All others,Suburb,Urban,Urban Core,Upscale,64134.0,0.681402921676636
29805.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,No,Call 1,1.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,1.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,No,All others,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,105.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,Yes,All others,High Density Urban,Urban,Urban Core,Downscale,63104.0,1.02942717075348
29712.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 1,1.0,Yes,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,1.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,No,Married with children,Yes,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,105.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,No,All others,High Density Urban,Urban,Urban Core,Downscale,63104.0,0.996250629425049
49345.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,No,Call 2,5.0,No,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,3.0,Jay Nixon,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,No,All others,Yes,,,,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,46.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Claire McCaskill,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,64134.0,0.782994985580444
49153.0,Legal,Legal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,No,Call 2,5.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,No,All others,No,,,,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,46.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Claire McCaskill,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,64134.0,0.888870179653168
24840.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 1,3.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,2.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,No,All others,No,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,56.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,Yes,All others,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,63389.0,1.94842672348022
48810.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 2,8.0,No,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,5.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,All others,No,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,28.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Low Density Rural,Rural,Rural,Very downscale,63857.0,0.719752192497253
49305.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 2,2.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,1.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,All others,Yes,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,88.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,63122.0,0.969897389411926
67168.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,No,Call 3,3.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,2.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,Married with children,Yes,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,56.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,63389.0,1.93445467948914
67500.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 3,3.0,,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,All others,No,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,56.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,Yes,All others,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,63389.0,1.99887454509735
71702.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 3,2.0,No,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,1.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,All others,No,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,88.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Jonathan Dine,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,63122.0,0.970311462879181
27427.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,No,Call 1,5.0,Yes,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,No,Married with children,Yes,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,46.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Claire McCaskill,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,64134.0,0.757760524749756
49662.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 2,2.0,No,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,1.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,All others,Yes,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,88.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,63122.0,0.724948704242706
24042.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 1,7.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,5.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,All others,No,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,62.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Town,Rural,Rural,Upscale,64804.0,0.828220784664154
48572.0,Illegal,Illegal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,No,Call 2,7.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,5.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,Married with children,Yes,,,,45+,65+,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,62.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Town,Rural,Rural,Upscale,64804.0,1.10482716560364
48048.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,No,Call 2,7.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,5.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,All others,Yes,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,62.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Town,Rural,Rural,Upscale,64804.0,1.10482716560364
25890.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,No,Call 1,6.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,4.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,All others,No,,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,10.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Female,White women,Non married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,Rural,Rural,Very downscale,64633.0,1.15658104419708
49477.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,No,Call 2,2.0,Yes,I strongly favor my candidate,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,1.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,Married with children,Yes,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,88.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,63122.0,1.02079582214355
49562.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,No,Call 2,2.0,No,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,1.0,Dave Spence,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,All others,Yes,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,88.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,60s Suburbs,Urban Perimeter,Very upscale,63122.0,1.02079582214355
51820.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,No,Call 2,5.0,Yes,I like my candidate but with reservations,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,3.0,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,No,All others,No,,,,18-44,18-64,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,46.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Claire McCaskill,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,Urban,Urban Core,Upscale,64134.0,0.778049111366272
48305.0,Legal,Legal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,No,Call 2,4.0,No,I like my candidate but with reservations,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Yes,All others,Yes,,,,45+,65+,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,11.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Claire McCaskill,Female,Latino women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 3,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,64083.0,1.27037560939789
67050.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,No,Call 3,7.0,No,I like my candidate but with reservations,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,,5.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Yes,All others,Yes,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,62.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Claire McCaskill,Male,Latino men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,,,,Version 3,No,All others,Town,Rural,Rural,Upscale,64804.0,0.75390887260437
