ID,SENGA14,GOVGA14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BORNINGA14,BRNAGAIN,CALL,CDNUM,CONTACTGA14,CONTACTNUNN,CONTACTPERDUE,ECONBETT,ECONDIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JOBSIT,LATINO,MARIJUANALAW,MARRIED,MINWAGE14,MOVETOGA14,MOVETOGA10YR,NEC,NEC2,NECWORR2,NECWORRY,NUNNLIB,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PERDUECONSRV,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,RUNOFFGA14,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
53737.0,David Perdue,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Moved to Georgia,,Call 1,12.0,,,,Getting worse,Worse,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,Omit,,,,,,,,,Omit,,,No,,,Omit,Less than 10 years,Less than 10 years,Good,Excellent or good,Worried,Very worried,,Disapprove,Somewhat disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,151.0,,,,,White,White,State questionnaire,White,White,,,South,Michelle Nunn,,Male,White men,,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Seriously off on the wrong track,Version 1,,,30446.0,0.929688096046448
69780.0,David Perdue,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 2,11.0,Neither of them,No,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,To express opposition to Barack Obama,2.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,,No,,Yes,,,,,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,Moderate,40.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,Would not vote in the U.S. Senate runoff,,Male,White men,Married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,Before that,Before that,Before that,Before that,,Version 2,No,,30144.0,0.791604697704315
69779.0,David Perdue,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 2,11.0,Neither of them,No,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,To express opposition to Barack Obama,2.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,,No,,Yes,,,,,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,Moderate,40.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,Would not vote in the U.S. Senate runoff,,Male,White men,Married men,Suburbs,Suburbs, Georgia,,,,Election day exit poll,,,Before that,Before that,Before that,Before that,,Version 2,No,,30144.0,0.791604697704315
9514.0,David Perdue,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,8.0,,,,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Omit,,,,,,,,,Omit,,No,,Yes,,,,Poor,Not so good or poor,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,Conservative,,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,Omit,Omit,South,,,Female,White women,Married women,Suburbs,Suburbs, Georgia,,,,Telephone survey,,,,,,,,Version 2,,,31008.0,0.80773252248764
67898.0,David Perdue,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,More than once a week,Weekly,Complete,,Yes,Call 2,11.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,,1.0,,,,,,,,,,,,About the same,No,Legal,,,,,,,,,Omit,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Omit,,2.0,,,Very important,Important,Other,Other,State questionnaire,Other,Other,,,South,David Perdue,No,Female,All other races,,Suburbs,Suburbs, Georgia,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,No,All others,30103.0,0.628910839557648
67313.0,Other,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,,,Complete,,,Call 2,2.0,Neither of them,No,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,4.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,No,,No,,,,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,,Moderate,133.0,Moderate/Liberal Republicans,Moderate Independents,,,Other,Other,State questionnaire,Other,Other,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Omit,,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Election day exit poll,,,Before that,Before that,Before that,Before that,,Version 2,No,,31906.0,0
68708.0,Other,,65+,60+,65 or over,45+,60+,65+,,,,Omit,Omit,Complete,,,Call 2,12.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,,Unfavorable,Unfavorable,,5.0,,,,,,,,,,,,Worse today,No,Illegal,,,,,,,,,Omit,,,,,45+,65+,Independent/Something else,,,Independent,Independent Men,,Omit,,151.0,,,Not at all important,Not important,,,State questionnaire,,,,,South,Omit,No,Male,,,Rural,Small Cities/Rural, Georgia,,Omit,Omit,Election day exit poll,,,,,,,,Version 3,,,30446.0,0
86876.0,Did not vote,Did not vote,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,More than once a week,Weekly,Complete,,Yes,Call 3,13.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Better today,No,Legal,,,,,,,,,Not liberal enough,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Not liberal enough,Moderate,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,No,Male,Black men,,Suburbs,Suburbs, Georgia,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,No,All others,30080.0,0.644284307956696
68401.0,Did not vote,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,,No,Call 2,3.0,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,No,,No,,,,,,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,,Non-White Democrats,,Moderate,157.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,National questionnaire,Black,Black,,,South,,,,,,Rural,Small Cities/Rural, Georgia,,,,Election day exit poll,,,,,,,,Version 3,No,All others,31833.0,0.776199042797089
11591.0,Michelle Nunn,Did not vote,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,,,12.0,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Omit,,4.0,Government should do more to solve problems,,,,,,,,,,,,No,Illegal,,,,,,,,,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,,,,,,Black,Black,National questionnaire,Black,Black,,,South,,No,Female,Black women,,Suburbs,Suburbs, Georgia,,,,Telephone survey,,,,,,,Generally going in the right direction,Version 4,No,,30830.0,1.95159792900085
10579.0,Michelle Nunn,Did not vote,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,,,,10.0,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Omit,Health care,,No,,,,,,,,Omit,Omit,,Omit,Omit,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,,,,,,Black,Black,National questionnaire,Black,Black,,,South,,,Male,Black men,,Suburbs,Suburbs, Georgia,,,,Telephone survey,Not too worried,Not too or not at all worried,,,,,,Version 1,No,,30817.0,1.73084235191345
705.0,Michelle Nunn,Did not vote,65+,60+,65 or over,45+,60+,65+,,,,,,Complete,Born in Georgia,,,,,,,Staying about the same,Poor and staying the same,No high school diploma,No college degree,High school graduate or less,,,,,4.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000",,Disapprove,,,No,,,Oppose,I was born in Georgia,More than 10 years,Poor,Not so good or poor,Worried,Very worried,,Approve,Strongly approve,,,45+,65+,Democrat,,,Democrat,Democratic Men,,,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,State questionnaire,,,,,South,Michelle Nunn,,Male,,,Rural,Small Cities/Rural, Georgia,,,,Telephone survey,Very worried,Very or somewhat worried,,,,,Seriously off on the wrong track,Version 1,,,30434.0,2.02539587020874
673.0,Michelle Nunn,Did not vote,,,,,,,,,,,,Complete,Born in Georgia,,,4.0,,,,Staying about the same,Poor and staying the same,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,1.0,Government should do more to solve problems,,,,,,,,,Approve,,,No,,,Favor,I was born in Georgia,More than 10 years,Poor,Not so good or poor,Worried,Very worried,,Approve,Strongly approve,,,,,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Men,All others,,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,,Male,Black men,,Suburbs,Suburbs, Georgia,,,,Telephone survey,Not at all worried,Not too or not at all worried,,,,,Seriously off on the wrong track,Version 1,No,,30016.0,0.214699015021324
54476.0,David Perdue,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Complete,,Yes,Call 1,11.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,Worse today,No,Illegal,,,,,,,,,Too liberal,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Not liberal enough,Conservative,2.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,,,South,David Perdue,No,Female,White women,,Suburbs,Suburbs, Georgia,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,30103.0,0.628910839557648
9513.0,David Perdue,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,,,Complete,,,,10.0,,,,Staying about the same,Poor and staying the same,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,No,,No,,,,Not so good,Not so good or poor,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Something else,Independent Men,All others,,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,Other,Asian,National questionnaire,Asian,Asian,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,Male,All other races,Non married men,Suburbs,Suburbs, Georgia,,,,Telephone survey,,,,,,,,Version 2,No,,30813.0,2.35605144500732
844.0,David Perdue,Did not vote,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,,,Neither of them,No,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,To express opposition to Barack Obama,4.0,,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,,No,,No,,,,,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,David Perdue,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Telephone survey,,,Before that,In the last month,In the last week,In the last week,,Version 2,Yes,,31909.0,3.50686287879944
55450.0,,Jason Carter,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,,No,Call 1,5.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Better today,No,Legal,,,,,,,,,About right,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Too liberal,Liberal,79.0,Liberal Democrats,Liberal Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,,,South,Michelle Nunn,Yes,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,,Version 3,No,All others,30314.0,0.700842559337616
11545.0,,Jason Carter,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Once a week,Weekly,Complete,,No,,6.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,3.0,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,,Liberal,,Liberal Democrats,Liberal Democrats,,,Other,Other,National questionnaire,Other,Other,,,South,,,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,,,,Telephone survey,,,,,,,,Version 3,No,All others,30075.0,8.89998435974121
53938.0,,Jason Carter,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,Yes,Call 1,2.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,5.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,Omit,No,Illegal,,,,,,,,,About right,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Not liberal enough,Moderate,5.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,White,White,State questionnaire,White,White,,,South,Michelle Nunn,No,Male,White men,,Rural,Small Cities/Rural, Georgia,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,Yes,White Born-again/Evangelical Christians,31014.0,0.679121971130371
11544.0,,Jason Carter,,,,,,,,,,Omit,Omit,Complete,,Yes,,11.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,White,National questionnaire,White,White,,,South,,,Female,White women,Married women,Suburbs,Suburbs, Georgia,,,,Telephone survey,,,,,,,,Version 3,,White Born-again/Evangelical Christians,30064.0,0.337918341159821
