ID,SENNC14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BORNINNC14,BRNAGAIN,CALL,CDNUM,CHILD12,CONTACTHAGAN,CONTACTNC14,CONTACTTILLIS,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HAGANTOOCLOSE,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARCHILD,MARRIED,MINWAGE14,MOVETONC14,MOVETONC10YR,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TILLISCNSRV,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRHAGAN,UNFAIRNC14,UNFAIRTILLIS,VERSION,VETVOTER,VOTERID14,WEIGHT,WHNCLINC,WHTEVANG
10090.0,Kay Hagan,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,,9.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,3.0,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,The economy,No,,,,,,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,South,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Telephone survey,,,,,,,,,,Version 1,No,,3.66136121749878,No,
89056.0,Kay Hagan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Moved to North Carolina,Yes,Call 3,10.0,Yes,No,Neither of them,No,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,5.0,,,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Married with children,Yes,,Less than 10 years,Less than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,,,,,,,Moderate,13.0,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,No,Female,White women,Married women,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,,,,,Version 2,,No,0.566630601882935,No,White Born-again/Evangelical Christians
70491.0,Kay Hagan,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,Moved to North Carolina,No,Call 2,9.0,No,No,Neither of them,No,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,3.0,,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,All others,No,,10+ years but not born here,More than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,61.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,Yes,Male,White men,Non married men,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,,,,,Version 2,,No,0.638419151306152,No,All others
52611.0,Kay Hagan,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,No,Call 1,2.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,,,,,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,102.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,South,,Female,White women,,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,,,,,Version 5,,,0.528618216514587,No,All others
93097.0,Kay Hagan,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 3,12.0,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,Government should do more to solve problems,Not often enough,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,,Favor,,,Worried,Very worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,66.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,Not conservative enough,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,No,,0.471151858568192,No,
72850.0,Kay Hagan,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,Not complete,,,Call 2,12.0,,,,,,,,,,,,3.0,Government should do more to solve problems,,,,,,,,,,,,No,,,Favor,,,,,,,,,45+,65+,,,,,,,,,66.0,,,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,,,0.515423119068146,,
69382.0,Kay Hagan,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Complete,,,Call 2,8.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Disapprove,Health care,No,,,,,,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,89.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,South,,Female,Black women,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,,,,,Version 1,No,,2.27971839904785,No,
73340.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 2,5.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,5.0,Government is doing too many things better left to businesses and individuals,Too often,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,,No,,,Favor,,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,108.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Too conservative,Before that,In the last month,Before that,In the last month,Generally going in the right direction,Kay Hagan did not,Neither of them,Thom Tillis did not,Version 1,No,,0.713680624961853,No,
52588.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 1,5.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,5.0,Government should do more to solve problems,About the right amount,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,,Favor,,,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,46.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,Suburbs,Suburbs, North Carolina,Election day exit poll,Too conservative,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did not,Only Thom Tillis,Thom Tillis did,Version 1,Yes,,0.434167236089706,No,
52703.0,Kay Hagan,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 1,2.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,102.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,,Female,White women,Married women,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,,,,,Version 2,,,0.613098621368408,No,
1706.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,Born in North Carolina,Yes,,5.0,No,No,Only Tillis,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Barack Obama was not a factor,4.0,,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,All others,Yes,,I was born in North Carolina,More than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,Yes,Male,White men,Married men,Suburbs,Suburbs, North Carolina,Telephone survey,,,,,,,,,,Version 2,,No,1.93778133392334,No,White Born-again/Evangelical Christians
52583.0,Kay Hagan,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Complete,Born in North Carolina,Yes,Call 1,12.0,No,Yes,Only Hagan,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,3.0,,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Health care,No,All others,Yes,,I was born in North Carolina,More than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,58.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,Angry,"Dissatisfied, but not angry or angry",South,No,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,,,,,Version 2,,No,0.515423119068146,No,All others
52578.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Omit,Omit,Complete,Moved to North Carolina,Yes,Call 1,7.0,No,No,Neither of them,No,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Barack Obama was not a factor,1.0,,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,The economy,No,All others,Yes,,10+ years but not born here,More than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,3.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Female,Black women,Married women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,,,,,,,,,,Version 2,,No,0.636395573616028,No,All others
52577.0,Kay Hagan,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Moved to North Carolina,Yes,Call 1,12.0,No,No,Neither of them,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,Barack Obama was not a factor,3.0,,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,Health care,No,All others,Yes,,10+ years but not born here,More than 10 years,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,66.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Yes,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,,,,,Version 2,,No,0.441529482603073,No,All others
89016.0,Kay Hagan,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a year,Occasionally,Complete,,No,Call 3,8.0,No,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,All others,No,,,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,,,South,,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,,,,,,,,,,Version 3,,,0.745990455150604,No,All others
52574.0,Kay Hagan,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 1,13.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,2.0,Government should do more to solve problems,About the right amount,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,,Favor,,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,95.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,South,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Too conservative,Before that,Before that,Before that,Before that,Generally going in the right direction,Kay Hagan did,Both of them,Thom Tillis did,Version 1,Yes,,0.670551419258118,No,
52573.0,Kay Hagan,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 1,5.0,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,4.0,Government should do more to solve problems,About the right amount,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,,No,,,Favor,,,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,25.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,,,South,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,No,,0.545914888381958,No,
52572.0,Kay Hagan,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,,,Complete,,,Call 1,2.0,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,2.0,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,No,,,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Liberal,102.0,Liberal Democrats,Liberal Democrats,Other,American Indian,National questionnaire,Other,American Indian,,,South,Yes,Female,All other races,,Suburbs,Suburbs, North Carolina,Election day exit poll,,,,,,Generally going in the right direction,,,,Version 4,,,0.613098621368408,No,
52570.0,Kay Hagan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 1,9.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,3.0,Government is doing too many things better left to businesses and individuals,Too often,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,,,Oppose,,,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,61.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs, North Carolina,Election day exit poll,Too conservative,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Kay Hagan did,Both of them,Thom Tillis did,Version 1,Yes,,0.745263874530792,No,
