ID,SENIA14,GOVIA14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRALEYLIB,BRNAGAIN,CALL,CDNUM,CONTACTBRALEY,CONTACTERNST,CONTACTIA14,DEMPRIM2016,DEMPRIM2016DEMSONLY,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ERNSTCONSRV,FAVDEM2,FAVREP2,FOLLOW14,FOLLOW14B,FOROBAMAS,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARIJUANALAW,MARRIED,MINWAGE14,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRBRALEY,UNFAIRERNST,UNFAIRIA14,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
60314.0,Bruce Braley,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,Complete,,,Call 1,3.0,,,,,,,,,,,,,,,,Extremely closely,Extremely or very closely,,5.0,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,41.0,Liberal Democrats,Liberal Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,Midwest,,Female,Latino women,,Suburbs,Suburbs, Iowa,,Somewhat support,Support,Election day exit poll,,,,,,,,,,,Version 5,,All others,50125.0,0.526281952857971
99937.0,Joni Ernst,,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,Too liberal,Yes,Call 3,2.0,,,,Someone else,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,About right,Unfavorable,Unfavorable,,,,4.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,,,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,42.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,Midwest,No,Male,White men,,Rural,Small Cities/Rural, Iowa,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,50228.0,0.505686521530151
100876.0,Joni Ernst,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,Complete,Too liberal,No,Call 3,2.0,,,,Someone else,,,,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,Non white college degree,About right,Unfavorable,Favorable,,,,2.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,Legal,,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,Independent Men,All others,Conservative,111.0,Moderate/Liberal Republicans,Conservative Independents,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,Midwest,No,Male,Latino men,,Suburbs,Suburbs, Iowa,Tea Party supporter and not born-again,Strongly support,Support,Election day exit poll,,,,,,,,,,,Version 3,No,All others,52353.0,0.885444819927216
99596.0,Joni Ernst,,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,,,Complete,,,Call 3,1.0,,,,,,Staying about the same,Good and staying the same,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Not too closely,Somewhat or not too closely,,2.0,,,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,,,,,,,,Approve,,No,,,,Good,Excellent or good,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,9.0,Conservative Republicans,Mod./Liberal Republicans,Other,Asian,State questionnaire,Asian,Asian,,,Midwest,,Male,All other races,,Suburbs,Suburbs, Iowa,,,,Election day exit poll,Very worried,Very or somewhat worried,In the last three days,In the last month,In the last week,In the last three days,Omit,,,,Version 1,No,,50677.0,0.640782415866852
82393.0,Joni Ernst,,Illegal,Illegal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 2,4.0,No,Yes,Only Joni Ernst,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Omit,5.0,,,,Went too far,,,,,,,,,,Omit,,,Yes,Omit,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,101.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Female,White women,Married women,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,,,,,,,,Bruce Braley did not,Joni Ernst did not,Neither of them,Version 2,No,,51023.0,0.517101347446442
81923.0,Joni Ernst,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Too liberal,Yes,Call 2,1.0,,,,Hillary Clinton,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,About right,Unfavorable,Favorable,,,,1.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Legal,,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,51.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,Midwest,Yes,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,52402.0,0.48929437994957
81725.0,Joni Ernst,,,,,,,,,,,,,,,Complete,,,Call 2,1.0,,,,,,Staying about the same,Poor and staying the same,,,,,,,,,Not too closely,Somewhat or not too closely,,2.0,,,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,,,,,Poor,Not so good or poor,Worried,Very worried,Disapprove,Strongly disapprove,,,,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,40.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,Midwest,,Female,White women,,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,No,,52155.0,0.772059381008148
81604.0,Joni Ernst,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Too liberal,Yes,Call 2,4.0,,,,Omit,,,,Omit,High school graduate,No college degree,High school graduate or less,White no college degree,About right,Unfavorable,Favorable,,,,4.0,Omit,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,36.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,Midwest,No,Female,White women,,Rural,Small Cities/Rural, Iowa,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,50130.0,0.515724003314972
81417.0,Joni Ernst,,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 2,1.0,,,,,,Getting worse,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Not too closely,Somewhat or not too closely,,2.0,,,Government is doing too many things better left to businesses and individuals,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,,,Good,Excellent or good,Worried,Somewhat worried,Omit,Omit,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,40.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,Midwest,,Male,White men,,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,In the last month,In the last week,In the last week,Omit,,,,Version 1,Yes,,52155.0,0.949552893638611
81363.0,Joni Ernst,,,,,,,,,,,,,,,Complete,,,Call 2,1.0,,,,,,Staying about the same,Good and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Somewhat closely,Somewhat or not too closely,,2.0,,,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,,No,,,,Good,Excellent or good,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,40.0,,,White,White,State questionnaire,White,White,,,Midwest,,Male,White men,,Rural,Small Cities/Rural, Iowa,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,No,,52155.0,0.817163705825806
81296.0,Joni Ernst,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Not complete,,Yes,Call 2,3.0,,,,,,,,,,,,,,Favorable,Omit,,,,5.0,,,,,,,,,,,,,,,No,,,,,,,,,,,,45+,18-64,,,,,,,,66.0,,,White,White,State questionnaire,White,White,,,Midwest,No,Female,White women,,Rural,Small Cities/Rural, Iowa,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,,White Born-again/Evangelical Christians,51566.0,0.517101347446442
80458.0,Joni Ernst,,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,About right,Yes,Call 2,2.0,,,,Someone else,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,About right,Unfavorable,Favorable,,,,2.0,Rick Perry,Rick Perry,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,Legal,,,,,,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,111.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,Midwest,No,Female,White women,,Suburbs,Suburbs, Iowa,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,52353.0,0.836571633815765
62517.0,Joni Ernst,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Too liberal,Yes,Call 1,4.0,,,,Joe Biden,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Not liberal enough,Unfavorable,Favorable,,,,4.0,Someone else,Someone else,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,36.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,Midwest,No,Female,White women,,Rural,Small Cities/Rural, Iowa,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,50130.0,0.511901319026947
2752.0,Joni Ernst,,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Too liberal,Yes,,,,,,Someone else,,,,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,White college degree,Too liberal,Unfavorable,Favorable,,,,2.0,Mike Huckabee,Mike Huckabee,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,Midwest,Yes,Female,White women,,Suburbs,Suburbs, Iowa,Both Tea Party supporter and born-again,Somewhat support,Support,Telephone survey,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,50674.0,2.79062104225159
2530.0,Joni Ernst,,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,,1.0,Yes,No,Only Bruce Braley,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,Omit,1.0,,,,Went too far,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Foreign policy,No,,No,Favor,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,,,,Telephone survey,,,,,,,,Bruce Braley did,Joni Ernst did,Both of them,Version 2,Yes,,52001.0,0.905298173427582
60461.0,Joni Ernst,,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Too liberal,Yes,Call 1,4.0,,,,Omit,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,About right,Unfavorable,Unfavorable,,,,4.0,Omit,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Illegal,,,,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,112.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,Midwest,No,Male,White men,,Rural,Small Cities/Rural, Iowa,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,,,,,,,,,,Version 3,No,White Born-again/Evangelical Christians,50501.0,0.909754991531372
