ID,SENOR14,GOVOR14,MEAS91OR14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,HONEST14OR,HONESTMERKLEY,HONESTWEHBY,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,KITZHEALTH,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,ZIPCODE
5421.0,Monica Wehby,Dennis Richardson,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,To express opposition to Barack Obama,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Neither of them,Jeff Merkley is not,Monica Wehby is not,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Illegal immigration,Disapprove,No,No,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Seriously off on the wrong track,,2.82849502563477,No,97123.0
5185.0,Monica Wehby,Dennis Richardson,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,5.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,To express opposition to Barack Obama,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Neither of them,Jeff Merkley is not,Monica Wehby is not,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,Illegal immigration,Disapprove,No,No,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Seriously off on the wrong track,,1.19996273517609,No,97302.0
5114.0,Monica Wehby,Dennis Richardson,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,To express opposition to Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,Went too far,Neither of them,Jeff Merkley is not,Monica Wehby is not,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,The economy,Disapprove,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Seriously off on the wrong track,,4.1965160369873,No,97021.0
5084.0,Monica Wehby,Dennis Richardson,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,3.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,To express opposition to Barack Obama,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Neither of them,Jeff Merkley is not,Monica Wehby is not,,,,,,,,Approve,The economy,Disapprove,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,Seriously off on the wrong track,,4.11594438552856,No,97201.0
4994.0,Monica Wehby,Dennis Richardson,,65+,60+,65 or over,45+,60+,65+,,,,A few times a year,Occasionally,Complete,,5.0,Postgraduate study,College graduate,More than High school graduate,,Favorable,Unfavorable,Barack Obama was not a factor,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Both of them,Jeff Merkley is,Monica Wehby is,,,,,,,,Approve,The economy,Disapprove,,No,Worried,Very worried,Disapprove,Somewhat disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,,,Independent,Independent Men,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,,Non married men,Suburbs,Suburbs,Oregon,Telephone survey,Seriously off on the wrong track,,1.60123372077942,,97267.0
4744.0,Monica Wehby,Dennis Richardson,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Omit,Omit,4.0,Omit,Omit,Omit,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,The economy,Omit,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Seriously off on the wrong track,,2.67129230499268,No,97526.0
4897.0,,Other,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Omit,3.0,Government is doing too many things better left to businesses and individuals,Omit,Omit,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Illegal immigration,Omit,No,Yes,Worried,Very worried,Omit,Omit,Omit,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Seriously off on the wrong track,,4.1065936088562,No,97477.0
5405.0,Jeff Merkley,John Kitzhaber,Did not vote,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Never,Never,Complete,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,To express support for Barack Obama,3.0,Government should do more to solve problems,Did not go far enough,Omit,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Omit,Foreign policy,Omit,Yes,No,Not worried,Not too worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,Latino men,Non married men,Suburbs,Suburbs,Oregon,Telephone survey,Seriously off on the wrong track,,7.60896968841553,No,97477.0
5317.0,Jeff Merkley,John Kitzhaber,Did not vote,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Omit,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,Health care,Approve,No,No,Worried,Somewhat worried,Approve,Somewhat approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Generally going in the right direction,,8.59397411346436,No,97302.0
5313.0,Jeff Merkley,John Kitzhaber,Did not vote,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,To express support for Barack Obama,1.0,Government should do more to solve problems,Went too far,Only Jeff Merkley,Jeff Merkley is,Monica Wehby is not,,,,,,,,Approve,Omit,Disapprove,No,No,Not worried,Not too worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,Omit,,1.9585440158844,No,97221.0
5214.0,Jeff Merkley,John Kitzhaber,Did not vote,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Barack Obama was not a factor,4.0,Government is doing too many things better left to businesses and individuals,Went too far,Only Jeff Merkley,Jeff Merkley is,Monica Wehby is not,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,Foreign policy,Omit,No,No,Worried,Somewhat worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",West,No,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Generally going in the right direction,,1.03486382961273,Yes,97526.0
5211.0,Jeff Merkley,John Kitzhaber,Did not vote,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,5.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Barack Obama was not a factor,3.0,Government should do more to solve problems,Was about right,Only Jeff Merkley,Jeff Merkley is,Monica Wehby is not,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,Health care,Approve,No,Yes,Not worried,Not at all worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Generally going in the right direction,,2.42751741409302,Yes,97302.0
