ID,SENAR14,GOVAR14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HCLINPRES,HEALTHCARE14,HUCKABEEPRES,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRAR14,UNFAIRCOTTON,UNFAIRPRYOR,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
3944.0,Tom Cotton,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Unfavorable,,2.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Not worried,Not at all worried,Approve,Somewhat approve,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,,,South,,Male,White men,,Rural,Small Cities/Rural,Arkansas,,,,Telephone survey,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Both of them,Tom Cotton did,Mark Pryor did,Version 1,Yes,,72512.0,2.15653848648071
79622.0,Tom Cotton,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 2,1.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Barack Obama was not a factor,1.0,,No,Did not go far enough,Yes,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,62.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Female,Black women,Non married women,Rural,Small Cities/Rural,Arkansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,Version 2,No,All others,72069.0,0.319232821464539
66723.0,Other,,30-44,30-59,30-39,18-44,30-44,30-39,,,,,,Complete,,Call 1,3.0,High school graduate,No college degree,High school graduate or less,,Omit,Omit,,4.0,Government is doing too many things better left to businesses and individuals,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999",,Approve,,,,Not worried,Not too worried,Approve,Somewhat approve,,,18-44,18-64,Independent/Something else,,,Something else,Independent Men,,Liberal,69.0,Moderate/Liberal Republicans,Liberal Independents,Not at all important,Not important,,,State questionnaire,,,,,South,,Male,,,Rural,Small Cities/Rural,Arkansas,,,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Generally going in the right direction,Omit,Omit,Omit,Version 1,No,,72837.0,0.449897259473801
66299.0,Other,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,Omit,,,Worried,Very worried,Disapprove,Somewhat disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,National questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs,Arkansas,,,,Election day exit poll,,,,,,,,,Version 1,Yes,,71968.0,0.412365585565567
96209.0,Other,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Omit,Omit,Complete,No,Call 3,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Omit,4.0,,No,Went too far,Omit,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,104.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Yes,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Arkansas,,Omit,Omit,Election day exit poll,,,,,,,,,Version 2,Yes,All others,72701.0,0.467319637537003
80001.0,Other,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Never,Never,Complete,No,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,To express support for Barack Obama,1.0,,Yes,Did not go far enough,No,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Moderate,62.0,Moderate/Liberal Republicans,Moderate Independents,,,Black,Black,State questionnaire,Black,Black,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,Yes,Female,Black women,Non married women,Rural,Small Cities/Rural,Arkansas,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,,,,,,,,Version 2,No,All others,72069.0,0.255373686552048
79763.0,,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,Yes,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,To express support for Barack Obama,5.0,,Yes,Was about right,Yes,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,,Yes,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,98.0,Liberal Democrats,Liberal Democrats,,,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Female,Black women,Married women,Rural,Small Cities/Rural,Arkansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,Version 2,No,All others,71730.0,0.419295996427536
97169.0,Did not vote,Did not vote,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Complete,,Call 3,2.0,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,2.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Disapprove,,No,,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Arkansas,,,,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Neither of them,Tom Cotton did not,Mark Pryor did not,Version 1,No,,72032.0,0.433622688055038
95330.0,Did not vote,Did not vote,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Once a week,Weekly,Complete,Yes,Call 3,3.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Omit,4.0,,Yes,Did not go far enough,No,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,Yes,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative,6.0,Independent/Something else,Conservative Republicans,,,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,Yes,Male,Latino men,Non married men,Suburbs,Suburbs,Arkansas,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,,,Version 2,No,All others,72761.0,0.596273303031921
81899.0,Mark Pryor,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Yes,Call 2,3.0,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,4.0,,No,Went too far,Yes,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,95.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,No,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,,,,,,,,,Version 2,No,White Born-again/Evangelical Christians,72908.0,0.632055222988129
78834.0,Mark Pryor,Did not vote,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,Complete,,Call 2,2.0,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Unfavorable,,4.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,Yes,,Not worried,Not at all worried,Disapprove,Somewhat disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,33.0,Conservative Republicans,Mod./Liberal Republicans,Very important,Important,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,,Male,Latino men,,Suburbs,Suburbs,Arkansas,,,,Election day exit poll,Before that,In the last month,In the last week,In the last week,Generally going in the right direction,Only Mark Pryor,Tom Cotton did not,Mark Pryor did,Version 1,No,,72947.0,0.65520167350769
92210.0,Tom Cotton,Did not vote,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,4.0,College graduate,College graduate,More than High school graduate,White college degree,Omit,Omit,,4.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,,48.0,,,Not at all important,Not important,White,White,State questionnaire,White,White,,,South,,Female,White women,,Rural,Small Cities/Rural,Arkansas,,,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Omit,Both of them,Tom Cotton did,Mark Pryor did,Version 1,No,,72830.0,0.578589200973511
64881.0,Tom Cotton,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,Yes,Call 1,3.0,No high school diploma,No college degree,High school graduate or less,White no college degree,,,To express opposition to Barack Obama,4.0,,No,Went too far,Yes,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Illegal immigration,No,No,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,104.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,No,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Arkansas,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,,,Version 2,Yes,White Born-again/Evangelical Christians,72701.0,0.615283966064453
80261.0,Other,Did not vote,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,No,Call 2,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,5.0,,No,Went too far,No,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,98.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,No,Male,White men,Married men,Rural,Small Cities/Rural,Arkansas,Neither,Neutral,Neutral,Election day exit poll,,,,,,,,,Version 2,No,All others,71730.0,0.430558174848557
65119.0,,Mike Ross,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,4.0,Government is doing too many things better left to businesses and individuals,,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,,,South,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Arkansas,,,,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Both of them,Tom Cotton did,Mark Pryor did,Version 1,No,,72703.0,0.570387482643127
64921.0,,Mike Ross,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,Call 1,2.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Omit,,3.0,Government is doing too many things better left to businesses and individuals,,,,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,76.0,Moderate/Liberal Republicans,Moderate Independents,Omit,Omit,White,White,State questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs,Arkansas,,,,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Both of them,Tom Cotton did,Mark Pryor did,Version 1,No,,72076.0,0.525806427001953
4025.0,,Mike Ross,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,White,White,State questionnaire,White,White,,,South,,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Arkansas,,,,Telephone survey,Before that,In the last month,In the last week,In the last week,Seriously off on the wrong track,Only Mark Pryor,Tom Cotton did not,Mark Pryor did,Version 1,No,,72335.0,0.772941529750824
3980.0,,Mike Ross,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,1.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,1.0,Omit,,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,,No,,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Somewhat important,Important,Black,Black,State questionnaire,Black,Black,,,South,,Female,Black women,,Rural,Small Cities/Rural,Arkansas,,,,Telephone survey,Before that,In the last month,Before that,In the last month,Generally going in the right direction,Omit,Omit,Omit,Version 1,No,,72390.0,0.529441058635712
